V1,V2
ZBTB33,CTCF
CTCF,E2F6
CTCF,HEYL
CTCF,DLK1
CTCF,CXCL2
CTCF,WNT10B
CTCF,INHBA
CTCF,COMP
CTCF,CBLN2
CTCF,HPD
CTCF,OXTR
CTCF,PDE1C
CTCF,WNT4
CTCF,PENK
CTCF,HSD17B6
CTCF,FGF8
CTCF,FGF1
CTCF,DLL1
CTCF,CNN1
E2F6,JUN
E2F6,HNF1A
E2F6,DLK1
E2F6,DACT2
JUN,WNT10B
JUN,HPD
JUN,OXTR
JUN,PENK
JUN,PITX1
JUN,KRAS
JUN,SLC24A2
JUN,CST4
ELK1,CBLN2
HNF1A,HS3ST4
HNF1A,OVCH2
EGR2,DLK1
EGR2,DLK2
