"x"
"ZBTB33"
"ZNF263"
"CEBPB"
"BATF"
"CTCF"
"SIX5"
"CTBP2"
"E2F1"
"E2F4"
"E2F6"
"EBF1"
"EGR1"
"ELF1"
"EP300"
"ESR1"
"ETS1"
"SUZ12"
"FOS"
"GABPA"
"SIN3A"
"GATA1"
"GATA3"
"NR3C1"
"GTF2B"
"HDAC2"
"FOXA1"
"FOXA2"
"HNF4A"
"HNF4G"
"HSF1"
"IRF1"
"IRF4"
"JUN"
"JUND"
"MAX"
"MEF2A"
"MEF2C"
"MXI1"
"MYC"
"ATF3"
"NFE2"
"NFKB1"
"NFYA"
"NFYB"
"NRF1"
"PAX5"
"PBX3"
"ZBTB7A"
"BCL11A"
"POU2F2"
"POU5F1"
"RAD21"
"REST"
"BCL3"
"RXRA"
"SMARCA4"
"SP1"
"SP2"
"SPI1"
"BRCA1"
"SREBF1"
"SREBF2"
"SRF"
"STAT1"
"STAT2"
"STAT3"
"TAF1"
"TAL1"
"TBP"
"TCF4"
"ZEB1"
"TCF12"
"TFAP2A"
"TFAP2C"
"USF1"
"USF2"
"YY1"
"MAFK"
"FOSL1"
"SMC3"
"TP53"
"STAT5A"
"RELA"
"PPARG"
"ELK1"
"CREB1"
"STAT6"
"STAT4"
"SMAD3"
"RORA"
"REL"
"POU2F1"
"PAX6"
"NFKB2"
"NFIC"
"MYB"
"HNF1A"
"EGR3"
"EGR2"
"E2F2"
"CEBPA"
"ATF4"
"ATF2"
"ATF1"
"AR"
"ZBTB6"
"XBP1"
"VSX2"
"TOPORS"
"TLX2"
"TGIF1"
"TFAP4"
"TCF3"
"SOX9"
"RREB1"
"RFX1"
"POU3F3"
"POU3F2"
"POU3F1"
"PBX1"
"PAX2"
"PATZ1"
"NR2F2"
"NR2F1"
"NKX2-2"
"NFYC"
"NFIL3"
"NFE2L1"
"MZF1"
"CLEC5A"
"MIF"
"MEIS1"
"LMO2"
"KLF12"
"JUNB"
"IRF7"
"HOXA9"
"HLF"
"FOXO4"
"FOXO3B"
"FOXO3"
"FOXO1"
"FOXJ2"
"FOXF2"
"FOXD1"
"FOXC1"
"FOSB"
"E2F7"
"E2F5"
"E2F3"
"DDIT3"
"CUX1"
"CREBBP"
"BPTF"
"BACH2"
"BACH1"
"ATF7"
"ATF6"
"ATF5"
"ARNT"
"ALX1"
"AHR"
"CHD2"
"SMARCB1"
"CDC5L"
"MAFF"
"BCLAF1"
"SMAD4"
"HDAC1"
