"V2","V4"
"GABPA","ZIM2"
"GABPA","EDC4"
"GABPA","LSM5"
"GABPA","PPIL2"
"GABPA","PRPF6"
"GABPA","MTOR"
"GABPA","FUT3"
"GABPA","FUT6"
"GABPA","G6PC"
"GABPA","GABPA"
"GABPA","ZNF549"
"GABPA","NIPBL"
"GABPA","GALK2"
"GABPA","ANAPC15"
"GABPA","DPCD"
"GABPA","IL4I1"
"GABPA","UNC50"
"GABPA","AAR2"
"GABPA","FAM32A"
"GABPA","LTN1"
"GABPA","POLDIP2"
"GABPA","MTG2"
"GABPA","INTS1"
"GABPA","FBXW2"
"GABPA","SPAG8"
"GABPA","B3GAT3"
"GABPA","LRRC29"
"GABPA","FBXL6"
"GABPA","GATA2"
"GABPA","FBXW8"
"GABPA","FBXO22"
"GABPA","RPS6KC1"
"GABPA","SNORD54"
"GABPA","TRUB2"
"GABPA","GJB1"
"GABPA","NDOR1"
"GABPA","SERP1"
"GABPA","CHMP2A"
"GABPA","KLHL20"
"GABPA","MOCS3"
"GABPA","TNRC6A"
"GABPA","POLL"
"GABPA","EML4"
"GABPA","GNA15"
"GABPA","GNGT2"
"GABPA","GOLGA1"
"GABPA","GOLGA3"
"GABPA","ZNF740"
"GABPA","SLC39A5"
"GABPA","UTS2R"
"GABPA","KIAA0825"
"GABPA","CAGE1"
"GABPA","WEE2-AS1"
"GABPA","TPI1P2"
"GABPA","P2RY8"
"GABPA","GPS2"
"GABPA","GPX2"
"GABPA","C19orf53"
"GABPA","DBNL"
"GABPA","TMEM230"
"GABPA","TMEM208"
"GABPA","GTF2H2"
"GABPA","GTF2H3"
"GABPA","SENP1"
"GABPA","NME7"
"GABPA","EPN1"
"GABPA","GPR132"
"GABPA","MRM2"
"GABPA","NOP53"
"GABPA","TBX21"
"GABPA","SERPIND1"
"GABPA","SOX8"
"GABPA","STOML2"
"GABPA","HLF"
"GABPA","HPN"
"GABPA","ICAM3"
"GABPA","JMJD8"
"GABPA","OXLD1"
"GABPA","CCDC137"
"GABPA","MRPL58"
"GABPA","DCDC1"
"GABPA","IDH3B"
"GABPA","ZSCAN22"
"GABPA","APOH"
"GABPA","IGHMBP2"
"GABPA","IGSF1"
"GABPA","IL1RN"
"GABPA","IL12RB1"
"GABPA","THSD1P1"
"GABPA","C5orf34"
"GABPA","KIF22"
"GABPA","ZKSCAN4"
"GABPA","C2CD4B"
"GABPA","GLTPD2"
"GABPA","CLEC17A"
"GABPA","COA6"
"GABPA","AJM1"
"GABPA","ARHGAP1"
"GABPA","LGALS7"
"GABPA","FAM180B"
"GABPA","LYZ"
"GABPA","MAN2C1"
"GABPA","MDH2"
"GABPA","MFAP3"
"GABPA","SULT1A4"
"GABPA","NUDT1"
"GABPA","MTIF2"
"GABPA","MTTP"
"GABPA","CEACAM6"
"GABPA","NCL"
"GABPA","NDUFB7"
"GABPA","NDUFB9"
"GABPA","NDUFS3"
"GABPA","NFKBIL1"
"GABPA","NME1"
"GABPA","COA5"
"GABPA","P2RY11"
"GABPA","PAFAH1B2"
"GABPA","COL5A3"
"GABPA","TPRKB"
"GABPA","SLC35C2"
"GABPA","EXOSC3"
"GABPA","RRP15"
"GABPA","MRPS18C"
"GABPA","TVP23B"
"GABPA","NOSIP"
"GABPA","FCF1"
"GABPA","NDUFA13"
"GABPA","RRNAD1"
"GABPA","METTL9"
"GABPA","COQ4"
"GABPA","UTP11"
"GABPA","COMMD2"
"GABPA","CHCHD2"
"GABPA","ING4"
"GABPA","RSL24D1"
"GABPA","TACO1"
"GABPA","EMC4"
"GABPA","TMEM69"
"GABPA","TMEM216"
"GABPA","MRPL27"
"GABPA","CDKL3"
"GABPA","SCAND1"
"GABPA","PCYT1A"
"GABPA","TIMMDC1"
"GABPA","NGRN"
"GABPA","PDCD2"
"GABPA","MBTPS2"
"GABPA","CSAD"
"GABPA","WDR83OS"
"GABPA","TRAPPC4"
"GABPA","HEMK1"
"GABPA","EVL"
"GABPA","HIKESHI"
"GABPA","TRMT112"
"GABPA","ZC3HC1"
"GABPA","SIRT6"
"GABPA","MED15"
"GABPA","SF3B6"
"GABPA","PPIL1"
"GABPA","MRPS23"
"GABPA","CDK5RAP1"
"GABPA","STYXL1"
"GABPA","RTEL1"
"GABPA","SERPINF1"
"GABPA","ACP2"
"GABPA","PLCG2"
"GABPA","SERPINF2"
"GABPA","FXYD1"
"GABPA","PPIL3"
"GABPA","YBEY"
"GABPA","DPM3"
"GABPA","KCTD5"
"GABPA","TMCO1"
"GABPA","EXOSC4"
"GABPA","POU2F2"
"GABPA","MED18"
"GABPA","GIN1"
"GABPA","LRRC49"
"GABPA","PIGG"
"GABPA","ELOVL2"
"GABPA","TRMT10C"
"GABPA","EXD3"
"GABPA","ADPRHL2"
"GABPA","MRPL16"
"GABPA","SDHAF2"
"GABPA","AURKAIP1"
"GABPA","MRPL20"
"GABPA","RBM28"
"GABPA","SRBD1"
"GABPA","ZDHHC4"
"GABPA","SDAD1"
"GABPA","SMG8"
"GABPA","APPL2"
"GABPA","UQCC1"
"GABPA","BRF2"
"GABPA","IMPACT"
"GABPA","ANKRD30BL"
"GABPA","PRKAB1"
"GABPA","NBPF1"
"GABPA","TRMU"
"GABPA","YJU2"
"GABPA","KBTBD4"
"GABPA","WDR11"
"GABPA","PCID2"
"GABPA","MBNL3"
"GABPA","DCP1A"
"GABPA","DMAP1"
"GABPA","PPAN"
"GABPA","PRRG2"
"GABPA","TWNK"
"GABPA","PSMA6"
"GABPA","THAP10"
"GABPA","PSMB7"
"GABPA","OTUD7B"
"GABPA","SHD"
"GABPA","ADPRM"
"GABPA","TOMM22"
"GABPA","PSMC2"
"GABPA","REXO4"
"GABPA","INTS12"
"GABPA","NUP107"
"GABPA","PSMD11"
"GABPA","PTGIR"
"GABPA","PTGS1"
"GABPA","ISY1"
"GABPA","GRAMD1A"
"GABPA","QSOX1"
"GABPA","ZBTB26"
"GABPA","DDX55"
"GABPA","GATAD1"
"GABPA","RAB40C"
"GABPA","CCAR2"
"GABPA","HAMP"
"GABPA","ZNF410"
"GABPA","PTPRE"
"GABPA","NGB"
"GABPA","CXCL16"
"GABPA","PRODH2"
"GABPA","RARS"
"GABPA","KDM5A"
"GABPA","UBL5"
"GABPA","RFC2"
"GABPA","C12orf10"
"GABPA","NIF3L1"
"GABPA","RPL29"
"GABPA","RPL37"
"GABPA","RPS6"
"GABPA","RPS7"
"GABPA","RPS18"
"GABPA","RPS20"
"GABPA","RPS21"
"GABPA","RPS25"
"GABPA","VPS52"
"GABPA","SCML1"
"GABPA","SCO1"
"GABPA","MANBAL"
"GABPA","SEC13"
"GABPA","DUS1L"
"GABPA","NOC3L"
"GABPA","SFSWAP"
"GABPA","NOM1"
"GABPA","SGK1"
"GABPA","VPS16"
"GABPA","STMP1"
"GABPA","IPPK"
"GABPA","PCED1A"
"GABPA","NORAD"
"GABPA","NMNAT1"
"GABPA","TUT1"
"GABPA","CCDC71"
"GABPA","MRPL40"
"GABPA","JMJD4"
"GABPA","SLC2A5"
"GABPA","LOC652276"
"GABPA","LGALS7B"
"GABPA","NME1-NME2"
"GABPA","SNHG20"
"GABPA","BRD9"
"GABPA","FAM173A"
"GABPA","MRPS34"
"GABPA","MTMR9"
"GABPA","SNRPB"
"GABPA","SNRPE"
"GABPA","SP2"
"GABPA","BRCA1"
"GABPA","SRP19"
"GABPA","SSBP1"
"GABPA","SSR2"
"GABPA","STAT5A"
"GABPA","STAT5B"
"GABPA","SULT1A2"
"GABPA","SULT1A1"
"GABPA","SULT2B1"
"GABPA","SULT2A1"
"GABPA","SUPT4H1"
"GABPA","TAF12"
"GABPA","TAL1"
"GABPA","TBP"
"GABPA","PPAN-P2RY11"
"GABPA","PPP1R11"
"GABPA","TRAPPC10"
"GABPA","TNFAIP1"
"GABPA","TPM3"
"GABPA","C3"
"GABPA","TTC4"
"GABPA","TTF1"
"GABPA","ROCK1P1"
"GABPA","TUFM"
"GABPA","GUSBP1"
"GABPA","HIRA"
"GABPA","BMS1P4"
"GABPA","TYROBP"
"GABPA","UBE2G2"
"GABPA","NR1H2"
"GABPA","VPS51"
"GABPA","ZNHIT2"
"GABPA","WARS"
"GABPA","TMEM258"
"GABPA","XG"
"GABPA","ZNF3"
"GABPA","ZNF35"
"GABPA","CA5A"
"GABPA","ZNF165"
"GABPA","ZSCAN9"
"GABPA","ZNF205"
"GABPA","YIPF2"
"GABPA","CYREN"
"GABPA","SECISBP2"
"GABPA","ASPSCR1"
"GABPA","SMIM7"
"GABPA","MAPKAP1"
"GABPA","NOL12"
"GABPA","BAG6"
"GABPA","PRR15L"
"GABPA","DCAF10"
"GABPA","NELFE"
"GABPA","WDR25"
"GABPA","SLC52A2"
"GABPA","MRPL24"
"GABPA","MUL1"
"GABPA","OGFOD2"
"GABPA","YRDC"
"GABPA","IPO4"
"GABPA","TEFM"
"GABPA","ZNF750"
"GABPA","ZNF668"
"GABPA","GEMIN7"
"GABPA","MICALL2"
"GABPA","MYH14"
"GABPA","ZNF408"
"GABPA","GSTCD"
"GABPA","CPSF7"
"GABPA","MORN1"
"GABPA","ZNF696"
"GABPA","PSCA"
"GABPA","FBXL18"
"GABPA","RPF1"
"GABPA","NUP214"
"GABPA","AMN"
"GABPA","TIGD6"
"GABPA","SHARPIN"
"GABPA","ARPC5L"
"GABPA","LAS1L"
"GABPA","CAPS"
"GABPA","CARS"
"GABPA","INO80B"
"GABPA","NUF2"
"GABPA","C18orf21"
"GABPA","RIOK1"
"GABPA","RAB34"
"GABPA","KCTD10"
"GABPA","EIF2A"
"GABPA","TATDN1"
"GABPA","TMEM222"
"GABPA","ZNF394"
"GABPA","RPF2"
"GABPA","WDR24"
"GABPA","MED10"
"GABPA","SLF1"
"GABPA","PSMG3"
"GABPA","EIF1AD"
"GABPA","WDR83"
"GABPA","UTP23"
"GABPA","VPS25"
"GABPA","CCDC77"
"GABPA","LZIC"
"GABPA","TMEM101"
"GABPA","GFM2"
"GABPA","SOAT2"
"GABPA","EFCAB7"
"GABPA","CUL4A"
"GABPA","CNFN"
"GABPA","LINC01547"
"GABPA","MRPL43"
"GABPA","USP30"
"GABPA","ATP5MD"
"GABPA","ZC3H10"
"GABPA","ZBTB45"
"GABPA","PPP1R15B"
"GABPA","ALG10"
"GABPA","UBL7"
"GABPA","FAM207A"
"GABPA","EAF1"
"GABPA","DNAJC14"
"GABPA","NKD1"
"GABPA","THOC5"
"GABPA","RUVBL1"
"GABPA","RFXANK"
"GABPA","JRK"
"GABPA","SKAP1"
"GABPA","AOC3"
"GABPA","STX16"
"GABPA","RAB11A"
"GABPA","DLK1"
"GABPA","CCNK"
"GABPA","DPM1"
"GABPA","BANF1"
"GABPA","AP1G2"
"GABPA","FUBP3"
"GABPA","TOP3B"
"GABPA","UBE3B"
"GABPA","RHOT2"
"GABPA","TAF1C"
"GABPA","CEACAM21"
"GABPA","TM4SF5"
"GABPA","IFT20"
"GABPA","KNSTRN"
"GABPA","ZNF622"
"GABPA","NFS1"
"GABPA","TIMM29"
"GABPA","SPSB3"
"GABPA","SART1"
"GABPA","TRIM41"
"GABPA","DPP9"
"GABPA","SLC39A13"
"GABPA","RNF185"
"GABPA","SLC33A1"
"GABPA","ZNF461"
"GABPA","CD7"
"GABPA","ITGB1BP1"
"GABPA","DPH7"
"GABPA","ZNF276"
"GABPA","GPR55"
"GABPA","COPS2"
"GABPA","TRIP13"
"GABPA","TRIP4"
"GABPA","ARMC6"
"GABPA","SDR42E1"
"GABPA","UBE4A"
"GABPA","TMEM203"
"GABPA","MED23"
"GABPA","QKI"
"GABPA","EIF4E2"
"GABPA","PSMF1"
"GABPA","CD37"
"GABPA","SEC22B"
"GABPA","VPS9D1"
"GABPA","MTRF1"
"GABPA","SEC24C"
"GABPA","CTR9"
"GABPA","AQR"
"GABPA","ZNF646"
"GABPA","CD79A"
"GABPA","ZSCAN12"
"GABPA","BMS1"
"GABPA","SPATA2"
"GABPA","AREL1"
"GABPA","ZZZ3"
"GABPA","ZZEF1"
"GABPA","ZYX"
"GABPA","ZSCAN29"
"GABPA","ZSCAN20"
"GABPA","ZSCAN16"
"GABPA","ZRANB3"
"GABPA","ZRANB2-AS2"
"GABPA","ZRANB2"
"GABPA","ZPBP"
"GABPA","ZNRF2"
"GABPA","ZNHIT1"
"GABPA","ZNF880"
"GABPA","ZNF850"
"GABPA","ZNF841"
"GABPA","ZNF836"
"GABPA","ZNF830"
"GABPA","ZNF829"
"GABPA","ZNF816-ZNF321P"
"GABPA","ZNF816"
"GABPA","ZNF815P"
"GABPA","ZNF81"
"GABPA","ZNF808"
"GABPA","ZNF805"
"GABPA","ZNF799"
"GABPA","ZNF791"
"GABPA","ZNF79"
"GABPA","ZNF787"
"GABPA","ZNF785"
"GABPA","ZNF782"
"GABPA","ZNF778"
"GABPA","ZNF776"
"GABPA","ZNF773"
"GABPA","ZNF766"
"GABPA","ZNF749"
"GABPA","ZNF718"
"GABPA","ZNF717"
"GABPA","ZNF707"
"GABPA","ZNF700"
"GABPA","ZNF70"
"GABPA","ZNF7"
"GABPA","ZNF697"
"GABPA","ZNF687"
"GABPA","ZNF684"
"GABPA","ZNF682"
"GABPA","ZNF677"
"GABPA","ZNF674"
"GABPA","KRBOX4"
"GABPA","ZNF671"
"GABPA","ZNF670-ZNF695"
"GABPA","ZNF670"
"GABPA","ZNF655"
"GABPA","ZNF653"
"GABPA","ZFP69"
"GABPA","ZNF641"
"GABPA","ZNF623"
"GABPA","ZNF616"
"GABPA","ZNF610"
"GABPA","ZNF606"
"GABPA","ZNF605"
"GABPA","ZNF598"
"GABPA","ZNF597"
"GABPA","ZNF596"
"GABPA","ZNF595"
"GABPA","ZNF594"
"GABPA","ZNF593"
"GABPA","ZNF585B"
"GABPA","ZNF585A"
"GABPA","ZNF584"
"GABPA","ZNF582"
"GABPA","ZNF581"
"GABPA","ZNF580"
"GABPA","ZNF578"
"GABPA","ZNF574"
"GABPA","ZNF570"
"GABPA","ZNF569"
"GABPA","ZNF568"
"GABPA","ZNF567"
"GABPA","ZNF564"
"GABPA","ZNF562"
"GABPA","ZNF561"
"GABPA","ZNF557"
"GABPA","ZNF552"
"GABPA","ZNF548"
"GABPA","ZNF544"
"GABPA","ZNF528"
"GABPA","ZNF518A"
"GABPA","ZNF513"
"GABPA","ZNF512"
"GABPA","ZNF511"
"GABPA","ZNF506"
"GABPA","ZNF501"
"GABPA","ZNF497"
"GABPA","ZNF496"
"GABPA","ZNF490"
"GABPA","ZNF487"
"GABPA","ZNF473"
"GABPA","ZNF460"
"GABPA","ZNF449"
"GABPA","ZNF443"
"GABPA","ZNF442"
"GABPA","ZNF441"
"GABPA","ZNF419"
"GABPA","ZNF416"
"GABPA","ZNF398"
"GABPA","ZNF396"
"GABPA","ZNF343"
"GABPA","ZNF333"
"GABPA","ZNF329"
"GABPA","ZNF324B"
"GABPA","ZNF324"
"GABPA","ZNF322"
"GABPA","ZNF319"
"GABPA","ZNF317"
"GABPA","ZNF311"
"GABPA","ZNF302"
"GABPA","ZBTB21"
"GABPA","ZNF284"
"GABPA","ZNF280A"
"GABPA","ZNF277"
"GABPA","ZNF275"
"GABPA","ZNF267"
"GABPA","ZNF266"
"GABPA","ZNF263"
"GABPA","ZPR1"
"GABPA","ZNF256"
"GABPA","ZNF252P-AS1"
"GABPA","ZNF252P"
"GABPA","ZNF250"
"GABPA","ZNF24"
"GABPA","ZNF239"
"GABPA","ZNF226"
"GABPA","ZNF223"
"GABPA","ZNF215"
"GABPA","ZNF213"
"GABPA","ZNF202"
"GABPA","ZNF200"
"GABPA","ZNF2"
"GABPA","ZNF197"
"GABPA","ZKSCAN8"
"GABPA","ZNF184"
"GABPA","ZNF18"
"GABPA","ZNF177"
"GABPA","ZNF175"
"GABPA","ZNF174"
"GABPA","ZKSCAN7"
"GABPA","ZNF160"
"GABPA","ZNF143"
"GABPA","ZNF142"
"GABPA","ZNF140"
"GABPA","ZNF138"
"GABPA","ZNF136"
"GABPA","ZNF134"
"GABPA","ZNF133"
"GABPA","ZNF132"
"GABPA","ZNF131"
"GABPA","ZNF124"
"GABPA","ZNF121"
"GABPA","ZNF101"
"GABPA","ZMYND12"
"GABPA","ZKSCAN5"
"GABPA","ZKSCAN3"
"GABPA","ZKSCAN1"
"GABPA","ZGPAT"
"GABPA","ZFPL1"
"GABPA","ZFP91-CNTF"
"GABPA","ZFP91"
"GABPA","ZFP64"
"GABPA","ZFP62"
"GABPA","ZFP41"
"GABPA","ZFP37"
"GABPA","ZFP36L1"
"GABPA","ZFP36"
"GABPA","ZFP3"
"GABPA","ZFC3H1"
"GABPA","ZFAND2A"
"GABPA","ZER1"
"GABPA","ZEB2"
"GABPA","ZDHHC7"
"GABPA","ZDHHC6"
"GABPA","ZDHHC5"
"GABPA","ZDHHC24"
"GABPA","ZDHHC21"
"GABPA","ZDHHC13"
"GABPA","ZCCHC9"
"GABPA","ZCCHC7"
"GABPA","TUT7"
"GABPA","ZC3H18"
"GABPA","ZC3H13"
"GABPA","ZBTB8OS"
"GABPA","ZBTB49"
"GABPA","ZBTB34"
"GABPA","ZBTB2"
"GABPA","ZBTB17"
"GABPA","ZBTB1"
"GABPA","ZBED5"
"GABPA","ZAR1L"
"GABPA","ZADH2"
"GABPA","YWHAE"
"GABPA","YWHAB"
"GABPA","YTHDF3"
"GABPA","YME1L1"
"GABPA","YIPF5"
"GABPA","YIPF4"
"GABPA","YIPF3"
"GABPA","YES1"
"GABPA","YDJC"
"GABPA","YAF2"
"GABPA","YAE1"
"GABPA","XRN2"
"GABPA","XRCC5"
"GABPA","XRCC4"
"GABPA","XPOT"
"GABPA","XPNPEP3"
"GABPA","XPC"
"GABPA","XKR6"
"GABPA","WWP2"
"GABPA","WWOX"
"GABPA","WRNIP1"
"GABPA","WRAP73"
"GABPA","WRAP53"
"GABPA","PYM1"
"GABPA","NSD3"
"GABPA","WFDC3"
"GABPA","WDYHV1"
"GABPA","WDR93"
"GABPA","WDR90"
"GABPA","WDR78"
"GABPA","WDR76"
"GABPA","WDR75"
"GABPA","WDR74"
"GABPA","WDR73"
"GABPA","WDR61"
"GABPA","WDR5B"
"GABPA","WDR59"
"GABPA","WDR55"
"GABPA","WDR48"
"GABPA","WDR46"
"GABPA","WDR45"
"GABPA","WDR4"
"GABPA","WDR36"
"GABPA","WDR35"
"GABPA","WDR3"
"GABPA","WDR27"
"GABPA","WDR26"
"GABPA","CFAP52"
"GABPA","WDPCP"
"GABPA","WDFY2"
"GABPA","WBP1L"
"GABPA","WBP11"
"GABPA","WBP1"
"GABPA","WASL"
"GABPA","WASH7P"
"GABPA","WASH5P"
"GABPA","WASH3P"
"GABPA","WASH2P"
"GABPA","WASF1"
"GABPA","WAS"
"GABPA","WAC"
"GABPA","VTI1A"
"GABPA","VTA1"
"GABPA","VSNL1"
"GABPA","VRK3"
"GABPA","VPS8"
"GABPA","VPS72"
"GABPA","VPS53"
"GABPA","VPS4B"
"GABPA","VPS45"
"GABPA","VPS41"
"GABPA","VPS39"
"GABPA","VPS37C"
"GABPA","VPS36"
"GABPA","VPS18"
"GABPA","VPS13B"
"GABPA","VPS11"
"GABPA","VMP1"
"GABPA","VILL"
"GABPA","VHL"
"GABPA","VEZF1"
"GABPA","VDAC1"
"GABPA","VCPIP1"
"GABPA","VARS"
"GABPA","VAPB"
"GABPA","VANGL1"
"GABPA","VAMP7"
"GABPA","VAC14"
"GABPA","UVSSA"
"GABPA","UVRAG"
"GABPA","UTP6"
"GABPA","UTP3"
"GABPA","UTP18"
"GABPA","UTP14A"
"GABPA","USP9X"
"GABPA","USP5"
"GABPA","USP48"
"GABPA","USP4"
"GABPA","USP39"
"GABPA","USP38"
"GABPA","USP37"
"GABPA","USP36"
"GABPA","USP34"
"GABPA","USP33"
"GABPA","USP32"
"GABPA","USP3"
"GABPA","USP19"
"GABPA","USP16"
"GABPA","USP11"
"GABPA","USHBP1"
"GABPA","USF1"
"GABPA","USE1"
"GABPA","URM1"
"GABPA","UQCRQ"
"GABPA","UQCR11"
"GABPA","UNG"
"GABPA","UNC93B1"
"GABPA","UNC45A"
"GABPA","UMPS"
"GABPA","ULK3"
"GABPA","UGGT2"
"GABPA","UGGT1"
"GABPA","UGDH-AS1"
"GABPA","UEVLD"
"GABPA","UCK1"
"GABPA","UBXN8"
"GABPA","UBXN6"
"GABPA","UBXN2B"
"GABPA","UBXN10"
"GABPA","UBXN1"
"GABPA","UBR4"
"GABPA","UBR3"
"GABPA","UBR1"
"GABPA","UBP1"
"GABPA","UBOX5"
"GABPA","UBE2Z"
"GABPA","UBE2W"
"GABPA","UBE2V2"
"GABPA","UBE2V1"
"GABPA","UBE2Q2P1"
"GABPA","UBE2Q1"
"GABPA","UBE2N"
"GABPA","UBE2M"
"GABPA","UBE2L3"
"GABPA","UBE2J2"
"GABPA","UBE2E3"
"GABPA","UBE2D1"
"GABPA","UBE2B"
"GABPA","UBAP2L"
"GABPA","UBA6"
"GABPA","UBA52"
"GABPA","UBA5"
"GABPA","U2SURP"
"GABPA","U2AF2"
"GABPA","U2AF1L4"
"GABPA","TYW1B"
"GABPA","TYW1"
"GABPA","TYMS"
"GABPA","TYMP"
"GABPA","TYK2"
"GABPA","TXNL1"
"GABPA","TXNDC17"
"GABPA","TXNDC12"
"GABPA","TXN2"
"GABPA","TXN"
"GABPA","TXLNGY"
"GABPA","TWF1"
"GABPA","TUSC2"
"GABPA","TUBGCP6"
"GABPA","TUBGCP4"
"GABPA","TUBB4B"
"GABPA","TUBB3"
"GABPA","TTPAL"
"GABPA","TTLL1"
"GABPA","TTL"
"GABPA","TTI2"
"GABPA","TTC9C"
"GABPA","TTC30B"
"GABPA","TTC30A"
"GABPA","TTC25"
"GABPA","TTC23L"
"GABPA","TTC16"
"GABPA","TTC13"
"GABPA","TTC1"
"GABPA","TSTD2"
"GABPA","TSTA3"
"GABPA","TSSK6"
"GABPA","TSSC4"
"GABPA","EIPR1"
"GABPA","TSR1"
"GABPA","TSPAN31"
"GABPA","TSNAX-DISC1"
"GABPA","TSNAX"
"GABPA","TSNARE1"
"GABPA","TSHZ1"
"GABPA","TSG101"
"GABPA","TSC2"
"GABPA","TRPT1"
"GABPA","TRPC4AP"
"GABPA","TRNT1"
"GABPA","TRMT61A"
"GABPA","TRMT6"
"GABPA","TRMT11"
"GABPA","TRIP12"
"GABPA","TRIP10"
"GABPA","TRIM61"
"GABPA","TRIM6-TRIM34"
"GABPA","TRIM6"
"GABPA","TRIM56"
"GABPA","TRIM44"
"GABPA","TRIM4"
"GABPA","TRIM35"
"GABPA","TRIM26"
"GABPA","TRIM23"
"GABPA","TRIM13"
"GABPA","TRIM10"
"GABPA","TRIB3"
"GABPA","TRAPPC6B"
"GABPA","TRAPPC3"
"GABPA","TRAPPC2"
"GABPA","TRAPPC12"
"GABPA","TRAPPC1"
"GABPA","TRAIP"
"GABPA","TRAFD1"
"GABPA","TRAF7"
"GABPA","TRAF6"
"GABPA","TRAF3IP2-AS1"
"GABPA","TRAF1"
"GABPA","TRADD"
"GABPA","TPT1-AS1"
"GABPA","TPRXL"
"GABPA","TPRN"
"GABPA","TPRG1L"
"GABPA","TPP2"
"GABPA","TPK1"
"GABPA","TPGS1"
"GABPA","TPD52L2"
"GABPA","TP73-AS1"
"GABPA","TP73"
"GABPA","TP53RK"
"GABPA","TOX4"
"GABPA","TOR1B"
"GABPA","TOR1AIP2"
"GABPA","TOR1AIP1"
"GABPA","TOR1A"
"GABPA","TOPORS"
"GABPA","TOPBP1"
"GABPA","TOP3A"
"GABPA","TOMM70"
"GABPA","TOMM6"
"GABPA","TOMM5"
"GABPA","TOMM40"
"GABPA","TOMM20"
"GABPA","TOLLIP"
"GABPA","TOE1"
"GABPA","TOB2P1"
"GABPA","TNNT1"
"GABPA","TNKS"
"GABPA","TNIP2"
"GABPA","TNIP1"
"GABPA","TNFSF9"
"GABPA","TNFRSF10D"
"GABPA","TMX3"
"GABPA","TMX2-CTNND1"
"GABPA","TMX2"
"GABPA","TMUB2"
"GABPA","TMUB1"
"GABPA","TMF1"
"GABPA","TMEM9B"
"GABPA","TMEM99"
"GABPA","TMEM8A"
"GABPA","TMEM87A"
"GABPA","TMEM68"
"GABPA","TMEM64"
"GABPA","TMEM62"
"GABPA","TMEM59"
"GABPA","TMEM50A"
"GABPA","RXYLT1"
"GABPA","TMEM43"
"GABPA","TMEM41B"
"GABPA","TMEM39A"
"GABPA","TMEM38A"
"GABPA","TMEM33"
"GABPA","TMEM30A"
"GABPA","TMEM234"
"GABPA","TMEM223"
"GABPA","TMEM219"
"GABPA","TMEM218"
"GABPA","TMEM198"
"GABPA","TMEM192"
"GABPA","TMEM191C"
"GABPA","TMEM191B"
"GABPA","TMEM187"
"GABPA","TMEM184C"
"GABPA","TMEM179B"
"GABPA","TMEM175"
"GABPA","TMEM167A"
"GABPA","TMEM161B-AS1"
"GABPA","TMEM161B"
"GABPA","TMEM154"
"GABPA","TMEM147"
"GABPA","TMEM138"
"GABPA","TMEM128"
"GABPA","TMEM127"
"GABPA","TMEM126A"
"GABPA","TMEM120A"
"GABPA","TMEM115"
"GABPA","TMEM104"
"GABPA","TMED9"
"GABPA","TMED7-TICAM2"
"GABPA","TMED7"
"GABPA","TMED3"
"GABPA","TMED2"
"GABPA","TMCO3"
"GABPA","TMC8"
"GABPA","TMBIM6"
"GABPA","TMBIM4"
"GABPA","TMA16"
"GABPA","TM9SF3"
"GABPA","TM9SF2"
"GABPA","TM9SF1"
"GABPA","TM7SF3"
"GABPA","TM6SF1"
"GABPA","TM2D3"
"GABPA","TM2D1"
"GABPA","TLN1"
"GABPA","TLK1"
"GABPA","TLCD1"
"GABPA","TIPRL"
"GABPA","TIPARP"
"GABPA","TINF2"
"GABPA","TIMM8B"
"GABPA","TIMM23"
"GABPA","TIMM13"
"GABPA","TIMM10"
"GABPA","TIGD7"
"GABPA","TIGD4"
"GABPA","THTPA"
"GABPA","THRAP3"
"GABPA","THOP1"
"GABPA","THEM4"
"GABPA","THAP7-AS1"
"GABPA","THAP6"
"GABPA","THAP5"
"GABPA","THAP2"
"GABPA","THAP11"
"GABPA","THAP1"
"GABPA","TGOLN2"
"GABPA","TGIF2-RAB5IF"
"GABPA","TGIF2"
"GABPA","TGDS"
"GABPA","TFRC"
"GABPA","TFPT"
"GABPA","TFG"
"GABPA","TFCP2"
"GABPA","TFB2M"
"GABPA","TFB1M"
"GABPA","TFAM"
"GABPA","TEX22"
"GABPA","TEX14"
"GABPA","TESK1"
"GABPA","TES"
"GABPA","TERF2"
"GABPA","TERF1"
"GABPA","TERC"
"GABPA","TEP1"
"GABPA","TEKT4P2"
"GABPA","TECPR2"
"GABPA","TECPR1"
"GABPA","TEC"
"GABPA","TDP1"
"GABPA","TDG"
"GABPA","TCTEX1D4"
"GABPA","TCTA"
"GABPA","TCP1"
"GABPA","TCOF1"
"GABPA","ELOA"
"GABPA","ELOC"
"GABPA","TCEANC"
"GABPA","TCEA1"
"GABPA","TBRG4"
"GABPA","TBRG1"
"GABPA","TBPL1"
"GABPA","TBL3"
"GABPA","TBK1"
"GABPA","TBC1D8"
"GABPA","TBC1D22A"
"GABPA","TBC1D2"
"GABPA","TBC1D17"
"GABPA","TBC1D15"
"GABPA","TBC1D14"
"GABPA","TBC1D13"
"GABPA","TAZ"
"GABPA","TAX1BP1"
"GABPA","TARS"
"GABPA","TANK"
"GABPA","LINC01194"
"GABPA","TAF8"
"GABPA","TAF5L"
"GABPA","TAF1D"
"GABPA","TAF1B"
"GABPA","TAF13"
"GABPA","TAF11"
"GABPA","TAF10"
"GABPA","TADA3"
"GABPA","TACC3"
"GABPA","SYVN1"
"GABPA","SYT11"
"GABPA","SYPL1"
"GABPA","SYNRG"
