V1,V2
HNF4A,TCF7L2
HNF4A,TCF7L1
HNF4A,TCF3
HNF4A,SMAD7
HNF4A,SMAD2
HNF4A,RXRB
HNF4A,VDR
HNF4A,RREB1
HNF4A,RARG
HNF4A,RARA
HNF4A,POU3F2
HNF4A,PDX1
HNF4A,PATZ1
HNF4A,NR2F2
HNF4A,NR2F1
HNF4A,NR1D1
HNF4A,NFIA
HNF4A,NFATC3
HNF4A,NFATC2
HNF4A,NEUROG3
HNF4A,MIF
HNF4A,MAPK14
HNF4A,IRF5
HNF4A,HOXB9
HNF4A,HOXA4
HNF4A,FOXO1
HNF4A,ETV4
HNF4A,E2F5
HNF4A,DDIT3
HNF4A,CUX1
HNF4A,CREBBP
HNF4A,CREB5
HNF4A,CREB3L3
HNF4A,BCL6
HNF4A,ARID5B
HNF4A,AES
HNF4A,ANKS1A
HNF4A,APBB2
HNF4A,ARID1A
HNF4A,ASH2L
HNF4A,BAZ1B
HNF4A,BHLHA15
HNF4A,CDX1
HNF4A,CITED1
HNF4A,CITED2
HNF4A,CNOT2
HNF4A,COPS5
HNF4A,CRABP2
HNF4A,DDB1
HNF4A,DMAP1
HNF4A,DNMT3A
HNF4A,EEF1A1
HNF4A,EHMT1
HNF4A,ELF3
HNF4A,EYA4
HNF4A,EZH2
HNF4A,FOXP1
HNF4A,GFI1B
HNF4A,GRHL1
HNF4A,GTF2H2
HNF4A,HBP1
HNF4A,HCFC1
HNF4A,HDAC1
HNF4A,HELZ
HNF4A,HHEX
HNF4A,HIPK2
HNF4A,HIST1H1E
HNF4A,HIST1H2BD
HNF4A,HIST1H2BG
HNF4A,HIST2H2BE
HNF4A,HNRNPD
HNF4A,HNRNPR
HNF4A,HOXA3
HNF4A,HTT
HNF4A,ID1
HNF4A,ISL1
HNF4A,KDM2A
HNF4A,KDM5B
HNF4A,KLF1
HNF4A,KLF6
HNF4A,LZTR1
HNF4A,MAF
HNF4A,MAFG
HNF4A,MED1
HNF4A,MED14
HNF4A,MED8
HNF4A,MLLT6
HNF4A,MTA1
HNF4A,MTF2
HNF4A,MYOD1
HNF4A,MYT1
HNF4A,NCOA1
HNF4A,NCOA2
HNF4A,NCOA4
HNF4A,NCOA6
HNF4A,NFE2L2
HNF4A,NFKBIA
HNF4A,NHLH1
HNF4A,NOTCH3
HNF4A,NR0B2
HNF4A,NR1H3
HNF4A,NR1I2
HNF4A,NR1I3
HNF4A,NR2F6
HNF4A,NRBF2
HNF4A,NRIP1
HNF4A,PBX2
HNF4A,PHB2
HNF4A,PNRC2
HNF4A,POLR2B
HNF4A,POLR2H
HNF4A,PPARGC1B
HNF4A,PROX1
HNF4A,RBM39
HNF4A,SATB1
HNF4A,SHPRH
HNF4A,SIRT1
HNF4A,SIRT7
HNF4A,SMARCD2
HNF4A,SOX17
HNF4A,SRCAP
HNF4A,SRRM1
HNF4A,SUB1
HNF4A,SUFU
HNF4A,TAF4
HNF4A,TAF9
HNF4A,TCEA2
HNF4A,TCOF1
HNF4A,TOE1
HNF4A,TP53BP1
HNF4A,TRIM24
HNF4A,TRIM31
HNF4A,TRIP6
HNF4A,TSC22D4
HNF4A,UBE2K
HNF4A,ARX
HNF4A,ASXL1
HNF4A,FOXQ1
HNF4A,HOXC6
HNF4A,MDM2
HNF4A,SLC2A4RG
HNF4A,UHRF1
HNF4A,YEATS4
HNF4A,ZFP36
HNF4A,ZNF175
HNF4A,ZNF224
HNF4A,LRPPRC
HNF4A,DHRS2
HNF4A,CES1
HNF4A,NUDT3
HNF4A,MST1P2
HNF4A,LRG1
HNF4A,EPB41L2
HNF4A,ETFB
HNF4A,PPIP5K2
HNF4A,SMG5
HNF4A,RPL13A
HNF4A,PPIL2
HNF4A,NEAT1
HNF4A,FAM200B
HNF4A,GLTPD2
HNF4A,SP5
HNF4A,PPP2R5C
HNF4A,PRKCB
HNF4A,TEX15
HNF4A,ACTB
HNF4A,RBM15
HNF4A,NUP214
HNF4A,EBI3
HNF4A,CDKN1A
HNF4A,APC2
HNF4A,SEPT9
HNF4A,RPL35
HNF4A,PRRT2
HNF4A,COL13A1
HNF4A,COMT
HNF4A,ARL6IP6
HNF4A,TRDMT1
HNF4A,DUSP6
HNF4A,PCSK9
HNF4A,ARL5A
HNF4A,MDGA1
HNF4A,NPTN
HNF4A,TRMT2A
HNF4A,GNAZ
HNF4A,HK1
HNF4A,MST1
HNF4A,NFKBIL1
HNF4A,NID1
HNF4A,LRRC1
HNF4A,CEACAM1
HNF4A,MRPL40
HNF4A,SLC1A3
HNF4A,C3
HNF4A,CA5A
HNF4A,DNAJC22
HNF4A,PRR7
HNF4A,DDI2
HNF4A,STX16
HNF4A,DLK1
HNF4A,SYNJ2
HNF4A,SLC16A3
HNF4A,ITGB1BP1
HNF4A,TRIM14
HNF4A,NOTUM
HNF4A,HP
HNF4A,IRF2BP2
HNF4A,MTTP
HNF4A,PCDH9
HNF4A,ARHGEF10L
HNF4A,PRKAR2B
HNF4A,TTR
HNF4A,ASPSCR1
HNF4A,CD7
HNF4A,SEC22B
HNF4A,CHD3
HNF4A,ARL4A
HNF4A,RASA4
HNF4A,FLOT1
HNF4A,DSCR4
HNF4A,UBAC1
HNF4A,SEC23A
HNF4A,STAG2
HNF4A,NCKAP1
HNF4A,ZNF460
HNF4A,USP20
HNF4A,NMU
HNF4A,EGLN3
HNF4A,SLC25A25
HNF4A,OSBPL10
HNF4A,NOSTRIN
HNF4A,CLTC
HNF4A,GTSF1
HNF4A,AFMID
HNF4A,PUSL1
HNF4A,GOLT1A
HNF4A,PRRC1
HNF4A,TMEM37
HNF4A,CSF3R
HNF4A,CSTF1
HNF4A,PDIK1L
HNF4A,AIFM3
HNF4A,PUS10
HNF4A,CTSH
HNF4A,CSAG1
HNF4A,AKAP14
HNF4A,DBI
HNF4A,ACE
HNF4A,CNST
HNF4A,AFP
HNF4A,DYNC1H1
HNF4A,AGT
HNF4A,AHSG
HNF4A,C4orf46
HNF4A,EPB41
HNF4A,ERBB3
HNF4A,ETFDH
HNF4A,FABP1
HNF4A,HNRNPA3
HNF4A,HIST1H2AA
HNF4A,VWDE
HNF4A,FDFT1
HNF4A,KCTD20
HNF4A,FGFR2
HNF4A,XRN2
HNF4A,CNOT1
HNF4A,CLASP2
HNF4A,SLC35D1
HNF4A,UBR4
HNF4A,FZD2
HNF4A,G6PC
HNF4A,MYEOV
HNF4A,BSCL2
HNF4A,ANG
HNF4A,SLC39A5
HNF4A,RNF149
HNF4A,SLC40A1
HNF4A,HIST1H1D
HNF4A,HIST1H1T
HNF4A,HIST1H1A
HNF4A,HDLBP
HNF4A,CTAG2
HNF4A,HMOX1
HNF4A,HNMT
HNF4A,RAB37
HNF4A,AGFG2
HNF4A,APOB
HNF4A,ICAM2
HNF4A,ICAM4
HNF4A,ZKSCAN2
HNF4A,APOC3
HNF4A,MOGAT3
HNF4A,IL1RN
HNF4A,IL2RG
HNF4A,KPNB1
HNF4A,ZNF805
HNF4A,LIPC
HNF4A,FADS3
HNF4A,MAGEA2
HNF4A,MAGEA3
HNF4A,MAGEA12
HNF4A,MAGEB1
HNF4A,MAGEB2
HNF4A,VCX3B
HNF4A,MGST2
HNF4A,MLH1
HNF4A,NEK3
HNF4A,PAFAH2
HNF4A,PCK2
HNF4A,TXNDC11
HNF4A,INSIG2
HNF4A,HSD17B11
HNF4A,LUZP4
HNF4A,AIG1
HNF4A,ABCB4
HNF4A,SERPINA1
HNF4A,PIM1
HNF4A,PKLR
HNF4A,PLCD1
HNF4A,UBASH3A
HNF4A,FXYD1
HNF4A,PLXNB1
HNF4A,GTPBP2
HNF4A,MTPAP
HNF4A,PPP2CA
HNF4A,HEMGN
HNF4A,PRKACA
HNF4A,MBNL3
HNF4A,PECR
HNF4A,CISD1
HNF4A,GPRC5C
HNF4A,PSMB3
HNF4A,PSME1
HNF4A,SLC45A4
HNF4A,BIRC6
HNF4A,VAT1L
HNF4A,RRAGD
HNF4A,RHAG
HNF4A,RHD
HNF4A,RNASE4
HNF4A,RPS3A
HNF4A,ACSM3
HNF4A,CCL20
HNF4A,SAMSN1
HNF4A,RAB17
HNF4A,SMYD3
HNF4A,EPS8L2
HNF4A,SLC13A3
HNF4A,SLC4A1
HNF4A,TROVE2
HNF4A,STAR
HNF4A,AURKA
HNF4A,BUB1
HNF4A,TF
HNF4A,ICAM5
HNF4A,TP53BP2
HNF4A,RHOXF2B
HNF4A,ZNF131
HNF4A,FBXO31
HNF4A,DCAF11
HNF4A,SPRY4
HNF4A,USP9X
HNF4A,TKTL1
HNF4A,HIST1H2AC
HNF4A,HIST1H2AB
HNF4A,HIST1H2BE
HNF4A,HIST1H2BI
HNF4A,HIST1H2BC
HNF4A,HIST1H3A
HNF4A,HIST1H3E
HNF4A,HIST1H3B
HNF4A,HIST1H4D
HNF4A,INHBE
HNF4A,COQ5
HNF4A,SOAT2
HNF4A,NSMAF
HNF4A,DSCR8
HNF4A,CDC42BPA
HNF4A,ZNF587
HNF4A,AKR1C3
HNF4A,ABCC3
HNF4A,CDS2
HNF4A,ALDH1A2
HNF4A,HIST1H3F
HNF4A,ZSWIM1
HNF4A,RECQL5
HNF4A,ORMDL3
HNF4A,ADAMTS3
HNF4A,CD70
HNF4A,HEPH
HNF4A,UBAP2L
HNF4A,SEC16A
HNF4A,USP15
HNF4A,ZNF428
HNF4A,ZNF219
HNF4A,ZMYND15
HNF4A,WDR81
HNF4A,UCP3
HNF4A,TMUB1
HNF4A,TINAGL1
HNF4A,SYNCRIP
HNF4A,STOML2
HNF4A,STEAP2
HNF4A,SSH2
HNF4A,SOD1
HNF4A,SMTN
HNF4A,SLC31A1
HNF4A,SH2D3C
HNF4A,RPS6KB2
HNF4A,RPL36AL
HNF4A,RFX7
HNF4A,PTGR1
HNF4A,PSME2
HNF4A,PRR3
HNF4A,OTC
HNF4A,NLGN2
HNF4A,NAV1
HNF4A,MTUS1
HNF4A,MCTP2
HNF4A,LIMS2
HNF4A,LIME1
HNF4A,IRAK1
HNF4A,INSR
HNF4A,INCA1
HNF4A,HAGH
HNF4A,GHITM
HNF4A,G0S2
HNF4A,FUT1
HNF4A,FGB
HNF4A,CUEDC2
HNF4A,CKMT1A
HNF4A,CDK16
HNF4A,C6orf136
HNF4A,ASGR1
HNF4A,AMPD2
HNF4A,AGPS
HNF4A,ADRB3
HNF4A,ACADVL
HNF4A,ABCC2
HNF4A,HOMER3
HNF4A,SH2B3
HNF4A,MMACHC
HNF4A,GCLC
HNF4A,CCR10
HNF4A,GPR18
HNF4A,KRT6C
HNF4A,GPX4
HNF4A,KRT1
HNF4A,KRT5
HNF4A,KRT6A
HNF4A,KRT13
HNF4A,KRT15
HNF4A,LAD1
HNF4A,AFF3
HNF4A,PIK3CG
HNF4A,IL20RB
HNF4A,LTB4R2
HNF4A,SMAGP
HNF4A,PYGL
HNF4A,RBM25
HNF4A,PERP
HNF4A,C19orf33
HNF4A,SPN
HNF4A,TSPO
HNF4A,DENND1C
HNF4A,AFAP1L2
HNF4A,CLDN9
HNF4A,KRT75
HNF4A,CD86
HNF4A,CRYZL1
HNF4A,LOC100131496
HNF4A,TOMM6
HNF4A,CDK3
HNF4A,MFSD10
HNF4A,CCL27
HNF4A,NACC1
HNF4A,PLCD3
HNF4A,MFSD3
HNF4A,FCHO2
HNF4A,DHRS1
HNF4A,CCDC151
HNF4A,FTSJ3
HNF4A,ADD2
HNF4A,DNAH14
HNF4A,TRIM40
HNF4A,GDF7
HNF4A,LGI4
HNF4A,ATN1
HNF4A,AHCY
HNF4A,MEGF8
HNF4A,EIF5A
HNF4A,ENO3
HNF4A,UNC5CL
HNF4A,SEPHS2
HNF4A,SCAP
HNF4A,FOXD2
HNF4A,KHNYN
HNF4A,CORO1C
HNF4A,SERHL2
HNF4A,NUDT8
HNF4A,CIZ1
HNF4A,IFFO1
HNF4A,GAPDH
HNF4A,LRP10
HNF4A,GBX1
HNF4A,GH1
HNF4A,PCDH17
HNF4A,TSEN54
HNF4A,CISD3
HNF4A,CXCL17
HNF4A,DOK7
HNF4A,OLA1
HNF4A,CCDC106
HNF4A,HOOK2
HNF4A,H2AFX
HNF4A,NRG1
HNF4A,HOXB5
HNF4A,FAM19A2
HNF4A,PALM3
HNF4A,LAMA5
HNF4A,C9orf139
HNF4A,MAN1A1
HNF4A,HIST2H2BF
HNF4A,MYH7
HNF4A,NDUFA6
HNF4A,NEDD9
HNF4A,NTF3
HNF4A,PCDH7
HNF4A,NOL7
HNF4A,DTL
HNF4A,VTA1
HNF4A,ENPP3
HNF4A,FXYD7
HNF4A,MOV10L1
HNF4A,FBXW5
HNF4A,RHOF
HNF4A,GOLPH3L
HNF4A,RSAD1
HNF4A,N4BP2
HNF4A,ACSS2
HNF4A,UBFD1
HNF4A,PSMD1
HNF4A,CASKIN2
HNF4A,POLD4
HNF4A,RENBP
HNF4A,BCL2L1
HNF4A,S100A13
HNF4A,SAT1
HNF4A,CDH23
HNF4A,TMBIM1
HNF4A,PDLIM2
HNF4A,SFRP4
HNF4A,CBLN3
HNF4A,SUDS3
HNF4A,PLEKHG2
HNF4A,LPIN3
HNF4A,PINK1
HNF4A,TCP1
HNF4A,TMBIM6
HNF4A,TNXB
HNF4A,C8G
HNF4A,VEGFA
HNF4A,CA9
HNF4A,ACBD4
HNF4A,CHD9
HNF4A,CCDC6
HNF4A,SRCIN1
HNF4A,MLF2
HNF4A,RTBDN
HNF4A,RTP3
HNF4A,HIST2H4A
HNF4A,PPP1R1B
HNF4A,ANXA9
HNF4A,ABHD14B
HNF4A,CCDC142
HNF4A,FAM136A
HNF4A,DYNLL1
HNF4A,EIF3B
HNF4A,SPHK1
HNF4A,EIF2B4
HNF4A,MIDN
HNF4A,SLC9A3R1
HNF4A,GDF15
HNF4A,TRAF4
HNF4A,XYLB
HNF4A,CCS
HNF4A,ZNF692
HNF4A,ZNF564
HNF4A,ZNF555
HNF4A,ZNF512B
HNF4A,ZFP36L2
HNF4A,ZAP70
HNF4A,XPO1
HNF4A,WIPF1
HNF4A,VWA1
HNF4A,USP27X
HNF4A,USP19
HNF4A,UCKL1
HNF4A,UBE2R2
HNF4A,UBE2E1
HNF4A,TTC7B
HNF4A,TTC31
HNF4A,TST
HNF4A,TSKU
HNF4A,TPM4
HNF4A,TNR
HNF4A,TNFRSF12A
HNF4A,TNFAIP2
HNF4A,TMEM51
HNF4A,TMEM30B
HNF4A,TMEM150A
HNF4A,TMC6
HNF4A,TK1
HNF4A,TCTEX1D4
HNF4A,TBXAS1
HNF4A,TAOK3
HNF4A,TAC4
HNF4A,SYNGAP1
HNF4A,SUOX
HNF4A,SUN5
HNF4A,STARD7
HNF4A,ST8SIA1
HNF4A,SNRPD2
HNF4A,SLCO2B1
HNF4A,SLC6A10P
HNF4A,SLC38A3
HNF4A,SLC34A3
HNF4A,SLC27A5
HNF4A,SLC26A1
HNF4A,SLC22A18AS
HNF4A,SLC22A11
HNF4A,SLC14A1
HNF4A,SIRT5
HNF4A,SIPA1
HNF4A,SHISA6
HNF4A,SHBG
HNF4A,SETD1A
HNF4A,SENP3
HNF4A,SEMA4G
HNF4A,SEC31B
HNF4A,SEC31A
HNF4A,SCO2
HNF4A,SCD
HNF4A,SARM1
HNF4A,SAMHD1
HNF4A,SAMD4A
HNF4A,RRAGA
HNF4A,RPS6KA4
HNF4A,ROMO1
HNF4A,RNF208
HNF4A,RNF144A
HNF4A,RND2
HNF4A,RIPK4
HNF4A,RBP5
HNF4A,RASSF10
HNF4A,RASGEF1C
HNF4A,RAP1GAP
HNF4A,PTK2B
HNF4A,PSMF1
HNF4A,PRRT1
HNF4A,PRKAR1B
HNF4A,PRCD
HNF4A,PPM1N
HNF4A,PLOD3
HNF4A,PLK2
HNF4A,PLCB1
HNF4A,PHLDB3
HNF4A,PGPEP1
HNF4A,PGAP3
HNF4A,PCGF5
HNF4A,PANK2
HNF4A,PAK6
HNF4A,PAK4
HNF4A,OTOP2
HNF4A,ODC1
HNF4A,NUP153
HNF4A,NQO2
HNF4A,NPC1L1
HNF4A,NOXA1
HNF4A,NIPAL1
HNF4A,NEURL2
HNF4A,MMP7
HNF4A,METTL7B
HNF4A,MAP4K2
HNF4A,MAP2K3
HNF4A,LZIC
HNF4A,LTB
HNF4A,LRP1
HNF4A,LHB
HNF4A,LCK
HNF4A,LCAT
HNF4A,KRT8
HNF4A,KLHL28
HNF4A,KIAA1522
HNF4A,KDM6B
HNF4A,KCTD1
HNF4A,KCNAB2
HNF4A,ITIH1
HNF4A,ISYNA1
HNF4A,INF2
HNF4A,IFIH1
HNF4A,HYAL2
HNF4A,HSPA2
HNF4A,HSPA1B
HNF4A,HPCAL1
HNF4A,HIST1H4J
HNF4A,HIST1H4E
HNF4A,HIPK1
HNF4A,HILS1
HNF4A,HAAO
HNF4A,GRIN2C
HNF4A,GPR108
HNF4A,GLG1
HNF4A,GGT1
HNF4A,GGA1
HNF4A,GFER
HNF4A,GALT
HNF4A,GALK1
HNF4A,GALE
HNF4A,FLVCR2
HNF4A,FKBP10
HNF4A,FGF13
HNF4A,FBLN1
HNF4A,FAT4
HNF4A,FASN
HNF4A,FAM83H
HNF4A,FAM57B
HNF4A,FAM169A
HNF4A,FAM131A
HNF4A,FADS2
HNF4A,EXOC5
HNF4A,ERN1
HNF4A,ENTPD8
HNF4A,ENC1
HNF4A,ECHDC2
HNF4A,DTX2
HNF4A,DNER
HNF4A,DHRS3
HNF4A,DCTN1
HNF4A,DAAM1
HNF4A,CX3CL1
HNF4A,CTSA
HNF4A,CSNK2B
HNF4A,CRY2
HNF4A,CNNM3
HNF4A,CLIC1
HNF4A,CLDN14
HNF4A,CIDEB
HNF4A,CHST13
HNF4A,CHCHD10
HNF4A,CFI
HNF4A,CFB
HNF4A,CELSR3
HNF4A,CEACAM18
HNF4A,CDK11B
HNF4A,CDK11A
HNF4A,CDC14B
HNF4A,CD2BP2
HNF4A,CCR6
HNF4A,CCNL1
HNF4A,CCDC42
HNF4A,CATSPER4
HNF4A,CABP4
HNF4A,C8B
HNF4A,C1QL3
HNF4A,C17orf107
HNF4A,BMF
HNF4A,BCAR3
HNF4A,BAD
HNF4A,B4GALT4
HNF4A,ATP7B
HNF4A,ARSF
HNF4A,APOL4
HNF4A,APOA1
HNF4A,ANKRD52
HNF4A,ANKRD11
HNF4A,ALDH5A1
HNF4A,ALDH3B1
HNF4A,AGPAT1
HNF4A,ADAM17
HNF4A,ACTR3C
HNF4A,ACP2
HNF4A,AP4S1
HNF4A,MIA2
HNF4A,GMPR2
HNF4A,SRP54
HNF4A,HSPD1
HNF4A,HSPE1
HNF4A,SNORA29
HNF4A,PRODH2
HNF4A,C17orf99
HNF4A,RMRP
HNF4A,ZNF184
HNF4A,HIST1H4H
HNF4A,WSB2
HNF4A,WDR18
HNF4A,STK4
HNF4A,AAMP
HNF4A,FAM185A
HNF4A,LRRC29
HNF4A,GSPT1
HNF4A,UQCR10
HNF4A,TMEM127
HNF4A,INTS9
HNF4A,CCDC146
HNF4A,CCDC90B
HNF4A,SCNM1
HNF4A,ZNF343
HNF4A,NUDCD1
HNF4A,EMX2OS
HNF4A,NXPH1
HNF4A,UNCX
HNF4A,BARX1
HNF4A,NR2E1
HNF4A,ZIC4
HNF4A,CAMKK2
HNF4A,CXADR
HNF4A,WDR90
HNF4A,NAPEPLD
HNF4A,ICMT
HNF4A,SBK1
HNF4A,MSH5
HNF4A,POLH
HNF4A,CLN6
HNF4A,MSL2
HNF4A,RIF1
HNF4A,KIF21A
HNF4A,ATXN7
HNF4A,GOLPH3
HNF4A,NADK
HNF4A,STK24
HNF4A,AIFM2
HNF4A,H2AFY
HNF4A,TMEM143
HNF4A,SLC20A1
HNF4A,PHF5A
HNF4A,N4BP2L1
HNF4A,MSH3
HNF4A,MPPED2
HNF4A,MORF4L1
HNF4A,GMNN
HNF4A,EXOSC9
HNF4A,CDC6
HNF4A,ZBTB22
HNF4A,ZACN
HNF4A,WDTC1
HNF4A,WDR45
HNF4A,TYMP
HNF4A,TOP2A
HNF4A,TOMM40
HNF4A,TMEM63A
HNF4A,THOC6
HNF4A,TAGLN2
HNF4A,SPPL2A
HNF4A,SLC7A9
HNF4A,SLC41A1
HNF4A,SLC28A1
HNF4A,SEZ6
HNF4A,SEBOX
HNF4A,SCG3
HNF4A,RSBN1L
HNF4A,RDH16
HNF4A,RAD18
HNF4A,RAB11FIP3
HNF4A,PPM1G
HNF4A,PLEKHA7
HNF4A,PLEKHA3
HNF4A,PARP4
HNF4A,OGFOD2
HNF4A,NPPA
HNF4A,NPHP4
HNF4A,NEK2
HNF4A,MYL12B
HNF4A,LOC285074
HNF4A,LMNA
HNF4A,LIN52
HNF4A,KCNJ11
HNF4A,HIST1H3H
HNF4A,HBZ
HNF4A,HBA2
HNF4A,GTPBP1
HNF4A,GNL3
HNF4A,GMPS
HNF4A,GLRX2
HNF4A,GDI2
HNF4A,FBRSL1
HNF4A,FARS2
HNF4A,FANCC
HNF4A,FAM72D
HNF4A,FAM72B
HNF4A,FAM72A
HNF4A,ERI3
HNF4A,ENPEP
HNF4A,ELAVL4
HNF4A,EHBP1
HNF4A,EEFSEC
HNF4A,DLGAP4
HNF4A,DIDO1
HNF4A,DHFR
HNF4A,DDO
HNF4A,DCLRE1C
HNF4A,CTDSP1
HNF4A,CMBL
HNF4A,CLSPN
HNF4A,CD151
HNF4A,CCDC93
HNF4A,CARHSP1
HNF4A,C6orf47
HNF4A,C19orf54
HNF4A,BLCAP
HNF4A,BDH1
HNF4A,ATPAF1
HNF4A,ARHGAP1
HNF4A,APOM
HNF4A,ADD3
HNF4A,ADAMTS19
HNF4A,ABCD3
HNF4A,PAQR4
HNF4A,CASP2
HNF4A,VARS2
HNF4A,SKP1
HNF4A,PLSCR1
HNF4A,DECR2
HNF4A,LOC100130691
HNF4A,TXLNA
HNF4A,C10orf25
HNF4A,FUT5
HNF4A,TTC9C
HNF4A,APOC2
HNF4A,SLC7A5P2
HNF4A,ASGR2
HNF4A,ZFR
HNF4A,PMS2
HNF4A,ERRFI1
HNF4A,RMND1
HNF4A,PGM2
HNF4A,USP37
HNF4A,ENOPH1
HNF4A,SGK1
HNF4A,THNSL1
HNF4A,SEC24A
HNF4A,AKAP2
HNF4A,PXMP4
HNF4A,TPP1
HNF4A,PPTC7
HNF4A,ETFA
HNF4A,FTH1
HNF4A,DKFZP434K028
HNF4A,IFIT3
HNF4A,IL7
HNF4A,MYBPH
HNF4A,DHX35
HNF4A,SRC
HNF4A,UPP1
HNF4A,UBA5
HNF4A,TTC38
HNF4A,TFR2
HNF4A,TCIRG1
HNF4A,SCARNA12
HNF4A,SAMD1
HNF4A,RPAIN
HNF4A,RNF103
HNF4A,PLEKHG6
HNF4A,PCSK4
HNF4A,MTMR4
HNF4A,LSM7
HNF4A,KYNU
HNF4A,ERGIC1
HNF4A,DLG4
HNF4A,CARS
HNF4A,LEAP2
HNF4A,ZC3H18
HNF4A,SERPINB1
HNF4A,ETV2
HNF4A,SETX
HNF4A,PCM1
HNF4A,CPPED1
HNF4A,TPT1
HNF4A,USP39
HNF4A,SMYD5
HNF4A,SCOC
HNF4A,PPFIA3
HNF4A,POR
HNF4A,PNCK
HNF4A,PEX13
HNF4A,MAPK8IP1
HNF4A,KRCC1
HNF4A,CCDC71
HNF4A,ZNF764
HNF4A,VAMP2
HNF4A,USP42
HNF4A,UHRF1BP1L
HNF4A,UGDH
HNF4A,UBE2I
HNF4A,TTC19
HNF4A,TRIM15
HNF4A,TRIM10
HNF4A,TNFSF11
HNF4A,TMEM56
HNF4A,SYN3
HNF4A,SNTG1
HNF4A,SNORA31
HNF4A,SNORA28
HNF4A,SNAI3
HNF4A,SMG7
HNF4A,SMAP2
HNF4A,SLC35E1
HNF4A,SLC2A1
HNF4A,SLC11A2
HNF4A,RBKS
HNF4A,RAB43
HNF4A,PRPF40A
HNF4A,PRDX5
HNF4A,POM121
HNF4A,PNRC1
HNF4A,PLIN5
HNF4A,PJA2
HNF4A,PHF6
HNF4A,PANK1
HNF4A,PABPC1L2A
HNF4A,NUMB
HNF4A,NOS1AP
HNF4A,MLST8
HNF4A,MARCH9
HNF4A,MAOB
HNF4A,LOC148709
HNF4A,LOC143666
HNF4A,ISG20L2
HNF4A,INO80E
HNF4A,IL13RA1
HNF4A,HTR1D
HNF4A,HSD17B4
HNF4A,HADHB
HNF4A,HADHA
HNF4A,HADH
HNF4A,GSN
HNF4A,GNS
HNF4A,FZD5
HNF4A,FNIP1
HNF4A,FNDC4
HNF4A,FBXL6
HNF4A,FAM192A
HNF4A,EIF5
HNF4A,DOK4
HNF4A,DNPEP
HNF4A,DNAJA2
HNF4A,DES
HNF4A,CXXC4
HNF4A,CSNK1A1
HNF4A,CORO2A
HNF4A,COPS4
HNF4A,CKMT1B
HNF4A,C2
HNF4A,BCKDK
HNF4A,ANKS1B
HNF4A,ANKHD1-EIF4EBP3
HNF4A,ANKHD1
HNF4A,ALG11
HNF4A,ACSL5
HNF4A,TRUB1
HNF4A,LEMD2
HNF4A,HPS1
HNF4A,OPA1
HNF4A,PUS1
HNF4A,DNAJC14
HNF4A,MAPK7
HNF4A,GAGE12F
HNF4A,FAM99B
HNF4A,RAMP2
HNF4A,SEMA6C
HNF4A,VAMP5
HNF4A,CTGF
HNF4A,FGD5
HNF4A,EFNA1
HNF4A,FES
HNF4A,CLASP1
HNF4A,GAGE1
HNF4A,C11orf86
HNF4A,ARHGAP30
HNF4A,GAGE2C
HNF4A,GAGE4
HNF4A,AMBP
HNF4A,VCX
HNF4A,GNG4
HNF4A,OSGIN1
HNF4A,ANXA2
HNF4A,HGD
HNF4A,HPR
HNF4A,APOA2
HNF4A,APOA4
HNF4A,APOC1P1
HNF4A,TNPO1
HNF4A,IPO5
HNF4A,LGALS2
HNF4A,MAGEA6
HNF4A,MBL2
HNF4A,MGAT1
HNF4A,MT1G
HNF4A,SERPINC1
HNF4A,ACLY
HNF4A,OAS1
HNF4A,PCK1
HNF4A,SLC39A4
HNF4A,ST6GALNAC1
HNF4A,MAPK9
HNF4A,ASAH2
HNF4A,SNX6
HNF4A,CCL16
HNF4A,GAGE2B
HNF4A,PA2G4P4
HNF4A,SULT1E1
HNF4A,TNFSF4
HNF4A,GAGE2D
HNF4A,UGT2B7
HNF4A,UGT2B10
HNF4A,VTN
HNF4A,EPS8L3
HNF4A,WWC2
HNF4A,HIST1H2BH
HNF4A,HIST1H4K
HNF4A,KRTAP3-1
HNF4A,GFM2
HNF4A,B3GALT1
HNF4A,PAGE1
HNF4A,PHLDB2
HNF4A,ENTPD2
HNF4A,RAPGEF2
HNF4A,ZSWIM3
HNF4A,ZDHHC9
HNF4A,ZDHHC19
HNF4A,TMEM82
HNF4A,STK11IP
HNF4A,SLC25A28
HNF4A,SHANK1
HNF4A,PSMG2
HNF4A,PGBD1
HNF4A,PDE1A
HNF4A,DPF3
HNF4A,DOLPP1
HNF4A,CLSTN3
HNF4A,CACNB2
HNF4A,B3GNT2
HNF4A,PRKCD
HNF4A,VWA3B
HNF4A,C19orf66
HNF4A,RPS21
HNF4A,ARRDC5
HNF4A,SEMA3B
HNF4A,SLC7A5P1
HNF4A,ZMAT2
HNF4A,USP8
HNF4A,TSSK3
HNF4A,SCARNA10
HNF4A,RPP21
HNF4A,PTPRG
HNF4A,PGF
HNF4A,MDK
HNF4A,MAP4K3
HNF4A,HS6ST2
HNF4A,CYP1A1
HNF4A,CDHR5
HNF4A,ASPA
HNF4A,BCAR1
HNF4A,ERBB2
HNF4A,CST3
HNF4A,GPT
HNF4A,RNF31
HNF4A,TP53INP2
HNF4A,TRIM47
HNF4A,ACY1
HNF4A,SLC26A3
HNF4A,MPL
HNF4A,JAK3
HNF4A,IER5
HNF4A,EIF4G1
