"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DLK1",134.39597476004,-3.97786750618381,0.401653869448191,-9.90372011515481,4.01072314511084e-23,2.32334041075986e-22
"DLK2",56.6989648047388,-3.34876960540949,0.196623727267423,-17.0313606193362,4.80733451252226e-65,1.82476490903617e-63
"DPP6",31.0727323424085,-4.14291723110542,0.18064590924217,-22.9339111441019,2.13278851253768e-116,1.11421361976047e-113
"DPT",4864.13774100532,-3.39246425964117,0.187744088768065,-18.0696195651312,5.52936616494068e-73,2.91938768900006e-71
"DQX1",19.3270458579512,4.50458176979667,0.30424486632612,14.8057774127508,1.34423813886325e-49,2.6712528060774e-48
"DUSP13",4.30240248291689,3.69444424538685,0.359412301228604,10.2791257638035,8.75178229875529e-25,5.55436004459367e-24
"E2F8",77.3146618119326,3.59612328278662,0.180533786236033,19.9193921412858,2.76324818404087e-88,2.87204203924499e-86
"EDN3",142.643790533791,-3.52731304662101,0.319099404754634,-11.0539631038587,2.09746435923144e-28,1.61578822116657e-27
"EIF4E1B",1.6119750744683,3.62140658985207,0.611883785815257,5.91845489912272,3.24980091965215e-09,8.4676529540536e-09
"ELANE",4.04360246392785,-3.64986845976399,0.267802896982138,-13.628935687008,2.69481721977939e-42,3.88507708402762e-41
"EMX1",19.4165741252385,4.20731549405611,0.337405643330756,12.4696061764791,1.09365210771589e-35,1.18835148562538e-34
"ENTHD1",5.33347158681056,3.54571939464747,0.294785600909736,12.0281295412837,2.52823670453846e-33,2.45071069621569e-32
"EPB42",25.6151938172069,-5.20043749802335,0.323843085427585,-16.0585102231131,4.98378112343789e-58,1.42356867428042e-56
"EPHA8",9.13789844533827,3.40486660885446,0.361672833556328,9.41421719561964,4.76620579739317e-21,2.47563363395733e-20
"EPO",7.23167078683829,3.72338339138856,0.342299190665978,10.8775699531873,1.47441196909413e-27,1.08207121665275e-26
"EPR1",233.594435612636,3.41950331803006,0.189581472531523,18.0371176168678,9.96054997056324e-73,5.21733081835412e-71
"EPYC",55.1288888498452,6.90897013982705,0.328162866238668,21.0534793866722,2.12493517748204e-98,3.63657009856668e-96
"EXO1",169.579947274904,3.73365675888854,0.172756556489155,21.612243464247,1.37788523582264e-103,3.10838382972171e-101
"FABP4",17800.9841635049,-4.81045400007986,0.270170274295561,-17.8052674840805,6.43242120741161e-71,3.09192314308802e-69
"FABP6",7.6601256315509,5.28663493204462,0.541494583014099,9.76304306243997,1.62213345256765e-22,9.10192009620491e-22
"FAM180B",38.8265706368955,-4.10438248557899,0.273451982456521,-15.0095181198095,6.36081272935575e-51,1.3404973917534e-49
"FAM196A",90.3862534568679,3.44775825016908,0.269449280896502,12.7955741381006,1.7356497073477e-37,2.04244919918593e-36
"FAM196B",135.365322046231,-3.56520877066217,0.239245941471063,-14.9018568454729,3.20545862184108e-50,6.56705516623211e-49
"FAM25A",4.22915124293227,4.70151575038266,0.555337698812298,8.46604824494682,2.53859049234012e-17,1.08007069125452e-16
"FAM83D",261.572103736888,3.69975969118203,0.169348396223552,21.8470311717513,8.29533798209558e-106,2.11126986693028e-103
"FBN2",145.693446013187,3.41423739463815,0.214679611439899,15.9038735524914,5.95650550885902e-57,1.61762718689288e-55
"FBXO40",2.78711765637484,-3.81992872834685,0.371826013068753,-10.2734305672167,9.28432015268877e-25,5.88105691356661e-24
"FEZF2",2.34788794763371,-3.50808316857411,0.441862180584481,-7.93931529494951,2.03300384761925e-15,7.77184524993981e-15
"FGF5",2.86130046889619,3.86138410283054,0.374763143189242,10.3035321722677,6.7920597489276e-25,4.34254332160099e-24
"FGFBP2",131.484985019797,-4.14463665403004,0.253829280241804,-16.3284418963871,6.19462640406843e-60,1.91550970986864e-58
"FHL1",13807.1246722282,-4.89185683178512,0.210000671349406,-23.2944818716598,5.04262115211872e-120,3.22922951973744e-117
"FIGF",360.68221053793,-4.83108693065103,0.202267559795623,-23.8846354577694,4.42399970941762e-126,4.39126211156793e-123
"FMO9P",1.68338939500046,3.71394845789228,0.45742110273258,8.11932032804256,4.68801654841886e-16,1.86319328366789e-15
"FOSB",7180.68045159538,-3.55937966842302,0.215612894314815,-16.5081948356298,3.20322354186141e-61,1.05456706058097e-59
"FOXJ1",52.2905671216625,3.96186476352143,0.287799575139695,13.7660549415279,4.07886386970335e-43,6.12508362642593e-42
"FOXM1",627.359669001808,3.55224405013564,0.163961953634679,21.6650507717804,4.38428336132596e-104,1.0120557359191e-101
"FRMD1",45.1567173877085,-4.92600377047844,0.268297827390734,-18.3602074544737,2.73560121292108e-75,1.592585198795e-73
"FXYD1",298.521572580121,-4.15438598807487,0.200575774919537,-20.7123018208028,2.68323655091781e-95,3.9457490376904e-93
"G0S2",2172.10336068519,-4.32014051366398,0.229327314590651,-18.8383164097806,3.66437305158138e-79,2.4659367396608e-77
"GABRA3",5.56591221151908,5.05610978698896,0.572353875101546,8.83388757714258,1.01099260935714e-18,4.62980975339282e-18
"GABRA4",3.74820352236496,-3.7600387445395,0.350062924759202,-10.7410367639644,6.53068370508909e-27,4.62200117338427e-26
"GABRD",42.7348806315575,3.52068556522815,0.170102540365703,20.6974308417678,3.65333442193135e-95,5.33279374589567e-93
"GABRQ",3.34425456804263,4.51522878772796,0.566873868756713,7.96513834308664,1.65039033214403e-15,6.34460667577912e-15
"GAL3ST2",6.09685338224721,4.47922124436195,0.370722879175603,12.0823976505649,1.30847723571166e-33,1.28912605872694e-32
"GATA4",8.09436908940203,4.33851562570008,0.496818340612305,8.73259956617757,2.48884991681841e-18,1.11809569017151e-17
"GATA5",9.45931465131792,4.04630514770263,0.436745817984078,9.26466832900536,1.95684549475377e-20,9.84525063318576e-20
"GBX2",1.18817929718805,3.33766025233806,0.39669266350456,8.41371812337461,3.9721459006267e-17,1.67812386506153e-16
"GDF10",171.266143905605,-3.52771014612368,0.214867706097538,-16.4180565343882,1.42043938393189e-60,4.5335309726392e-59
"GFAP",66.4254328110098,-3.36160619764976,0.225875121657112,-14.8825872145088,4.27637344279997e-50,8.68931070485824e-49
"GJB2",626.062116169631,4.60764220900924,0.182119173093218,25.3001489670218,3.18219557921717e-141,7.01921629317992e-138
"GLP2R",7.1300998472878,-4.51651627958606,0.356921013472473,-12.6541058360364,1.06177556105453e-36,1.21419173030267e-35
"GLRA4",6.34718946749955,-3.58749371576267,0.277822045486764,-12.9129195254363,3.80592343415594e-38,4.62677232179203e-37
"GLYAT",263.063835669057,-5.48297621051146,0.305870079935658,-17.9258337777426,7.41307968465523e-72,3.74464269465078e-70
"GNAT3",1.70359385891274,3.612917935159,1.02349160930006,3.52999272522593,0.000415571093510416,0.000722979348730941
"GNG13",5.71357032029487,5.55096630690176,0.417085860466126,13.3089294868402,2.05403679707699e-40,2.72571781387517e-39
"GPAM",6538.62716574469,-4.17091498657194,0.187570584235944,-22.2365090110578,1.52359019788075e-109,4.65327886281978e-107
"GPD1",7812.45799504488,-5.01501912113584,0.27593364095131,-18.1747289089001,8.18319926353456e-74,4.46299098295847e-72
"GPIHBP1",419.435681689155,-3.65120966183376,0.179319146119172,-20.3615159945455,3.67049348276636e-92,4.33729979880225e-90
"GPR112",2.63756676039449,-3.36860568197055,0.344754165745664,-9.77103692042311,1.49909826266899e-22,8.42823526210842e-22
"GPR115",16.0029471516277,4.57971472902592,0.353197525903655,12.966440569788,1.89633912982668e-38,2.33247363106067e-37
"GPR139",3.06947474323501,4.1114157141893,0.541093825147129,7.59834158719399,2.99949732157234e-14,1.0665595706225e-13
"GPR144",28.5256886574727,-4.68720658175028,0.399082698455652,-11.7449506077025,7.4966286628101e-32,6.79867849310672e-31
"GPX3",10684.6257094678,-3.64586466632958,0.196078525917687,-18.5939008326699,3.60017092680396e-77,2.23345603871601e-75
"GRIA2",209.09049332051,3.36272802584344,0.376331697020186,8.93554290661589,4.05183727995905e-19,1.89130199110621e-18
"GRIA4",142.840888683184,-3.73453042379714,0.264624300533415,-14.1125755127903,3.17757491224803e-45,5.16212906366186e-44
"GRM4",82.2439091684776,5.79672157323931,0.289980456428132,19.9900422416087,6.72388576651281e-89,7.10013724663895e-87
"GYG2",2980.8263857075,-3.87143932571932,0.210336632063415,-18.4059204891715,1.17766469098315e-75,6.97880580459626e-74
"GYS2",32.5080244476801,-5.60438688993857,0.365523056794028,-15.3325126439196,4.63697194992135e-53,1.06419846415998e-51
"HAPLN1",52.5924524021122,5.13802277322075,0.286423497257874,17.9385519079633,5.89719674931647e-72,2.98650892518956e-70
"HBA1",736.690539461669,-4.67955996340074,0.369669231768486,-12.6587759035662,1.00047172410093e-36,1.14474724304621e-35
"HBA2",2083.18359074747,-4.64760437935299,0.259675972363242,-17.8977066574792,1.22878768615656e-71,6.129118880799e-70
"HBB",3163.73987162621,-4.71703949761138,0.266952475939681,-17.6699597222586,7.14478923278677e-70,3.2985664150996e-68
"HBG1",5.61013294789966,-4.30478406131955,0.408439552961976,-10.5395866538917,5.67477648304627e-26,3.83052236455065e-25
"HBG2",4.83825936887335,-4.36148532731541,0.472719694822748,-9.22636686197473,2.79967022405181e-20,1.39610784445809e-19
"HCN2",20.199337182386,4.46567608638349,0.252628703807174,17.6768356844836,6.32477899446984e-70,2.92679516545956e-68
"HEPACAM",141.543325362672,-4.91080027978473,0.281890710994268,-17.4209368675671,5.72322952133085e-68,2.45925438219611e-66
"HEPN1",108.023890758246,-4.69139927548577,0.280051456128005,-16.7519188807268,5.48288460625137e-63,1.94021791806243e-61
"HHATL",7.72883414955229,-4.9105728110868,0.340916204349508,-14.4040463563664,4.88007239807821e-47,8.51311047861588e-46
"HIF3A",171.418550024753,-3.43093538329809,0.236644741961503,-14.4982531826387,1.24272317503922e-47,2.22057069944902e-46
"HIST1H2AM",8.50458131580203,3.6647523990575,0.234177874034891,15.6494391887403,3.35160008148231e-55,8.53025189969062e-54
"HIST1H2BO",3.99522740801783,4.36862671189598,0.300888408834232,14.519092738806,9.1716100638537e-48,1.64922828793137e-46
"HIST1H3G",4.28063742639511,3.67393970799949,0.356569005585652,10.303586824562,6.78820076957731e-25,4.34147428085208e-24
"HIST1H3H",19.25780681943,3.86520888147285,0.226482803445847,17.0662355934544,2.64728509871799e-65,1.01982735032863e-63
"HIST2H3C",3.58328610156855,3.44475495730139,0.280901313018479,12.2632212725712,1.42711757014571e-34,1.47711876968366e-33
"HJURP",176.917133968743,3.58498704780821,0.163770883420821,21.8902589576703,3.21681596677873e-106,8.40266191743308e-104
"HORMAD1",16.1595050819905,4.14493595018444,0.515070425920696,8.04731885503873,8.46274941224897e-16,3.30518397269263e-15
"HOXB13",51.4435949079529,5.46046664928604,0.521894383404581,10.4627810202989,1.28041363840342e-25,8.47010048303386e-25
"HOXC12",2.53043954851632,3.75847254211803,0.515606424869146,7.2894214672982,3.11288820580745e-13,1.04210888131011e-12
