"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"HPD",20.3046880971268,-3.84676136224352,0.315623963218492,-12.1877988065836,3.61042035779807e-34,3.66619258020498e-33
"HPSE2",33.2603910055213,-3.33720248584917,0.227742773020078,-14.6533847884383,1.28168383026626e-48,2.40264281382868e-47
"HS3ST4",48.8537575801927,-4.10919339499403,0.28714317979468,-14.3106076833595,1.87864540170115e-46,3.20678147158824e-45
"HSD17B13",106.304770218911,-5.20259767041373,0.246392273806113,-21.1151006890244,5.77868046412502e-99,1.01520676613991e-96
"HSD17B6",70.3496350989024,3.40507719782691,0.137236622062957,24.8117240619989,6.699425082708e-136,1.10830822284933e-132
"HSPB6",4469.11815907118,-4.45290920793997,0.213392619468543,-20.8672128353361,1.06356786586097e-96,1.67571025976762e-94
"HSPB7",1431.06175191253,-5.12277918013557,0.234796879314292,-21.8179185136374,1.56837157945377e-105,3.94117880953371e-103
"HTR1D",12.0094914059592,3.53907297272851,0.212815311005257,16.6297854980984,4.24109841624181e-62,1.44912712150142e-60
"IBSP",40.7899641018885,7.83222368296436,0.33814933690326,23.1620258513328,1.09983408213052e-118,6.61633521165308e-116
"IGFBP6",998.745022451702,-3.61370820714359,0.154288475571096,-23.4217636396207,2.56515418118036e-121,1.75598071740664e-118
"IGFL2",16.218620466986,3.80442093364098,0.280234844338051,13.5758311662759,5.57081517390635e-42,7.89377750409628e-41
"IGFL3",2.36911244959436,4.45554059738036,0.472602101864823,9.42767833617204,4.19266061751399e-21,2.18286647204007e-20
"IL17B",34.2900117963237,-3.4890797835914,0.242549906850415,-14.3849974172251,6.42805045863228e-47,1.11449482711588e-45
"IL19",4.61594592266759,4.69617210006088,0.517342198291238,9.07749670444856,1.11100591484287e-19,5.35852512669113e-19
"IL20",60.8395310788267,3.70301936709372,0.318147726759279,11.6393079555006,2.60117609306424e-31,2.30015803115863e-30
"INHBA",287.303409241752,3.76355215104011,0.140939503745738,26.7033163237878,4.30738774719014e-157,2.13775653893047e-153
"INSM1",23.5361971455091,3.36250912560512,0.362939185983149,9.26466266379196,1.95694937530481e-20,9.84525063318576e-20
"IQGAP3",436.430709542369,3.94338764397266,0.17635598059663,22.3603851178269,9.56835825742226e-111,3.21950929027706e-108
"ITGA7",1838.34412233199,-3.59197020291548,0.194749498484041,-18.4440536734416,5.82091484332048e-76,3.4806265502891e-74
"ITIH2",71.0950710788941,-3.66308929191824,0.368376020443144,-9.94388637868356,2.68156425834353e-23,1.57219177958168e-22
"ITIH5",3582.79291236648,-3.95805678554545,0.169502184651137,-23.3510664991827,1.34419888585325e-120,8.89501209398627e-118
"ITLN1",2.70534047323619,-3.7470713764597,0.525844672887062,-7.12581408476962,1.03467299947078e-12,3.36230616884823e-12
"ITPKA",12.0129214138677,3.51441213486452,0.257203659110181,13.6639274379803,1.66742496993545e-42,2.42681235360399e-41
"KCNA2",7.90987022187939,-3.34003557738254,0.248620187637689,-13.4342895044787,3.80704696573387e-41,5.22304743356937e-40
"KCNA4",5.11384989414054,-4.04704191054253,0.330743009972007,-12.23621297661,1.99107972733366e-34,2.05015117982509e-33
"KCNE1",111.443904660632,-3.57941887372191,0.191354084531706,-18.7057354039852,4.44557593962506e-78,2.8747092362683e-76
"KCNH1",91.0756254839953,3.40132019334509,0.21493096615754,15.8251751906795,2.08617651623949e-56,5.55157857914027e-55
"KCNIP2",1499.75781626886,-5.15995855387291,0.244250719542915,-21.1256636767709,4.62087051386273e-99,8.26428121091918e-97
"KCNJ16",88.7901438664895,-4.11461658404686,0.252429634395908,-16.3000536521538,9.86055357239092e-60,3.03021222165797e-58
"KCNJ3",365.983556800499,5.60687083151208,0.375209754726568,14.9432970781851,1.72238075835878e-50,3.57664255386386e-49
"KIAA0101",201.892595847128,3.42911675408606,0.150154972378924,22.8371841422107,1.95953298894828e-115,8.84105656740938e-113
"KIAA0408",215.761279240704,-4.27462783183483,0.31913272654221,-13.3945141827046,6.51006220094309e-41,8.84584221855731e-40
"KIAA1199",277.377608802366,4.299924672665,0.192864609512532,22.2950425354507,4.12778906313663e-110,1.30071219811728e-107
"KIAA1239",36.7448073736235,-3.56098347967653,0.322939704382537,-11.0267750646677,2.83862254487622e-28,2.16906600311327e-27
"KIF14",151.061190382856,3.82459588245232,0.185514980800754,20.616102623863,1.96787072904898e-94,2.63960606169462e-92
"KIF18B",118.310990471387,3.51617438051977,0.185118030500761,18.9942296328899,1.90360292462028e-80,1.36921468331746e-78
"KIF1A",152.345192197793,4.31942227689916,0.362639605953804,11.9110604743195,1.03650548278304e-32,9.79843183057568e-32
"KIF20A",347.406304888753,3.54357733431285,0.172100278811106,20.590189387213,3.36052826430184e-94,4.44754714019467e-92
"KIF2C",321.801383260895,3.53651060346018,0.162123852030345,21.813635434706,1.72231975719861e-105,4.27393647748834e-103
"KIF4A",338.251310492062,4.22572060704765,0.174452805654666,24.2227150844027,1.28240170219952e-129,1.49754344659205e-126
"KISS1R",6.46472332271787,3.84264391226735,0.34870816389939,11.0196557181152,3.07231896080152e-28,2.34583369268584e-27
"KLB",528.098236202419,-4.31360750070041,0.220637559013639,-19.5506491278476,4.07305387945553e-85,3.62593119349557e-83
"KLF15",245.398892033588,-3.43495911509076,0.190218475427664,-18.057967857055,6.82906917292506e-73,3.59603928967927e-71
"KLHL1",4.79917472352965,5.29577822142531,1.07744496524142,4.9151264261917,8.87251842369422e-07,1.93175296937023e-06
"KLHL31",350.294471709521,-3.73285032734497,0.209253755574411,-17.838868970825,3.52764083456854e-71,1.71224268576662e-69
"KLK3",29.1317912788381,-4.28527480272875,0.403394551049726,-10.6230359125513,2.3286228670366e-26,1.60300729103363e-25
"KLKP1",3.32245782811334,3.60142001115811,0.288056008656801,12.502499176988,7.23407418358086e-36,7.92117157707928e-35
"KREMEN2",32.0735682902749,3.97738486443059,0.244822596132375,16.2459876141499,2.38469867446781e-59,7.19468663913906e-58
"KRT37",3.09291279322836,4.0661427282432,0.381253870010224,10.6651841413024,1.48105384450233e-26,1.02983821089528e-25
"KY",89.2108045540549,-3.44116327425302,0.232965698910952,-14.7711156206234,2.24958185215863e-49,4.40421093974882e-48
"LALBA",31.204545601432,-3.34665128171391,0.66285588455168,-5.04883694889034,4.44507911248878e-07,9.92506023407123e-07
"LEP",3882.17672310791,-6.00072651732312,0.315199384724543,-19.0378750979074,8.28201537862454e-81,6.04465328295788e-79
"LGALS12",656.689782969365,-4.14699379544991,0.283046662029683,-14.651272570086,1.32215960818423e-48,2.47618042845974e-47
"LGALS9B",5.17816090868334,5.08348706385729,0.535767372897867,9.48823560561676,2.34977698371391e-21,1.24030238449052e-20
"LHCGR",12.1552678212764,-4.92166971832034,0.352093856716295,-13.9782890966088,2.11511744953007e-44,3.34309805796743e-43
"LHFPL5",3.84543578643491,3.49810029463022,0.355363380886616,9.84372752730631,7.29565603379802e-23,4.16906630923887e-22
"LHX1",2.21423945189326,4.21338636513281,0.825843621443651,5.10191791245832,3.36228591832713e-07,7.56266712560959e-07
"LHX2",5.44498016689563,4.1721743530354,0.319183919268787,13.0713801703838,4.79868980928887e-39,6.03315960063348e-38
"LIN28A",4.82356632664084,3.87847731404115,0.734397107492771,5.28117182716344,1.28360235898957e-07,2.97548739265073e-07
"LIPE",4550.13012078847,-4.47699706981195,0.225741484830263,-19.832407291811,1.5637369573074e-87,1.56784374123568e-85
"LOC100133920",1.47885973438194,-3.76566175655979,0.496209208218479,-7.58885908240095,3.22734508656683e-14,1.14491162720737e-13
"LOC152225",10.6971573013594,3.43741715164527,0.332498177803859,10.3381533527471,4.73575046535839e-25,3.05141571691966e-24
"LOC283392",207.17557185834,-4.82882938723781,0.321892122875084,-15.0013903543446,7.18973213562387e-51,1.51357966443696e-49
"LOC283867",10.0509495213802,5.06354420512435,0.267804619816584,18.9076058829467,9.87388882342376e-80,6.85372171058071e-78
"LOC388387",1.18178599799922,-3.46253352990336,0.259172365604655,-13.3599642146461,1.03613947009204e-40,1.39359354744358e-39
"LOC55908",32.6022547366273,-4.9654335547206,0.314738705960534,-15.7763677002066,4.52489170473038e-56,1.18350658922671e-54
"LOC572558",8.31686733667493,-3.93135760785637,0.227734081078735,-17.2629304723924,8.94537165017026e-67,3.68430535268008e-65
"LOC642597",1.35803756022506,-3.63457608185054,0.355474429749586,-10.2245781346662,1.53896562773493e-24,9.64075280586738e-24
"LOC645323",7.9500206885267,4.1865967093477,0.487790117301133,8.58278296516437,9.26049770879194e-18,4.04309215999423e-17
"LOC647309",1.89223388314764,-3.5745118439468,0.361403913345771,-9.89062849611955,4.57148745857212e-23,2.64355284088476e-22
"LOC728264",1112.23382190758,-3.77843243305759,0.152826545078645,-24.7236658468801,5.95350131438788e-135,9.09145446870986e-132
"LOC729467",3.31914038908605,-4.8388939892861,0.393978712200728,-12.2821204279198,1.12997270112156e-34,1.17384709904057e-33
"LOC84740",30.6812884705981,3.38121215036532,0.272965264234866,12.3869685758113,3.07446913174127e-35,3.27789265323995e-34
"LPL",12307.5261332627,-4.38313957286752,0.223290443031999,-19.6297679083354,8.61071041279757e-86,7.87741120344964e-84
"LPPR5",4.07255644489773,4.0320258387585,0.350926606179192,11.4896555797187,1.4870361197064e-30,1.26698030250693e-29
"LRRC15",2173.40057327315,4.19024921935594,0.176178111685973,23.7841646686781,4.87110470701465e-125,4.60481764969785e-122
"LRRC3B",18.2065002424315,-4.10884283907368,0.183955308945375,-22.3360927315982,1.64847609413859e-110,5.45425790347322e-108
"LRRN4CL",262.232173216288,-3.34214255108692,0.165369696140745,-20.2101269403219,7.97426393650447e-91,9.04600500957067e-89
"LRTM2",14.971761656788,5.51155071465489,0.439281529717485,12.546739031344,4.14219769741156e-36,4.60161772182509e-35
"LST-3TM12",13.4464954352427,-6.48438477767039,0.610004812539901,-10.6300551149279,2.15984800792896e-26,1.48879523102103e-25
"LYVE1",1116.54122831932,-4.72592820516067,0.206560022506089,-22.8792006692455,7.48602716421516e-116,3.5383955062857e-113
"MAGEA1",5.02041323874447,5.25388714144002,0.653944283381965,8.03415103541972,9.42290628284039e-16,3.67295377040934e-15
"MAGEA2",4.12386892259797,4.82763634565721,0.878554230284042,5.49497820310581,3.90758675351544e-08,9.43945147612419e-08
"MAGEA3",20.993292758249,6.56741385208608,0.905604368619081,7.25196794500943,4.10759113566172e-13,1.36818622861001e-12
"MAGEA4",3.08536625689368,3.4488465832953,0.627715243740743,5.49428521560602,3.92296044720646e-08,9.47543628153579e-08
"MAGEA6",22.3161548140294,6.66024248840847,0.906247082212037,7.34925675253116,1.99312010576382e-13,6.75442477630988e-13
"MAGEB2",1.89180820876879,3.44881773697045,0.697201410071592,4.94665915350962,7.54980033162492e-07,1.65155521965199e-06
"MAGEC2",1.67308063799116,3.47065193697138,0.834576815267476,4.15857698594115,3.20236306414444e-05,6.1459117893847e-05
"MAP1LC3C",55.6354020055806,-3.52701103939635,0.202730281735938,-17.3975540762597,8.6101729567371e-68,3.69177437445237e-66
"MARCH4",6.92408159410588,4.21189247007017,0.30861695404643,13.6476380018854,2.08528575563878e-42,3.01288885159687e-41
"MASP1",88.8071259004245,-3.93049052711312,0.22176950352694,-17.7233139119854,2.77097047805728e-70,1.2943366101269e-68
"MELK",223.399371807293,3.79369886484359,0.177420457388041,21.3825334501663,1.94290628609152e-101,3.89601773651402e-99
"MESTIT1",17.0891933962578,-3.89148956074299,0.189915872279513,-20.4905967786389,2.61172346129505e-93,3.28151481984996e-91
"MLXIPL",337.26146361194,-3.90798810123208,0.229278835602915,-17.0446962143522,3.82727527734836e-65,1.46395122940115e-63
"MMP10",72.6708687118459,4.50360352792796,0.287692825518736,15.6542086852794,3.10956940548458e-55,7.94480976031916e-54
"MMP11",5290.06888211755,6.4985403521768,0.167630947513498,38.7669487560078,0,0
"MMP13",498.759185539268,6.86472231378856,0.312938674793878,21.9363180927065,1.16998591141754e-106,3.13872436668393e-104
"MMP1",406.896912561418,6.92334538931053,0.31806031899071,21.7673974901369,4.72720375786331e-105,1.14444450001344e-102
"MRAP",249.653582882115,-5.07176854268108,0.342434726005861,-14.810906013645,1.24550129521721e-49,2.47752421970461e-48
"MS4A15",36.0576471318779,4.55246440003157,0.44398856141677,10.2535623564369,1.14060620747163e-24,7.18835378753231e-24
"MS4A8B",12.3507349533585,4.15672372661056,0.398380517793083,10.4340537274203,1.73332089472946e-25,1.14166842741106e-24
"MSLN",116.833359542865,3.58874342349863,0.401056359812223,8.9482271897618,3.61236957223261e-19,1.69253624611663e-18
"MSMB",99.3742410537904,3.4241648759339,0.32257227751482,10.6151864701906,2.53288195391714e-26,1.73928649426368e-25
"MUC21",1.50704078815599,3.3963995523923,0.511536468667395,6.63960393916833,3.1452714415878e-11,9.29580596373396e-11
"MUC2",10.8684761657303,4.85669032303339,0.53958734752846,9.00074908219976,2.24182782013525e-19,1.06115321614986e-18
"MYBL2",606.741654847446,3.80796621954134,0.197427116181914,19.2879594920112,6.77967714404383e-83,5.40522693427944e-81
"MYEOV",205.095859565142,-3.37180075644419,0.219338681241982,-15.372576954287,2.50023443838868e-53,5.79167492075754e-52
"MYH11",8097.35634813246,-3.42903780465832,0.169007137826496,-20.2893075923137,1.59830255111183e-91,1.84473850259722e-89
"MYH1",31.0404758317695,-5.17571965139976,0.305119803573385,-16.962909620368,1.54500688262783e-64,5.73298628671545e-63
"MYOC",341.409619237393,-6.80208622111408,0.356502757528934,-19.0800381693037,3.69988583411937e-81,2.7612832172533e-79
"MYOM1",353.871913610523,-3.78359075219559,0.173479234960267,-21.8100497910437,1.86273395960256e-105,4.56530797111482e-103
"MYT1",28.0843652258288,5.1757203772627,0.327939564327844,15.7825433105976,4.10316073152283e-56,1.0760362858942e-54
"NAT1",2465.28800953737,3.87000322336731,0.235550031488189,16.4296442624817,1.17345305408512e-60,3.78171916066522e-59
"NBPF6",25.9175179608936,3.54816269903581,0.405987180119841,8.73959295460622,2.33951820878451e-18,1.05339341076866e-17
"NCRNA00052",17.2628189468712,7.04572552855274,0.62390246066764,11.2929920504129,1.42114963249418e-29,1.15720518885457e-28
"NDC80",185.616427643317,3.43586316345,0.160560974086137,21.3991175813791,1.36160580346448e-101,2.75822432758948e-99
"NDST4",3.52423438486683,4.31994792227715,0.781390593307876,5.52853842786798,3.22909699300099e-08,7.85011431607343e-08
"NEIL3",36.9643198824613,3.66529379105857,0.181605517545183,20.1827226430312,1.3888185198555e-90,1.55767374328652e-88
"NEK2",308.044213061789,4.41175165686224,0.175568410492539,25.1283909473551,2.43499567822799e-139,4.83395342041821e-136
"NELL2",723.358792908294,3.74951405904058,0.237966615015245,15.7564709604344,6.19997959758552e-56,1.61313230630757e-54
"NEURL",134.656805229361,3.50847853727883,0.243669610228365,14.3985067895447,5.28735396113847e-47,9.19129166694579e-46
"NKAIN1",596.700714011045,4.3391767407624,0.270294996733663,16.0534852409349,5.40422227570534e-58,1.53923415519803e-56
"NKX2-2",6.88261344400206,4.86224361824426,0.658388421433913,7.38506854001884,1.52374874195569e-13,5.19571625305812e-13
"NMUR1",72.7265880759509,-3.92883032844056,0.196245638238044,-20.0199625516005,3.68998389845408e-89,3.98117175826687e-87
"NMU",11.433309890605,5.09139623251484,0.447945039981914,11.3661181128837,6.16697150032411e-30,5.12245682947424e-29
"NNAT",240.219631054023,-3.42967485832388,0.248811680659788,-13.7842196525067,3.17177695752945e-43,4.77739879824542e-42
"NPR1",1284.20628599273,-3.5371050404131,0.163060854683143,-21.6919324217105,2.44498201656524e-104,5.77830749914917e-102
"NPY2R",155.602276255345,-4.52680727784202,0.384825092155142,-11.7632851134796,6.03399572946932e-32,5.4948111569461e-31
"NUF2",197.204605264789,3.99433479743773,0.169290503132647,23.5945591957275,4.38311136371535e-123,3.34667410740297e-120
"NXNL1",2.71742632446405,-3.7208065527569,0.303080532378877,-12.2766266891256,1.20936423283155e-34,1.25435207681149e-33
"NXPH1",52.6193752186216,3.72603564617867,0.447560563350314,8.32520992977263,8.4179425013325e-17,3.48951753051687e-16
"OR2B6",2.1157817143835,4.14551898903931,0.331093533331066,12.5206884813849,5.75339094637443e-36,6.3418277105733e-35
"ORM1",39.4649657791173,4.50187091369291,0.40513283297007,11.1120860797414,1.09569467523137e-28,8.55693575637023e-28
"ORM2",21.6947179825826,3.85235199548001,0.443256327251189,8.69102539239542,3.59182743414785e-18,1.60235861174614e-17
"OVCH2",10.6720094033725,-3.95824948353423,0.28379211809456,-13.9477076041109,3.24880729109629e-44,5.10247803345281e-43
"OXTR",2638.84648990094,-4.45927201560403,0.210584887773114,-21.1756506497678,1.60155151104966e-99,2.94388894419981e-97
"P2RX6",17.8150445898789,-3.39228896487585,0.233758124939704,-14.5119617371626,1.01767917566307e-47,1.82666971024079e-46
"PAK7",46.7092585952318,-3.43372178727246,0.249564156672658,-13.7588740027933,4.50488475000995e-43,6.74441719888367e-42
"PAMR1",764.613519875319,-3.52146041307188,0.144874888704349,-24.306906770146,1.65692982565178e-130,2.19289139325594e-127
"PAPPA2",25.7116195006393,-3.6645391243793,0.215854796743192,-16.9768713953533,1.21808682467744e-64,4.53685922016822e-63
"PAX7",11.3171457822936,4.28554785060715,0.627728808670921,6.82706893711133,8.66670559197262e-12,2.66004080723316e-11
"PBK",177.982001269564,3.57999013331675,0.175818885330746,20.3618065635109,3.64878942344917e-92,4.33729979880225e-90
"PCK1",932.608190791597,-4.93078220131528,0.323381604178546,-15.2475655312567,1.70886656433182e-52,3.82031745890938e-51
"PCOLCE2",1420.62314232312,-4.64623634606774,0.263493584024829,-17.6332048587184,1.36977816600726e-69,6.25122670151174e-68
"PDE1C",109.904870648795,-3.32781483541945,0.182951035620002,-18.189647432942,6.23398739287442e-74,3.42817500618678e-72
"PDE3B",1096.05817149931,-3.53427439562742,0.22603469105625,-15.6359821543849,4.14041384830123e-55,1.05109329560711e-53
"PDK4",6770.53498817314,-3.44667238060526,0.192031819942419,-17.9484440736892,4.93537734102888e-72,2.50580846481088e-70
"PENK",90.3898744017674,-3.73446393956631,0.27470533299956,-13.5944355312982,4.32081310383601e-42,6.17543425034935e-41
"PFKFB1",138.093482284319,-3.66340491684882,0.248095498796171,-14.7661079488531,2.42307343991924e-49,4.71596607149771e-48
"PGA3",15.3972463674588,-5.00804368493161,0.311840994936791,-16.0596065502764,4.89647292029512e-58,1.40064525091785e-56
"PGA4",1.50292329845043,-3.88172984201534,0.574081160837806,-6.76163948029647,1.36438874546707e-11,4.13335043110213e-11
"PGA5",1.63965113495136,-3.79708262882936,0.40859760087637,-9.29296359226115,1.50050960682881e-20,7.60482938850282e-20
"PI16",1328.04900829207,-3.77287319478736,0.270313951073766,-13.9573750440937,2.83691344977771e-44,4.46971474642755e-43
"PITX1",322.143523029938,3.69193752897349,0.230232684133316,16.0356794817007,7.19918503601081e-58,2.04168887621267e-56
"PKD1L2",90.97202695707,-3.36701507594744,0.216690681441948,-15.5383473508965,1.90841623704183e-54,4.71804223384239e-53
"PKHD1L1",72.1067478689235,-3.69143682595101,0.245163514135253,-15.0570399472839,3.10375766722984e-51,6.60405114789355e-50
"PKMYT1",182.238669840996,3.9209465598847,0.188428833635517,20.8086336057734,3.6150187384366e-96,5.65081511775144e-94
"PLAC1",13.862293593742,4.91103550854816,0.278417188785627,17.6391246889915,1.23356970113541e-69,5.64258656841941e-68
"PLAC9",416.08179633963,-3.53801059721699,0.185484080639783,-19.0744703535391,4.115708007161e-81,3.05029778961575e-79
"PLIN1",12120.4005347565,-4.99022934526806,0.272726532665232,-18.2975572508506,8.6543104038134e-75,4.95116340451019e-73
"PLIN4",21924.8429882048,-5.2807249043912,0.262188522510721,-20.1409461170264,3.23104878988194e-90,3.57832817914329e-88
"PLK1",331.35869677418,3.53246640121192,0.155956506874633,22.6503303517276,1.38469158196414e-113,5.28632640099078e-111
"POTEC",1.64983036758339,3.98346866473404,0.757088289750076,5.26156423057215,1.42834973458601e-07,3.29908073659121e-07
"PPAPDC1A",91.1860623317783,5.48112785255148,0.237238218819681,23.1038990252981,4.23045030060121e-118,2.47008527551574e-115
"PPBP",3.49368928124868,-3.32343997945599,0.424690818154713,-7.82555175997535,5.05435182573447e-15,1.88394653481939e-14
"PPP1R1A",1811.38744868124,-3.61993191645596,0.261327620121561,-13.8520831237513,1.23575635771141e-43,1.88709501640668e-42
"PPP2R2C",296.790657332129,3.82873568835628,0.216810891143394,17.6593328322425,8.62531393869291e-70,3.9636512109012e-68
"PRAME",364.917294659972,5.57708138507048,0.397599318219088,14.026888703057,1.06732316974948e-44,1.70874996498925e-43
"PRG4",959.400967950926,-3.5021716678,0.303554480887558,-11.5372095893958,8.56590631381022e-31,7.40315072449981e-30
"PROK1",15.3465713154052,-3.50883452268243,0.297221897519798,-11.8054374592259,3.65883114678565e-32,3.37680687707991e-31
"PROL1",262.932573307868,-3.91199591380769,0.43328467488344,-9.02869669890834,1.73728451501257e-19,8.28056955390866e-19
"PRRT4",103.969242452406,-3.6825909384862,0.238884177817896,-15.4158009631491,1.28171796647138e-53,2.99349000828116e-52
"PSAPL1",3.51905967235181,5.00626057949609,0.975625780259279,5.131332813044,2.87697697596998e-07,6.49994429004004e-07
"PVALB",86.1069638986161,4.66327390848046,0.37764889749548,12.3481729707321,4.98302324861973e-35,5.25906313299303e-34
"PYDC1",59.7535263375278,4.868576174298,0.423706477892613,11.490445457697,1.4735014085985e-30,1.25636198316217e-29
"PYGM",107.40750113999,-3.91632625694446,0.193983137731109,-20.1890035533558,1.22306274427675e-90,1.37955918178308e-88
"RAD21L1",1.7857454778023,3.74166166376419,0.682961618966553,5.47858263166534,4.28746353722828e-08,1.03181871913027e-07
"RBP4",2677.60426604115,-4.32013092869886,0.282572479263088,-15.2885763679648,9.11203040778229e-53,2.06262289230666e-51
"RDH16",42.8217101570991,3.4661738519628,0.217317919620735,15.9497838835012,2.8588450616265e-57,7.90442787791216e-56
"RDH5",549.569571923346,-4.50822079296218,0.217156983478169,-20.7601925609516,9.91685367760616e-96,1.48022089629953e-93
"RDM1",8.66647763163746,3.37732525109438,0.223951705037063,15.0805962854154,2.17297582869225e-51,4.65349688793943e-50
"RERGL",123.884084480222,-3.38341759590047,0.203347497199161,-16.6385996508563,3.66079326421758e-62,1.25300117036633e-60
"RHOXF1",6.66525795605088,-3.76797701038673,0.244976475342199,-15.3809748675801,2.19615928285918e-53,5.09919930799069e-52
"RIMS4",453.15051267194,3.55803374155416,0.253838143386852,14.0169388811345,1.22798166452901e-44,1.96279323705555e-43
"RNF186",19.2348545315678,-3.88600473077493,0.262518514708601,-14.8027834725808,1.40544077575248e-49,2.78173582056213e-48
"RPE65",3.58314881635974,-3.76803313591929,0.338200120759041,-11.1414304863715,7.88426685995869e-29,6.19629713792161e-28
"RRM2",787.984670920517,3.706307792959,0.176647171767688,20.9814159823245,9.69629178335923e-98,1.6452203801987e-95
"RTBDN",13.25920245399,6.51286081643196,0.441716557061832,14.7444344394822,3.34106938757693e-49,6.45203399632074e-48
"RXRG",25.7532443936446,-3.67853676890117,0.256133669457677,-14.3617853001907,8.98815688045404e-47,1.54889661797547e-45
"S100A7A",37.513866156475,6.61918522170972,0.640802564422799,10.3295236149249,5.18172837986116e-25,3.33552761987691e-24
"S100A7",325.453763886189,6.68931929864332,0.491192036044908,13.6185418487358,3.10709507710203e-42,4.46001818298116e-41
"S100P",923.49313068917,5.43044275753821,0.308775638944225,17.5870181213328,3.09754075475264e-69,1.39438501277436e-67
"SAA2",2199.60895014867,-3.66288011803519,0.272704774163474,-13.4316684747127,3.9442351838343e-41,5.40379274461549e-40
"SCARA5",1083.7801873898,-4.90875046878707,0.257448657571271,-19.0669103311527,4.75587164691361e-81,3.50979791578175e-79
"SCN4A",275.091976695896,-3.55852165209335,0.205223950323635,-17.3396996134302,2.35966849521584e-67,9.92460571335272e-66
"SCT",4.5549137696453,5.00284942920984,0.29406813430028,17.012552009805,6.62863942342106e-65,2.49698090559921e-63
"SDPR",1729.72595843565,-3.65101548096118,0.17127305278821,-21.3169288543942,7.90807934003523e-101,1.48104897224886e-98
"SEL1L2",6.22129926899424,-3.67287689289818,0.377453337777811,-9.73067800783425,2.23100906738275e-22,1.24515018289802e-21
"SGCG",107.343121900686,-3.76959878603046,0.285750251924198,-13.1919351274288,9.76460942194944e-40,1.26202491044623e-38
"SGK2",125.793458180851,-3.46403350181896,0.234546700473994,-14.7690566305922,2.31936622293951e-49,4.53636041948721e-48
"SGOL1",63.3656047663601,3.59103679028714,0.173634314245478,20.6816078140537,5.0721884986935e-95,7.24410691194701e-93
"SIX3",26.9289661345065,3.48418504809116,0.320857444587091,10.8589814787527,1.80753935625776e-27,1.31826860030966e-26
"SKA1",92.3229812311322,3.38319257277984,0.15190976266305,22.2710674644663,7.050167640894e-110,2.18687387510981e-107
"SLC19A3",1660.52485527164,-4.32336690425209,0.276190326401177,-15.6535783153108,3.14053118617938e-55,8.01360219897597e-54
"SLC22A12",6.25024571384338,-5.14980435272381,0.382189770742717,-13.4744693525316,2.2106898870728e-41,3.06043344757107e-40
"SLC24A2",14.8868176243487,5.80215571649961,0.302128205322711,19.2042835269291,3.4079355666013e-82,2.62226111892128e-80
"SLC2A4",417.306970246145,-4.51588352475352,0.226330210099993,-19.9526325838623,1.42200226132281e-88,1.48576783640949e-86
"SLC30A8",570.202924673296,5.8832204145142,0.434702504433299,13.5339004365385,9.86474635434571e-42,1.38497131984774e-40
"SLC36A2",1.51451281831202,-3.34479597638296,0.349395498325282,-9.5730940793891,1.0375322099247e-21,5.5894408226391e-21
"SLC5A8",78.8580498206888,3.73587966857396,0.437012720608891,8.5486748838083,1.24509695649855e-17,5.40631338154181e-17
"SLC6A4",144.99677826919,4.47447852525452,0.328846392172533,13.6065915021714,3.6591532998325e-42,5.23731155791454e-41
"SLC7A10",236.901992077264,-4.93489765745951,0.296921467410328,-16.6202117364582,4.9756590886891e-62,1.69428446361331e-60
"SLCO1A2",41.2389139809512,-3.91816898701742,0.332585411083422,-11.7809406439497,4.89438026324258e-32,4.48169912296549e-31
"SMR3B",23.6467983270243,-3.34889529150295,0.471165805340956,-7.10767898166876,1.18010648770634e-12,3.82551828771166e-12
"SMYD1",213.84748296398,-4.4771495995769,0.30168839135738,-14.8403111549402,8.03822526776e-50,1.61349694656796e-48
"SORBS1",7622.85489594849,-3.47454311393845,0.167513858520253,-20.741824853365,1.45307231378922e-95,2.15271578905548e-93
"SPC24",13.2058285006195,3.52991806355423,0.205107982473551,17.2100472199292,2.23249668578775e-66,8.98976150228365e-65
"SPDYC",16.8973028159703,6.89867326902313,0.716105914686451,9.63359347764044,5.76764296721674e-22,3.14040724589102e-21
"SPINK4",1.22961267724118,3.48544795296175,0.658215373413985,5.2953001308427,1.18821092229707e-07,2.76113346944181e-07
"STAB2",49.9822793663051,-3.83176535809937,0.238402930867428,-16.0726436716088,3.96796676617128e-58,1.13997215979786e-56
"SULT1C3",16.0832337883614,-8.82452589720768,0.804172642584073,-10.9734221607584,5.12935184761205e-28,3.87031139790173e-27
"SYT13",967.544896184436,5.32902592521662,0.312339335835561,17.0616547895274,2.86328007555085e-65,1.09945524293685e-63
"SYT5",6.09207776987558,4.14245431991095,0.381848567653379,10.8484217850235,2.02898418879248e-27,1.4754356819014e-26
"TCL1B",1.86154057393117,3.45786104456424,0.548886009195664,6.2997798935181,2.98068605078984e-10,8.30026363869826e-10
"TDO2",43.125825890736,3.9691217237617,0.238224707959257,16.6612512940536,2.50723579394961e-62,8.64125780928604e-61
"TEX19",3.3140610001444,4.33702709048444,0.391510277721229,11.0776838751921,1.60983123933629e-28,1.24739928818517e-27
"TFR2",33.2021426972896,3.68811382239921,0.200129253990544,18.4286592232712,7.73770531096015e-76,4.61288065565108e-74
