V1,V2
40,52
40,1
53,101
53,1
76,4
76,10
101,52
101,106
101,4
133,12
68,14
68,20
68,26
93,14
50,79
50,17
128,17
129,17
38,73
38,96
38,113
38,32
116,32
117,32
52,34
52,46
73,79
59,44
65,48
88,48
105,48
