GSM398074	GSM398075	GSM398076	GSM398077	GSM398078	GSM398079	GSM398080	GSM398081	GSM398082	GSM398083	GSM398084	GSM398085	GSM398086	GSM398087	GSM398088	GSM398089	GSM398090	GSM398091	GSM398092	GSM398093	GSM398094	GSM398095	GSM398096	GSM398097	GSM398098	GSM398099	GSM398100	GSM398101	GSM398102	GSM398103	GSM398104	GSM398105	GSM398106	GSM398107	GSM398108	GSM398109	GSM398110	GSM398111	GSM398112	GSM398113	GSM398114	GSM398115	GSM398116	GSM398117	GSM398118	GSM398119	GSM398120	GSM398121	GSM398122	GSM398123	GSM398124	GSM398125	GSM398126	GSM398127	GSM398128	GSM398129	GSM398130	GSM398131	GSM398132	GSM398133	GSM398134	GSM398135	GSM398136	GSM398137	GSM398138	GSM398139	GSM398140	GSM398141	GSM398142	GSM398143	GSM398144	GSM398145	GSM398146	GSM398147	GSM398148	GSM398149	GSM398150	GSM398151	GSM398152	GSM398153	GSM398154	GSM398155	GSM398156	GSM398157	GSM398158	GSM398159
ELK1	-0.273053331893736	-0.785856317033506	0.0622006447220425	-1.34817024500664	-0.58940000962789	-1.62760713810299	-0.9319950050886	-1.6808752780271	0.926464657074073	1.60814399610374	0.128870967082159	-1.49660088959616	-0.696827649218855	-1.6328442805788	-0.633221838774805	-1.15372896093045	-0.656085868698869	0.147823903674476	-0.800230167062536	-0.470259306976796	-0.710155182070017	-0.316949479695038	-1.04932414616663	-0.320376774174935	0.906496795211291	-0.438248355487077	2.6774933154884	-0.849466556924328	-0.989697598951875	-1.3648566225531	0.265747801710433	-0.319577373845714	-0.412785199812226	-0.728482328608561	-0.210248166007764	-0.692255881819109	0.344909165995861	-0.958875292661808	-1.11658348786307	0.503274542485489	-1.15864536216191	-1.44968685324981	0.313406648373238	-0.213405411061524	-0.596643205748398	0.311704499766875	-0.399773420704649	0.0619058675242686	-0.607175014252585	0.586410067702689	-0.666718482246482	0.285811537497543	2.56550245593841	-0.329883784315318	1.22133295992428	-0.0350504916842699	0.739764204311139	0.152425469617498	1.00767098633202	1.53012656488854	1.05883049434841	0.718497510005346	-0.169075069805374	0.375656050656718	0.885154529140076	1.54770602487895	-0.227486502156521	2.52189121956683	-0.00679125243156392	-0.664467442727181	0.758850056690013	0.253696252689627	0.801914769629888	0.57324963678844	0.604327950427692	0.474742293888292	0.503735427484162	-0.730725677967661	0.927152197493324	0.498915553176808	0.0910402070466001	0.696216232924332	-0.350675989134064	-0.33305770480777	0.0643399066228229	3.49049703283126
FGF1	1.49040818107856	-1.35033852495822	1.14735887416684	0.0471710799504478	-1.16890275655565	-0.517026444783193	-0.13801375910789	-0.17525363662763	-0.786281643801208	1.27599453224297	-1.03160633815613	-0.942133188500988	-1.47957741455226	0.0856741867065136	1.10460316498917	-1.54941332347474	0.865958443081162	0.55055424995609	0.552272417365593	-0.51118270535144	0.708657729544008	0.201603990938677	-1.24192940727868	-0.108770689993972	-0.328298961486077	0.264279868280593	-0.0588265605570648	-1.12221196123704	-0.0746443298410123	-0.460666745927509	1.52065288887701	-1.39861000941976	0.744834318491251	-1.18750386997195	0.755279716128877	-0.658998735210794	-0.4841388061472	1.07341987039082	-4.53910521736319	0.365450634629562	-0.939508088637708	-1.60107057559711	0.681904105363831	-0.463539446198141	-0.451985723936455	0.806928892105811	-2.12190661802252	-0.784690937804183	-1.0137012142271	0.289613358156187	0.0142276749923641	0.0766566387295972	-0.388667737815408	-0.452785838604051	0.664771723954639	0.183505580146575	-0.228288616081871	-0.891832398997842	1.11526035040272	1.08718614316874	1.36739047081211	-0.114750460276934	0.618553930535082	0.173441143366318	1.13570536386431	0.331804595936438	1.08494196818849	-0.191036926111116	1.6582005764994	0.624711790626743	1.41764352203235	1.25889692874821	-0.48453339766236	0.504463673774919	1.32303751661479	-0.29886515416744	0.0988700222025513	1.19730213295855	-0.392837234428367	-0.357259995657458	1.00489054352954	0.990355060271487	0.00368684169291428	0.356686590536493	-0.228921959462289	-0.105193932037401
FGF8	0.014801025236578	-0.449747827538922	0.115251570265032	-0.324701473091627	-0.0620300361834835	-0.418135484779115	0.229169407618416	-0.558777237750486	-0.724661744588621	-0.0298183795318493	-0.694511892137351	-0.164809504758615	-0.42815115517126	-1.17418060104783	-0.13360400302977	-0.266367091990511	0.350431242354905	-0.34480450786795	0.756813118872852	-0.451045324006503	-0.145322385975254	-0.710262441865783	-0.738263565431643	-0.276607748157288	0.400474379892753	0.840703447939991	3.79715356301123	-0.965868705460458	-1.55936984068294	-1.32950072133493	0.129282609066643	-1.96827649384555	0.554810063731144	-2.01031628484141	-0.0461024362059303	-1.0152787881236	0.0477910885180164	-1.89783544906924	-1.565435748543	-1.99464971235517	-1.52355333602052	-1.91149912116924	-0.933690521890034	-0.124452942719744	-0.0974714399014431	0.0831194964236155	-1.29821451980866	-1.36492847875197	-1.05952716746165	1.5833196258047	-0.389949565956813	-0.69896181456351	0.642194580663527	-0.0317977954493014	0.408986865477177	0.472721473479752	0.46594757580328	0.581339938036031	1.30411964383571	0.733434197237077	1.47628800446632	0.641050747993192	0.394310523850621	0.976877345420183	0.694044520674675	1.37476775317117	0.0181819122776135	0.670805310453401	1.12636785505467	1.34629271828319	1.08293277653453	1.09863961529099	0.418764573150349	0.0392037889665253	0.11725937160973	0.13438626484954	0.280353798769428	-0.00248844652569562	0.603812195817392	0.569694178012512	1.47825693215552	2.09643210168751	-0.379366093014567	0.642959357462412	0.943086473784474	0.527704795594827
HEYL	0.670842027867353	-0.109866202695871	-0.31429789981249	-0.487489797021428	0.389972774009048	0.25446165736468	-0.249077416899645	-1.17263198300416	-1.67029104566321	-0.87558046809653	0.354768779375244	0.340929607669197	0.10211473163456	-0.424017877381316	1.4420039331159	-0.967765039110817	-0.394194289810032	-1.02408998171971	1.24524439814962	-0.560971932784534	0.262330281348481	0.237107434729477	0.910901906200976	0.465369304334498	-0.807158003270101	-0.546661166646554	-0.510370916560105	-1.12622948907162	-1.13014760180851	-0.635034963801003	-0.253599590102758	-1.21923962098103	1.29262849965	-3.57021031825463	0.604826980760474	0.19739147597613	0.762607363512467	-2.13492656079758	-1.23208084599021	-1.39438439206844	-1.0338608714736	-1.42422870167914	-0.125711991889883	0.886950553118468	0.739186888378997	0.666221793073097	0.264024171835356	-0.233003680144173	-0.37052978572505	-0.796686042189219	-0.977322291209223	0.932281090787812	-0.21594011013083	-1.00448565388563	-0.180401431896871	0.680222468487539	0.945131342564259	-0.16116599161116	2.18239277391375	0.175336644786937	0.973820721542544	-0.885430412291316	0.468795111865984	-1.25609872100296	1.63449256858669	0.164076978244592	0.985255952680674	2.03667342193045	-0.757700725374916	1.59848912408076	1.66797450815706	1.32224063562866	-0.365975791407446	0.648879288854762	-0.287187379486815	2.0231503485875	-0.229273952401494	-0.00252676961340841	0.650427585433741	1.49856728385673	0.5392843104292	0.41485689324668	-0.393379700615958	-0.379033704207084	-0.012458991339847	0.270486487157938
HNF1A	-0.445498332866188	-0.695448388996091	-1.58555325387944	-0.655620142531905	-1.10756152247755	-0.606114605351902	-1.80010781750769	-1.34519363691714	-1.40869264006332	-1.92701001951928	-0.62370976781313	-0.84213591782479	-0.100211836545936	-1.27364639141009	-0.852902054568804	-0.303302105990865	-0.937135524830626	-1.70192291443381	-1.34156317169046	-1.11348074706422	-1.07277518657739	-1.25410774622556	0.122297628916322	-0.442948814344556	-0.0447280391744643	-0.507982894456	-2.19893883099753	-0.275695338370959	-0.413982477877157	-0.869890803369681	0.894435355765974	-0.755965194103673	1.25764854606972	-0.139854084287688	0.458605838663692	0.147257325401515	0.645547500882734	-0.911276342089995	-0.227495105747544	-0.130028799342792	-0.476009172198253	-0.185945366784387	0.657440920263298	1.27975232575695	0.909075498990702	1.16900419507766	-1.22006109199342	-1.72046257878075	-2.2146596928578	-1.06926604841785	0.451103626847953	0.776346121593816	1.41845676958872	0.988970560849875	0.996950994259584	0.371664114830709	1.19133069354132	1.50661934808156	1.13480778746616	1.11005350504991	1.47318394810758	0.758973365448933	1.01389647079238	0.430385481488876	-0.51927279933549	0.518400501782943	0.977955555468985	0.882695067949226	0.875166569462633	0.363694910165347	0.611208861526864	0.953151588201322	0.472487209374167	0.786278153492871	0.926523126087693	0.219865836580994	0.622028199094218	0.779114247550756	0.589781357523974	1.17159407833164	0.289404012433105	1.49735320203791	0.478838233163192	0.653238811050359	1.30480548493296	1.18076426966912
HPD	-0.282023352203848	-0.452436583282394	0.0183306507646039	-1.74976277433512	-1.43155137521942	-1.06935042365664	-0.631778028395674	-2.02987017562403	-1.09788071181327	0.936676973076257	-0.564705040980019	-1.3640143050471	-1.49487490921984	-1.08498378480942	1.15118454030476	-1.61110463808672	-0.519004454314454	-0.969733538862879	-0.592500236529277	-1.22596015232549	-0.461537352981219	-0.503337328857614	-1.02652181007591	-0.705962207861108	-0.588597925169093	-0.604477971739918	-0.988888233166583	-1.25379164778188	-0.527140860863537	-0.616586319726798	1.09014537901276	-1.63780292155211	1.28903254688606	-0.851372211346019	0.10959318110113	-1.11298033174536	0.940802435710081	-1.57003968705317	-2.03621237986855	-0.616482357537489	-0.114955985784255	-0.458351484920787	0.315929727669336	0.134329814601798	0.274223395341883	0.805388219182419	0.0995695071199632	0.519835049444894	0.260067778600232	-0.745202402004203	0.050652730028018	-0.41177225225722	-0.0568949105934126	0.475779587785351	0.620258369086578	1.16797086440672	1.43728379581071	0.709607915774785	0.312676385302462	1.4595537095058	0.838663861929946	-0.0393508977534934	1.06743603377267	-0.836678608111471	1.84387344584324	1.43138742346915	0.698428623324203	1.86532074452316	1.12085777441178	0.843787540506627	0.933352815505654	0.931363809470955	1.11256752947893	0.847473910852819	1.31766421901291	-0.506098337484644	0.930453640227321	0.522942689683475	0.138844065825955	1.47750199022056	0.64315275212451	1.86011302096606	0.931763759945781	-0.396090140231279	0.239390362059883	1.06342848150058
HSD17B6	-0.608668954724261	-0.516417002745544	0.656354748910365	-1.31743012238244	-0.500471830723542	-1.15047927172172	-0.612189547851753	-2.01588691935962	1.03030707161637	-0.614753140042497	-0.630573461757888	-1.04772842964691	-1.16895951867064	0.150381732112866	-0.310085547629509	-0.806347493498511	-0.0153731810843122	-0.545189123765608	-0.66866769973453	-1.0785733553434	-0.574480660767515	0.337109365954662	-1.84459720957257	-0.534320003587518	-0.596369743863588	0.197578564135855	3.0075264179126	-1.24597521841394	-1.64082147324761	-0.622396311365149	0.0322697675391771	-0.814658747200276	0.136710027233964	-0.210115247444619	-0.665111128060773	-0.652839608688023	-0.262278997463564	0.844344516134172	-1.35720954353327	-1.54885707699164	-0.778139563132627	-0.771803093335562	0.00319080314300164	0.391509685113247	0.829642786492986	-0.512928351860737	1.23551411711953	-0.328996752018563	0.993694259489327	-0.507916300249079	-1.25315407139944	0.511168986074873	2.3243402950522	2.39023350519331	0.325154321308978	2.98432116591532	1.26993049072321	2.28493305198689	0.699476009193155	0.955699046006397	-0.246347183578921	0.233222406605503	0.248438612081513	0.261996565792128	0.15874015013837	0.0487280432801603	0.319373795158468	1.24512620811947	-0.157847676007926	0.247397683635008	-0.335299803937133	0.0928454345456612	0.0567634157927248	-0.229412474373877	0.136068554920815	1.36813354963982	-0.283568155746001	-0.420460420208862	0.47357476309925	1.27223449589425	1.02795670153004	0.681875992210195	-0.774319263116618	0.704192824193998	0.403866362328165	0.206092386520053
INHBA	-0.426182111982587	-1.10622533228796	-0.298895325057228	0.666339473813622	-0.465713078304374	-0.930354945344954	-0.594676824588274	-0.970293508606006	-0.176092964399017	-0.413047729141488	-0.902018018587951	-0.797646782687011	-0.841537269571601	0.917129845493052	-0.55958619632093	-0.798796460090204	-0.817668865083298	-0.855771411322024	-0.234224698786616	-0.471313324841664	-0.758024418227971	0.573462910389548	-1.12204324645553	-0.644781475231896	-0.716716786517731	-0.0336363277581587	0.577416348575964	-0.454463816291054	-0.996212498084895	-1.14416942986122	0.0286858453554068	1.4683120156435	0.0432510750616243	-0.102014089156979	-0.527716024653829	-1.1475009707375	-0.337056982392228	1.24497547537074	-1.05344961236347	-0.738486284201742	-1.56065629618258	-1.45488670965037	-0.66376385119074	0.520857184574645	-0.507516940909213	-0.178589696521128	-1.06477756657371	-0.640825841307515	-0.758242930809477	0.00190282247646072	-0.250628073680571	-0.577678615782297	0.182629056261727	3.00113450385416	-0.487201503230343	2.5624920539743	0.0905035995703894	3.01735357134454	-0.307790086873838	2.89100053846957	-0.411189327150875	-0.314812896054687	-0.548675462982389	2.025850202078	0.337714037230925	1.38092455377214	-0.600743245872075	-0.0951506122689409	0.10135548964544	1.26355249979441	0.795423463024903	0.257405718004534	0.1408249409073	0.702116457019839	0.00603125324737342	1.94281340915883	1.22634236385365	0.616042242521405	0.537694802362771	1.06119957277882	-0.0386437263048714	1.58236481839655	-0.422400282391325	0.808611960017054	-0.252762642090744	-0.000460987278107067
JUN	-1.1273471858502	0.343078846141606	-0.367586871899025	-1.49828188734189	1.71120523695574	-1.27121185637132	1.08721760071915	-1.12563015441095	1.46994502785449	0.244998205970913	-0.0398202704241078	0.570053786675164	0.738677947809084	-1.36738565877723	1.67339682840279	-1.13718003491216	1.2247947555367	0.573092655020874	0.313353173116714	-1.40187344520842	0.826328872857868	0.57723261680654	1.24143752500496	-0.88816617108485	-0.810506518675404	-0.509658737828607	-0.212511727872706	0.517765567111309	1.47846597678444	-0.611172462034166	-0.322247359881771	-1.36052164605895	1.34187422345469	-1.57055295420006	0.785015643085931	-0.741344227426264	-0.615669709488543	-0.461827871274235	-1.28939743530514	0.00759343009105455	-0.334723351236537	-0.0910580856031473	1.70797259964664	-0.694422555650035	1.13129293698504	0.695857075698566	1.64088763713873	0.168806964093827	1.6750603618496	0.13689403744786	1.10618977867399	0.938703550131442	0.0530110587650202	-0.755830361302067	0.0761723669500442	-0.812930881754114	1.91630011135112	-1.13405053199218	1.91957843727891	1.46695179557024	1.90388841050296	-0.196838809617453	0.797059945131147	-0.802694562164187	-1.15531917403299	-0.947858044204648	1.49212082709755	-1.01341131540822	0.104237298738128	-1.16914657606192	-0.268117326409572	-1.12626415316343	-0.963925968304224	-0.998915831019559	0.215665547053236	-0.65564323340988	0.0208481888448074	-0.540141184698223	0.526339233292259	-0.665890692538684	-0.165377212625164	-0.731944835477453	-0.264960404464761	-0.212743201146529	-0.590658384933946	-1.39660521809624
KRAS	-1.0169290614203	-1.38585796034415	-0.565572686514923	-0.129292270739662	-0.417343514733891	-0.330621746807741	-0.355734888150404	-0.606233040508037	-0.498313246582528	-0.739382003259016	-0.822817161335009	-0.478746984129373	-1.45257277425665	-0.477231651486086	-1.07863090398187	-1.01738679404361	-0.991807563605444	-1.14790000566892	-1.30830991577622	-1.29184526936997	-0.730231235752867	-1.41205699045831	-0.362963555455947	-0.279757888608957	-1.30252071655832	-1.22808457657346	-0.788072642250839	-1.12962675864763	-0.766035237908802	-0.739416028565192	1.33168106627078	-0.649143380821367	1.07793993364617	-0.690451781012146	0.351673767857265	-0.318818139406357	0.560783740783228	-1.1383285428084	-0.438343851746078	-0.339006765102901	-0.279007176451367	-0.618627473549245	0.146978511482208	-0.0741353903733585	0.640174650523692	0.657612193250009	-1.76478072847746	-1.60142972058372	-1.42758261958883	-0.207099321103815	-0.700689375979468	-1.10595271408116	-0.539628560568014	-0.15538234265388	-0.12449692392515	0.387142615125237	0.175748458336467	0.0471983049234947	0.370559539115564	0.905524215024886	0.621921702849492	0.762092996347261	0.687420316986797	0.767028931584569	1.47869849296105	1.63252279436276	0.61078532871766	0.477582524764765	1.2168817416801	1.8492115641952	1.73174573577711	1.95427433478788	1.5099105970669	1.49323343311863	1.65201272909284	0.982164363127119	1.2297598932235	1.63886339527809	1.95268883859105	0.627778593471994	0.793306881279944	1.67986406955894	0.479103585146956	1.11764569583664	0.844204009001608	0.580480336579043
OXTR	1.11707527687923	1.89492957034194	-1.25252582489547	-1.21271612592822	-1.18076926232095	-1.26048061188917	-0.664827595853139	1.20361458562944	-1.65315351411158	-1.70935135847142	-0.148161858084574	0.78695388594808	1.03381793471149	-1.08678541745948	0.129614917474724	-1.071863882856	-0.334787739256703	2.5895273091074	-0.76014110481328	-1.90416571952737	-0.269091143023817	-0.242842272681985	0.691907123041033	-1.1145370772537	1.36489043627196	0.105073923261728	1.80642979827949	-2.47189023963384	-1.12887195137895	-0.445338571338561	0.358575139339591	-0.294896550808226	0.075939732884417	-1.22838093058401	-0.744591494131131	-0.113718138997028	-0.357174860532675	-0.329333515098844	-0.580806119336045	0.947575612350591	-0.970443251978419	0.372847762647285	1.403254063093	0.56675604358802	-0.324262892144007	0.225111151587195	-1.13405841968309	-0.815795439058493	-0.366882892239192	-0.702943720242876	-3.01326387661269	1.08597855736826	0.637190676839053	0.498842718180091	0.453757157528001	0.0430487581738586	-0.0505599597423235	0.551768528534529	-0.010339900855056	-0.259802985983426	0.241163091386735	1.5122374085346	0.517920062648989	0.243248595749307	0.292599470400191	-0.0606068319772898	0.51863118127307	0.780032526870419	0.466424220619622	1.16807629597285	0.253788832022369	1.00762779454679	-1.33100759586107	1.14976037784471	-1.33977578448949	0.441940655012314	0.211812001613407	0.303159810474046	0.44627630261878	0.5472190515462	0.593907441665227	0.150138706025377	0.11321883195337	0.939174920988739	0.850164388056694	1.24794380024932
PDE1C	0.454005291138709	-1.67921077433269	-1.07233969666707	-0.104185236407275	0.069241477604912	-1.18389504580919	-0.914887534114729	-0.936953093423305	-0.117038521882771	0.00840452430557885	-0.488538130601459	-0.120427821581515	-0.988172974395114	-0.904772937322642	0.288105467658905	-1.53163628623133	0.380751591359586	0.328625796915121	0.437236439574368	-0.726687705338813	0.759645181625094	-0.985188305863944	-0.353403245734627	-1.43863839413765	0.345014520709847	-0.197742842518961	-1.03966187655717	-1.44569497530796	-0.735390606565164	-2.15554631801053	1.0037826984315	-1.44035865327714	0.927253436413894	-1.16914479939318	1.41246151825213	-1.15594302356364	-0.0814366206331634	-1.38366474425296	-1.06540228932788	-1.95054346964498	-0.493058734720181	-0.512428071928986	0.0774329178351517	0.606473452568524	1.30000445592037	-0.367762068642681	-0.86467665129434	-0.143200351861363	-2.02688039933629	0.0835282728826204	-0.127332085252636	-1.74505542254346	0.840448518500437	-0.201860118199894	-0.00933588297245035	0.300176811822341	1.36814495107455	0.91072636453258	1.93560539740446	0.364404653264439	1.40755844589523	1.63691271185377	0.780681865368294	1.00429556412364	1.20433460639759	0.357546041149972	0.695625458734323	0.218555847562327	0.611911009512464	1.42148446110414	0.340502756276917	0.667268744918514	0.959961983781407	0.939319406271207	0.328220960222063	-0.67618892881467	1.32826363506793	0.898540328038729	-0.13820461507786	0.506631020782626	1.26793800348125	2.3899300833607	1.0279168294899	1.01949063453348	0.102225084166615	-0.644099968346637
PENK	-0.727669340649275	-1.15438514890242	-1.69305573017553	-0.767486809826225	-0.675396207332966	-1.87686599859669	0.515924248003203	-0.591790626412705	-1.4387400581673	-0.222269732253197	-0.348897996547167	-0.612239090293872	0.778433692854743	-1.27641545360471	-1.75849957502052	-0.761795998748708	-1.65828542753963	-1.66273271443908	-1.29227326374204	-0.743388600904059	-1.32254213145301	-0.943485323813317	-1.14818185956126	-1.03853443986816	-0.648370254277144	-0.941056396428964	-1.20297636710898	-1.12538677106858	0.0491443374292913	-1.50948034516525	0.795742565242649	-0.669293026190461	0.781811002793712	-0.720295463452188	0.647931383706595	0.22291236271236	0.249326075953918	-0.622354266287791	0.238354351240691	0.216128463199656	-0.360768907074013	-1.7881908822174	1.40369455188335	0.696899880908857	1.05301858259226	0.721498737371893	-1.03531742484123	-1.22843356072133	-1.10917461614662	-1.44693580612508	-0.187138200294173	1.39073908250014	0.426627230457437	0.84198294417852	0.910971004296938	0.690421821165513	1.14286365719773	0.99793258985959	0.187743270759476	-0.0173183141475691	1.77336706810294	1.27014803097351	0.725968586279873	0.757176187579677	0.740232588223048	0.794744482058569	1.09570031955374	0.279836765143504	1.30001391434577	0.885371222094565	1.40724974478945	0.949472560291304	1.13551969820296	0.685638575324441	0.410654387939739	1.00596851543379	0.097274958925177	1.07995955094009	0.930885550837835	1.0178100856719	1.06125226576821	0.806293310940936	1.28178641359936	0.863840456328001	0.686866986234925	0.324288067506734
PITX1	0.791282502191396	-2.18870711951291	-0.449619781969554	0.767537192702656	0.975726931326499	1.30862810156718	-0.165272866963114	-0.474182927644848	-0.586000770288075	-0.111837786891391	0.501754783819971	-0.00623702199193477	0.289433075784359	-0.175152806657132	-0.88548483353383	-0.121126005607708	-2.00358002355769	-0.614614947766025	-2.03748920009839	-0.816947539967657	0.740269437160025	0.643640193161425	-1.65234234049983	-0.741952545655388	0.715490150421363	0.872753759087003	-2.45432774545337	-0.361594489537913	-1.01116052125235	-0.165259278127137	-1.38756068008225	-0.758692877304536	0.911324913287861	0.939551279058584	-0.235215227022904	-0.753081837433178	-1.04083107261415	-1.41227557305807	-0.810381496441742	-0.732602149782375	-1.36317999566113	0.253546951811737	-0.965252403942143	0.803833671376843	0.228491574714321	0.843860006564507	-2.28277999213647	-0.841336110898354	-0.346552650899003	0.520792273678826	0.97404642390606	0.894891975906287	-1.35780858653525	2.09452399202441	1.29175183748155	1.2915056541952	0.666995492171972	0.558658851269928	0.134968576520239	-0.0672557627291801	1.36224457670134	-0.21667814952411	1.43728133641624	1.4853643499898	0.860001444758899	1.14926529637264	0.423022768997271	-1.10938304478364	-0.67406894363425	0.529330658236915	0.62473122936191	1.83129594399543	0.287855307972285	1.06160532424289	0.0353818789590439	0.682084232233254	0.70475570434937	0.24460402839453	0.363596033837227	1.16485142312827	-0.843123499689537	1.07621290267736	-0.431271540010538	-0.162386529816809	-0.80022210922445	0.2760867443854
SLC24A2	-0.202965230421549	-0.900261135926245	-0.201546197133937	-0.936805108984905	-0.852383902122298	-1.17290430270018	-1.44321523798021	-0.534849034640796	-0.367781285406262	-0.480722056204049	-0.901955704658348	-1.26666628023847	-1.22421771261124	-1.83587547173333	0.000133921810075363	-0.300309569998582	-1.78594457021548	-0.788851862182642	-0.756508852863529	-0.785062789735713	-0.0748982398754677	-0.730389518436574	0.00475712737792438	-0.644977168529919	0.345389138047943	-0.515692226421091	-2.93667183781815	0.254150491289851	-0.489474554608148	-0.360997288802733	0.557772129841478	-1.23047632498847	0.929949590497157	-0.391026964143803	0.358236295564637	-0.633857043548648	0.985873268898713	-1.19001834904358	-1.68113173232177	-0.763533558306193	-0.440457698976865	-1.24685938117288	0.847027874515817	0.205887284413302	0.628148101277006	0.493973675904133	-1.05871491261902	1.15602537534157	0.453045646437736	0.482403796142235	0.460295350477851	-0.51292874597954	0.710586205786747	1.45168223794711	0.278335543132555	0.634974347869563	1.82218607174701	-0.0642969410769565	0.743306169136703	1.29830879407132	0.372988198011053	1.71271771851794	1.39693471942439	0.528962652530043	0.0945473027454417	0.456044076231599	0.85231427208658	0.563074048000671	0.227671073975246	0.026147598314604	-0.275962005914667	-0.465936820527149	-0.240270315269554	-0.408313571870987	1.05988840602993	0.45110042589851	0.648609317852882	-1.84241504539324	0.958778115393452	0.709206450129356	2.09385013353674	1.10193462983751	1.67515651872865	1.11248144219862	2.50383856436695	1.28943245006453
WNT10B	0.406355656425722	-0.785966454162451	1.20047881247486	-0.118890837789519	0.661501537578795	0.561685291275602	-0.00215262693509954	-0.875892201046883	0.0713342809256081	0.299000832822772	0.0912605970480332	0.29104925276862	-0.55850112953645	0.0331855698157075	-0.575892112566471	-1.29970431209742	-0.408595900993594	0.418041026596076	-0.46256868316154	0.530375375578573	-0.734783963224666	-0.251678429320585	-2.080881309983	-0.219973791781128	0.331144210991962	-0.0298556401831499	-0.745787356004773	-0.808158283423573	-1.2293803713419	-1.57298030661513	0.715712023775992	0.478898313557249	0.380634149371674	-1.23454136850977	1.36805525823373	1.26637132483884	0.737627196339856	-1.89574620702263	-1.49690522326252	-2.85195875151733	-0.170975067229861	-0.55014240357921	-0.951608107209793	1.05861643261236	0.397730834921129	0.818049795044837	-0.17849919731489	-0.240962040344485	-0.444465362192476	1.25433139772223	0.238388448662614	-1.9027486507786	0.338208213144808	0.385122573611429	-1.36394474672104	-1.11947063136641	3.18536593724996	-0.597279613146121	0.683073858846167	1.87283929241951	1.57086509284162	0.215509162448453	0.452644230747444	-0.601348665660418	0.442228175402221	0.531688573540572	0.119681638896262	0.603215044501388	0.0138324945702274	-1.02593337222576	-0.0530530283825112	-0.382559605946227	-0.985949314220045	0.116713377073343	1.48906004379327	-0.209054474271539	-0.462038452408654	-0.0174318375295911	1.26781029661748	0.91038709899579	1.66102317426004	1.54498868161744	-0.372820308227628	-0.807209169287518	1.89595326574539	-0.231748537183245
WNT4	-0.343207337898847	-0.592013150971709	-0.814701841224523	-0.822804084319934	-0.85066098028443	-0.987437751180889	-0.129402273433588	-0.909716832552701	-0.710611097498343	-0.669812073486364	-1.33281819528538	-0.769564033127885	-0.823519444865431	-0.715038071307115	-0.760983602457072	-0.853774650159518	-0.0755696481839064	-0.739961148938446	-0.0575718439086344	-0.575763319868533	0.00122174329325744	-0.425794463678698	-0.464282557815458	0.457944151140017	-1.04978038721634	-0.589030619944207	4.05938385349933	-0.754038589294856	-0.314850701917749	-0.670829260511169	-0.136010135415914	-1.21019210203593	0.313486282540846	-0.863992507874263	-0.502935696746031	-0.940722604315023	1.13885073123096	-0.607473223341085	-1.40579144392521	-0.783883088849253	-1.50635008276835	-1.16565346130307	-0.166315501101786	-0.145142226178658	1.13078758006854	0.143414195256206	-0.966832994421985	-1.0010332896211	-0.762478260537094	-0.600391470093264	-0.282550164325075	0.904587915166672	0.0471688439388786	0.21764910447993	-0.0698303424620379	-0.3977566069657	1.06585108471709	1.18414314682947	-0.179105426761983	-0.0666509797058296	0.151438420187312	0.98327321436477	0.418418483022336	0.638234450799505	0.397748204130437	0.764145899777364	0.311465777934853	1.68375678487048	0.444023098818103	1.97298513110478	1.63586023683807	1.21653882819812	-0.0247881064914267	0.107575696148448	1.51856687478025	0.035023377838069	0.925290056412198	3.7855913524481	1.69081453311475	0.488389103279405	0.485830479116817	0.275622284085079	-0.26689025421791	0.419664576033641	0.511520573658273	0.330041861667332
ZBTB33	1.3910783477448	-0.418267475696892	0.928634717292588	0.0407443840057344	0.310372992146084	0.0453656905298784	-0.205612518126032	-0.388666193223072	0.189640089230689	1.49789893076665	-0.0269979939110194	1.02444667042854	0.493879015380927	0.742850817989	-1.10067599017674	-0.567443433001565	0.896412695092264	1.29696031311865	0.190081140130578	-0.32954020606662	0.305721831130259	0.589834851720274	0.260977712855904	-1.0765119588657	0.704724999829023	0.180304857014443	-1.13351929222948	0.999029112178963	0.299589536203936	0.951605813536783	-0.700933168524055	-0.170027432721709	0.362747441021087	0.414027042373242	-0.117820658589602	-1.46633301590383	-2.39998183642144	0.477259919520601	-0.969480150310939	-0.742131872830883	0.598116157499325	-1.39283715440932	0.698675976114213	-1.06655314139514	1.11958084534115	0.817010126017593	0.143603803419185	1.09556769348674	1.12835721503575	0.312722031737102	0.785199555750416	-0.0982369618567316	-1.48982018875239	-1.93057081376084	-0.156327449322759	1.13674344265448	0.842113535192839	-1.08993797655086	1.42006763298423	1.06606228031994	1.21888686667259	-2.07395157017329	-1.1244694640068	-1.92013148331532	-1.16444758781922	-0.202623264158017	0.875918231050549	0.288534352580124	-1.28322093801674	-0.99990684117536	-1.06440765173242	-0.601051831868034	-1.87440625524208	-0.796340019626759	-0.641199943232181	-0.0635056106911081	-1.9668052936128	-1.1947596928779	0.151080438766164	1.25273428737678	0.769703933599302	1.26227248228832	1.01956122022364	1.46641313599881	1.3476935507067	0.59864661413878
