GSM662769	GSM662771	GSM662773	GSM662775	GSM662777	GSM662779	GSM662768	GSM662770	GSM662772	GSM662774	GSM662776	GSM662778
Lable	0	0	0	0	0	0	1	1	1	1	1	1
CBLN2	0.00866710456407191	-0.310814156142599	3.98059983777682	-0.214563046140786	-0.641054128708796	-0.349545518836894	0.340114152119387	-0.967856561632071	1.31934061666073	-0.0407442477078507	0.280468903200597	0.568487491908313
CNN1	-0.770249146233736	-1.03067677271089	-1.2235323795272	-1.14653606660123	-0.336046845801012	-0.603025008297648	-1.57251249168404	-1.24950625352604	-0.759047607352877	-0.963993375857914	-0.581979322256209	-0.944582266632785
COMP	0.601850985621599	1.15645689601364	1.21337465432945	0.718090244354683	1.38017035118815	1.60088967146437	-1.35110675193567	-1.17306764060515	-0.212125509741344	-0.119933403772147	0.361256189157017	-0.279264848842135
CST4	1.23401999634318	-0.608134563311279	1.01455469797908	0.546537864613319	-0.602348803114091	0.558581691962569	-0.339077034685565	-1.52257986631384	-0.376900949988274	-0.393648167429794	0.0130278001719001	-0.252999092160048
CTCF	1.03941993486419	1.08963976866517	-2.65732892444435	-0.854956062233033	0.563304959837448	0.502651780843215	0.177695510338728	2.07429296131681	-0.945261906513334	-0.248299471510884	-1.27860478942196	0.669335702375516
CXCL2	-1.15753014858557	-1.38720652314458	-1.219191971015	-0.52002017117115	-0.564628009840971	-0.154418645000542	1.75046897596221	1.89004083915222	1.53729002553696	0.568278182611083	1.01515402787769	0.0218196986156443
DACT2	-0.561885905229116	0.280951577404599	1.38014081961468	-0.482399840174753	-1.43650861410852	-0.207096541939596	1.15479230531994	-0.192422899143102	0.473180897926695	-1.25867694310149	1.27756331667994	-0.256177347155455
DLK1	-0.458403308038571	-0.412878531830043	-0.206041008153152	-0.384612623916005	-0.518954409307923	-0.573349210693632	2.58497769185405	1.78642422056773	-0.307029092968573	-0.489857047099255	2.08016110139529	2.20623433918487
DLK2	-0.721456597222899	-0.368602495432092	2.12556819072851	1.36524279263869	-0.213207205390801	0.0529480936252201	0.51146227481577	-1.39612933193792	-0.335997817465504	1.45455694391348	1.61326500872142	0.0499404428502251
DLL1	-0.559404297670601	-1.63997836607607	-1.06311869436795	-1.3236935475136	-0.473116120237347	-0.86700467154962	-1.22442021569704	-0.433828555952332	-1.61323592217032	0.487262244838844	-0.451845042532738	1.43335195857638
E2F6	0.787266478068709	0.781287807478336	-0.262397209244227	-0.68072170287639	0.430061961950824	1.84947695295863	-1.40343912241146	0.713768126233515	2.12559048628031	0.306558907501767	0.281788124421929	0.742622930772976
EGR2	-0.790969199044702	-0.80917785315642	-1.19625576920806	0.412743059940309	0.754712604526747	-0.599352543911693	1.18741234102473	1.21094333213609	-0.538840703012229	-1.04501373639705	0.164346461380528	1.19019247941043
ELK1	0.00841704515995992	0.510909921371164	2.55874082336164	0.914701536805684	0.344242987527142	0.617238441014291	-1.05272849119327	-2.34583835247819	-0.498959290523488	0.0977793190077589	-0.279455338987485	-0.564055301839096
FGF1	2.28073045507634	0.483652095543426	-0.548573432920739	0.30211889730322	0.815992070642171	2.13906580309438	-0.894680192381367	0.102056434237787	-0.344851057216274	0.289783919768741	-0.228109032096344	1.21712768394532
FGF8	-2.37141226811224	0.0316693563774814	2.40032244969503	0.187941056394505	-0.742027302955444	-0.638393443950204	1.1129341944768	-0.556352045246583	-0.786655037726302	0.356402048517279	-0.298784840220119	-0.0238541129695401
HEYL	0.434647607451745	0.401265748432982	-1.79079336868491	0.400806320212226	0.219664525343501	-1.14838564017712	-0.782270223577197	-0.93751786191863	-1.92747815189409	-1.05863096096474	0.0517581732599599	1.13942027316003
HNF1A	-0.285009346974565	-0.0100711390344684	0.906780317882374	0.421044985842016	-0.0134923158301032	-0.346159891657379	1.06647510886742	-0.145458827751229	3.06173891012013	-0.682152947027265	-0.348982960621609	-0.518199628282618
HPD	-0.75460192753765	-0.499825039421611	3.99428918267741	-0.381475761498714	0.649216578311225	-0.248421257326645	-0.277465342504349	-0.736081427811457	-0.00834959545977892	-0.700745931403437	-0.114267651192653	-0.959135959302347
HS3ST4	-0.147166435550118	0.768153978821264	1.5447020032688	0.997654231399626	-1.1644732155327	0.377323090468141	0.41794442897482	-0.259668985241722	1.01942891843671	-0.506118852161452	2.09661608777127	0.254716756071827
HSD17B6	0.73473933963919	0.495908213118393	-1.56683387041198	-0.819995964511225	0.243213184823783	0.393852083432084	-1.18275886561499	-1.4127664344122	-1.53199283698893	-1.30781378175723	-1.27210576186737	-1.4773017543235
INHBA	1.57065587721452	1.21832513519163	0.898368500875415	1.06900208781981	1.5072862175131	1.61468185390053	-1.32967168005393	-0.888832392958243	-0.499886508777257	-0.239475578668499	-0.862451051324195	-0.81632650893656
JUN	-0.824780231922456	-0.921323530827971	0.562465448574006	0.650673581327857	-1.8801264470812	-0.139111956631748	1.26883081680204	1.89005569790099	1.49149773942162	0.699436206321056	0.436653917839137	0.720513900452521
KRAS	1.81652666419586	0.192768680545398	-0.828105238353213	0.917019402672295	0.0376374817047331	-0.153154408296558	1.80139669731912	-0.747682337495917	0.463656549042775	0.277036188370504	0.154139534344998	-0.0716853558833955
OXTR	-0.361273909525609	-0.371984021758695	0.981640445787663	-1.39775795123005	-0.604175218180586	1.16860696334546	-0.563138710413531	0.934321681375052	-0.231806439739784	1.65478802985093	0.227164129608129	2.04094497398168
PDE1C	-0.392055277859642	-0.981772447642968	0.0962317226745288	-0.736816784098977	-0.0110460221683499	-0.75178946531056	-0.580000688979393	-0.153611358989155	-0.30585768207068	-0.648280158072525	-0.219429070949621	-0.705673029640553
PENK	-0.305924323284583	-1.01925317287588	-0.961572309076716	-0.394565764976691	-0.716115271757265	-1.48698173204007	1.43743376498431	-1.10554168227468	0.441978663840374	0.443704863787673	1.38059451319264	1.50538229527498
