GSM1045191	GSM1045192	GSM1045193	GSM1045194	GSM1045195	GSM1045196	GSM1045197	GSM1045198	GSM1045199	GSM1045200	GSM1045201	GSM1045202	GSM1045203	GSM1045204	GSM1045205	GSM1045206	GSM1045207	GSM1045208	GSM1045209	GSM1045210	GSM1045211	GSM1045212	GSM1045213	GSM1045214	GSM1045215	GSM1045216	GSM1045217	GSM1045218	GSM1045219	GSM1045220	GSM1045221	GSM1045222	GSM1045223	GSM1045224	GSM1045225	GSM1045226	GSM1045227	GSM1045228	GSM1045229	GSM1045230	GSM1045231	GSM1045232	GSM1045233	GSM1045234	GSM1045235	GSM1045236	GSM1045237	GSM1045238	GSM1045239	GSM1045240	GSM1045241	GSM1045242	GSM1045243	GSM1045244	GSM1045245	GSM1045246	GSM1045247	GSM1045248	GSM1045249	GSM1045250	GSM1045251	GSM1045252	GSM1045253	GSM1045254	GSM1045255	GSM1045256	GSM1045257	GSM1045258	GSM1045259	GSM1045260	GSM1045261	GSM1045262	GSM1045263	GSM1045264	GSM1045265	GSM1045266	GSM1045267	GSM1045268	GSM1045269	GSM1045270	GSM1045271	GSM1045272	GSM1045273	GSM1045274	GSM1045275	GSM1045276	GSM1045277	GSM1045278	GSM1045279	GSM1045280	GSM1045281	GSM1045282	GSM1045283	GSM1045284	GSM1045285	GSM1045286	GSM1045287	GSM1045288	GSM1045289	GSM1045290	GSM1045291	GSM1045292	GSM1045293	GSM1045294	GSM1045295	GSM1045296	GSM1045297	GSM1045298	GSM1045299	GSM1045300	GSM1045301	GSM1045302	GSM1045303	GSM1045304	GSM1045305	GSM1045306	GSM1045307	GSM1045308	GSM1045309	GSM1045310	GSM1045311
DLL1	-0.205341226745197	-0.271211602008723	-0.194094960364465	0.266387702301902	-0.0374631833590511	-0.188661711941416	-0.975533172083372	-0.792317960315278	-0.271211602008723	-0.835774385343614	-0.271211602008723	1.39271552001418	-0.473723842057349	-0.271211602008723	-0.411553277059227	0.301665505913484	-0.0974046417243091	-0.271211602008723	-0.194094960364465	-0.271211602008723	0.755049825305871	-0.0282759291384182	-0.194094960364465	0.872777258245614	2.16878999188373	0.625164301916765	-0.271211602008723	-0.894265367677799	-1.41994104042285	0.489774221870287	-0.731080015021732	-0.541217290892513	-0.194094960364465	-1.0098099781769	0.509681538161871	0.843185857972747	-0.017125176161982	-0.627584971189303	1.35415913157101	0.275977881425113	-0.194094960364465	-0.284972461451623	0.00554032707856951	-0.194094960364465	3.23666068238195	1.52711733952123	0.687931735775063	-1.13869583388567	-0.271211602008723	-0.271211602008723	-0.194094960364465	-0.996596531433745	-0.429097491632359	-0.363077355672207	2.16875536301571	-0.194094960364465	-1.13869583388567	-0.194094960364465	-0.271211602008723	-1.24487856999614	2.22130077097338	1.37361009719418	-0.194094960364465	-0.271211602008723	-0.736132863498054	-0.943401874670545	3.0803930871427	-1.1277060390518	-0.491030023641926	-1.21063272576303	-1.24371634226293	-1.13869583388567	-1.12744956750494	-0.608849898883688	-0.00106085729328735	1.56802294734498	-0.271211602008723	-0.271211602008723	-0.0788987660204923	-0.460780239560514	0.356741381373395	2.06174386062514	-0.194094960364465	-0.474032353790629	-0.687281812409398	-0.271211602008723	-0.404969760152153	-0.194094960364465	-0.134729856586312	1.77161828049227	-0.472291496678048	-0.254398353574475	1.32359294034255	-1.18630459755977	-0.868234737960827	2.78648325470365	1.97756564532167	-0.271211602008723	1.18314141698037	1.88262686762008	-1.13869583388567	2.28940549524401	-1.07354682922539	1.30478099226846	1.06134655327699	-0.571384330400658	-1.13869583388567	-0.034395594136772	-0.271211602008723	-1.13869583388567	-0.938922491503172	-0.271211602008723	-0.194094960364465	-0.194094960364465	-1.13869583388567	-0.92061093402266	1.04856645446039	0.27116198295573	-0.194094960364465	-0.622874208203519	-0.271211602008723
E2F6	-0.321968581855394	-0.314237823256552	2.15637745892382	-0.0552564609287785	-0.365671421343985	0.211146387318777	0.136752605014928	-0.515451197267142	1.02318775969266	-0.972575831001047	-0.515451197267142	-0.130597532145216	-0.655808275169416	0.354089017714987	1.52041115560063	-1.81577083862004	-0.515451197267142	0.427201251985781	-0.72135418944915	-0.40714871495042	-2.52545363210999	1.18862390068426	-1.75934124658178	-0.479522902660958	-0.435704368583658	-0.549524904629396	0.135406895564676	1.51145276485384	1.43842414650899	-0.134341455789962	-0.0973914912357899	-0.515451197267142	-0.170899358255698	-0.486263284374674	-0.134798273951081	-0.655808275169416	1.77295827194968	-0.573431544422391	-0.14673456706076	1.56933510023768	0.573999624443693	-0.252886095933479	-0.515451197267142	1.56822942565546	-0.439848491276962	-0.515451197267142	0.109363138978773	0.347636869332889	-0.105291639358479	-0.573455277450061	0.719065889592784	-0.655808275169416	-1.94436171397529	-0.284891331022254	0.478202329589696	-1.31306658495631	1.42639770035472	-0.182954518359256	0.215720159509838	0.0830952804728967	-0.0269459321962877	-0.515451197267142	-0.365923084727271	0.797704886022088	2.09551059676956	-2.7242156957381	-0.515451197267142	0.173486769639786	0.000305969295484476	-0.488615105894252	1.94485169909219	0.448072262825681	-0.515451197267142	-1.28330428805869	-0.648497917538898	-1.48243047178697	-0.706343035127257	1.77813010116247	0.49868102056619	1.15601578586323	0.999197253018199	0.832147372528388	-1.81634866780811	0.94641395337822	2.17259275786595	-0.682768814568841	0.939270668024609	-0.515451197267142	-0.514783974720497	-0.245182171845262	1.79457036673003	-0.203231303340857	0.0856003280710647	-0.0690714671100097	1.74932841427859	-0.249046404114267	-0.192699533290947	0.421055083855366	-0.0115889625247794	0.315087544935274	-0.168555220885185	-0.0201363631354309	-1.92939693186998	0.595615992287404	-0.428374634186053	0.651308922112465	-0.670330212153575	0.118505620605952	-0.655808275169416	-0.515451197267142	-0.655808275169416	-2.66907352736551	0.269807110363516	0.0139503202641335	-0.798711236862115	2.36498944371253	0.0986707110206188	0.747488981425475	0.629174216542895	1.46165822413099	-0.0269459321962877
EGR2	-0.0854181832944876	1.74349371977735	0.0602438382986937	-0.977855479657168	1.13391269814239	0.948414095540166	1.66198131788817	2.94914447945546	0.100599169322598	1.40543953697747	2.12358252576792	-0.181358466575175	1.25594006886172	-0.154435333833291	0.178124203740425	-0.0757441169511004	1.01353406061901	-0.987676572048061	-0.662729006458267	-1.26150386891049	-0.9063163678925	1.16615582378579	0.351588396903748	1.08964088063707	2.04890732638955	0.62360470920647	-1.21935212945291	-1.34691479075284	-0.484489868910862	-0.181358466575175	-1.09900498143436	-0.38989715167351	1.15264822789677	-0.0856142362208578	-0.459231871285962	-0.181358466575175	-0.525659874030403	-0.239938670800606	0.158521289507924	-0.181358466575175	1.34861815198031	-0.38989715167351	0.402741335939875	-0.0691665132629777	-0.345259183326689	1.33163977858662	1.28356116255177	-1.3818029608961	0.551596931654426	-0.181358466575175	0.341405287324984	-0.181358466575175	-0.327135897896392	-0.886411245115571	-0.46904579990899	-0.0725400995174896	-1.58571838536672	-0.738849346093566	-0.780709256491717	-1.38546897836966	0.0431351414384295	2.8463347525094	-1.37289942539318	-1.21920895739494	-1.26479320992677	-1.38546897836966	-1.38546897836966	1.18919189860309	-0.181358466575175	-0.103754712174537	0.718032361642506	-0.346805376381799	-1.15500836744058	-1.05531365420119	0.615810117410718	1.57566355709518	-0.38989715167351	1.94784978819729	1.12331156549209	0.275145305590872	1.22789955629916	-0.38989715167351	-0.630305059923407	-1.08247685630996	-0.951218623004825	-0.302470262410295	-0.181324842217139	-0.0393558193835915	0.0837317956985574	0.82399509042088	0.53839745588803	-1.2229732528614	-0.00691416414893957	-0.652204212026922	0.148834875952911	-0.38989715167351	-0.0901860571320676	-1.37794779895507	0.603910558973279	2.41068255527171	-0.181358466575175	-0.38989715167351	-0.186119265667092	-0.911476119148487	-0.53196058591294	-0.452995947411427	-1.37794779895507	1.48504473222304	-1.09720796244274	-0.59615791311957	-0.410331540842932	-0.852441533000143	1.13948156773009	1.28007885835145	-1.37794779895507	-1.06996318072284	0.893760771558299	-0.38989715167351	-0.38989715167351	0.0416468178544298	0.437708077415659
ELK1	-0.544136799958444	0.881003704051735	1.57186208894804	-1.48660158562309	-1.07779505276317	-0.655343042213911	-0.574692821643258	-1.51930328789352	-1.07779505276317	0.991820313443815	-1.07779505276317	-0.536122539990779	-0.989309833868801	-1.89125144191138	-1.84330654519867	-0.53394405499807	-0.346403945666878	-0.749847898550732	0.991555574801992	-0.933750427502648	-1.07779505276317	1.31975849198671	0.876313690737852	-0.0562306449802097	-0.199193787297916	0.066657835566642	-1.00183607450709	0.789426844724185	-0.047116915049977	-0.0702402517864015	0.610258370920497	1.01032416168328	-0.668367313576299	3.36270685258866	0.660664091746943	-0.437933131661277	-0.75087746810802	-0.145601075407467	-0.441213288906495	0.225096179904942	1.58926532940816	-1.29390433567444	0.647343631218664	1.70992575658938	0.429357690025664	1.51204050026568	-1.07779505276317	1.09388083408823	0.0944762106439583	-1.42569513622828	0.521599133457695	-0.956075688854989	-1.07779505276317	-0.522338308123717	-0.927507111934918	0.668574616127476	0.339078219327981	0.75003670464155	-0.739575086177771	1.0962496357843	-0.0827719396729026	0.322739695862569	1.12773577906587	-1.21791330428751	0.385167820566083	-1.93527249028608	0.49583837115539	0.879764839641744	0.277643353158193	1.10837215564325	2.26125160988456	0.92075755499453	0.261748782404333	2.50256872372394	0.442080507341794	-0.80610223146255	-0.204495543633458	-1.38745623677108	-1.03411097457236	1.14977157507544	-0.274522635096234	0.94029920709589	0.602408535386856	0.61843407796891	-0.856365120604161	-0.677747867485006	-0.175081995041748	-0.53961934428798	0.445925311112939	-0.612135300902788	-0.566861421119943	-0.0192533960022141	-0.496578021563613	0.987826671742537	0.886051384317556	-0.0783714967615236	-0.652575905536671	1.73231191294357	-1.29101313930675	-1.16047220866585	-0.697856752960514	-0.428149584462343	0.977108392212014	-1.15762312737658	-0.974184207218193	1.12441681513278	1.37285123252133	1.19131758653811	-0.26587816141592	-0.558382890284182	-0.0702402517864015	1.94798982057776	-0.718449426627949	-0.58323661241557	0.965936415183833	0.341619253576973	-0.0413299036507179	-0.502244525480864	-0.83627497738915	0.070260799753949	-0.4924134932634
FGF1	2.03301575035996	-0.877127850706712	-0.877127850706712	0.022577541098849	1.59575213404447	2.05105074355744	2.27307213947741	3.27673836224817	1.05891187704718	1.16724995152478	2.02541305962517	1.55368937909099	-0.175705917897074	2.92761657493026	3.12815660063251	0.174495453587485	1.00395330855946	-0.487504938779709	-0.487504938779709	-0.487504938779709	0.746110033530169	-0.284515463740646	1.61992655660064	-0.877127850706712	1.24819873924013	0.146784971172979	-0.538121589976648	-0.644387117850913	-0.681188815748483	1.4965560503914	0.541666138310735	0.776481732266266	1.6904837289113	-0.877127850706712	-0.877127850706712	-0.487504938779709	-0.450196930643308	-0.487504938779709	-0.253015857008384	-0.226509689686856	-1.02341784000092	-0.786508051803864	1.32726141340583	0.220047438613717	0.420658243929353	0.576038161416718	-0.419054228936227	-0.354183617557392	-0.487504938779709	-0.125604415673332	-0.877127850706712	-0.861355824565215	-0.230164089146849	-0.0152502015195553	-0.328508080409924	-0.487504938779709	-0.778056609561508	-0.877127850706712	-0.487504938779709	-0.877127850706712	-0.876109013660749	-0.487504938779709	-0.365306910005689	-0.487504938779709	-0.877127850706712	-0.877127850706712	-0.154702526053788	-0.512265605796656	-0.795782092811137	-1.05335796515379	-0.877127850706712	-0.486088411196264	-0.487504938779709	-1.31773409782872	-0.47788546431357	-1.23238600135247	0.417411816917087	0.449933535941536	-0.778575265968977	-1.11598975621303	-0.487504938779709	0.0464706272242375	-0.877127850706712	-0.70679832370232	-0.724850899196044	0.0468335962135592	0.294109592863938	-0.0400337107534767	0.120785181367383	1.60733783349994	-0.891745994968025	-0.56035356015355	0.972036477957514	-0.702030136233021	-0.422177480600029	0.419059579181314	1.24654303253472	-0.708294919241461	2.43588434382562	-0.481198366025154	-0.487504938779709	-0.0839771470408684	-0.0555226980253342	-0.487504938779709	0.400429025285362	-0.374091662701344	-1.15631446467254	-1.23772187546832	-0.487504938779709	-0.487504938779709	0.256673687675158	-0.487504938779709	1.23694138403921	-0.487504938779709	-0.877127850706712	-0.124410243834132	1.6840647689377	0.509615998131527	-0.30705386798912	-0.6616275881667	-0.488155217093731
FGF8	-0.203783663551716	-0.203783663551716	0.774484796352459	1.35815378580225	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.0308520723787955	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	0.680386273075731	-0.203783663551716	8.8223629658939	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	0.305460196410668	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	1.08808247251461	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	0.305538170923255	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	1.39956612657602	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	2.95793882934444	4.75508144617459	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716	-0.203783663551716
HEYL	-0.399754580794913	-0.380010848136098	-0.399754580794913	-0.708954343779723	-1.38833425226941	-0.399754580794913	-0.365473524119458	-0.399754580794913	-0.750151879141372	-0.129356874479011	-0.0248341450119467	0.402912533509513	-0.399754580794913	-0.399754580794913	-0.399754580794913	-0.399754580794913	-0.399754580794913	0.291341342297477	4.46934403882693	-0.399754580794913	-0.399754580794913	-0.399754580794913	-0.380010848136098	-1.73919123634995	1.75203715979351	-0.67801275044548	-0.380010848136098	-0.399754580794913	-1.40387127699697	-0.399754580794913	-0.399754580794913	-0.202616095020659	-1.05644328421204	1.58933752544234	0.0979566005143655	1.41667324624927	-0.380010848136098	0.816003586976947	1.38193072700325	-0.055026731380384	-0.380010848136098	-0.399754580794913	-0.380010848136098	-0.399754580794913	0.0482886611599548	1.52285049330382	-0.399754580794913	-0.537106408708899	1.08378143731252	0.322783360510326	-0.703210416102317	-0.380010848136098	-0.399754580794913	-0.399754580794913	-0.399754580794913	0.860409400358466	0.791027275068668	-1.17591088386907	-0.399754580794913	-0.399754580794913	3.33001804595514	0.934630326987674	-0.02426307788348	-0.121322009760815	-1.21205399669158	-0.399754580794913	-0.165757759222509	0.219299839415322	-0.399754580794913	1.46413129817904	0.229560074513029	3.15339447918909	-1.3530704147799	-0.222619947155309	1.36435867915057	-1.44243678739468	0.313856602510419	0.788031387982639	0.0152131113076969	0.414823766764852	0.352489447528047	1.23483845144159	-0.185509078630672	-0.399754580794913	1.99677485897574	-0.380010848136098	-0.380010848136098	-0.399754580794913	-0.192464255826202	-0.399754580794913	-0.657079459370862	-0.735205063435941	1.99446813840174	-1.54692277781877	-0.341265678136404	-0.0208754560591139	-0.522828412771974	-0.399754580794913	-0.776843797061723	-0.823038494155717	0.447154245071435	-0.380010848136098	-0.380010848136098	-0.399754580794913	0.254580821284253	-0.0831695307739695	-0.399754580794913	-1.74317949612321	-0.399754580794913	-0.399754580794913	0.388993064112176	-0.380010848136098	1.56862452404361	1.03518561395059	-0.380010848136098	-1.63558590620207	0.380715550241159	-0.244043643830725	0.256499351915034	2.19925115304996	1.91650111667563
HNF1A	-0.402933059065649	2.36168134491591	-0.278237646297338	-0.0190763643593892	-0.278237646297338	-0.666558671471806	-0.470474622833518	-0.278237646297338	-1.23893713437427	-0.278237646297338	-0.278237646297338	-1.04184462490835	-0.20135693553584	-0.278237646297338	-1.23893713437427	0.775479224623942	-0.278237646297338	0.961560889986553	1.5533624535013	2.34787369335691	-0.278237646297338	-0.278237646297338	-0.278237646297338	-0.278237646297338	-0.324597447621262	-0.656854267408555	-0.278237646297338	0.994728391754495	-0.278237646297338	-1.23893713437427	-0.278237646297338	-0.278237646297338	-0.278237646297338	1.7313898134452	0.924049090539521	-0.278237646297338	-0.278237646297338	-0.278237646297338	-0.278237646297338	-0.278237646297338	-0.542133375686414	-0.278237646297338	-0.278237646297338	-0.278237646297338	-0.278237646297338	-1.04184462490835	-0.278237646297338	1.2825857589778	-0.471236560539871	-0.278237646297338	-0.278237646297338	0.856215355681883	-0.278237646297338	0.935715718302208	-0.278237646297338	2.21478543860684	-0.949149427897635	-0.143396789226798	-0.278237646297338	2.04514676749657	-0.278237646297338	-0.278237646297338	-0.245661059471726	-0.278237646297338	-0.278237646297338	-0.278237646297338	-0.278237646297338	-0.278237646297338	0.184787300585674	0.739555127091687	-0.991428952353364	-0.278237646297338	0.519073035356342	-0.882849603045134	-0.278237646297338	-0.974259303823279	-0.278237646297338	-0.401957551085402	-0.278237646297338	-0.278237646297338	-2.10163295845162	-0.278237646297338	-0.401150211561829	-0.278237646297338	-0.278237646297338	1.43410769619419	-0.278237646297338	-0.278237646297338	-0.278237646297338	-0.23154957344229	-0.278237646297338	1.36063368242799	-0.278237646297338	-0.550948974628346	2.19226057529454	-0.278237646297338	-0.278237646297338	1.08492311078467	-0.278237646297338	-0.278237646297338	-0.278237646297338	-1.04184462490835	1.29238206126308	-0.197977901754118	-0.278237646297338	-0.278237646297338	0.756499971422636	-0.349736327499352	-0.278237646297338	-0.278237646297338	5.85531147104993	3.82969917266357	-0.844974756652704	-0.278237646297338	0.388273521354339	0.369450940821405	-0.278237646297338	-0.278237646297338	-1.04184462490835	-0.278237646297338	-0.278237646297338
HPD	5.01811279328953	-0.21020334044929	0.0302106054215617	-0.21020334044929	-0.21020334044929	0.419752097893482	-0.21020334044929	-0.21020334044929	-0.21020334044929	7.81556151948149	-0.21020334044929	-0.21020334044929	-0.163023432417053	0.731969779597088	0.11140894006886	-0.21020334044929	0.54191376268101	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	0.818015699089763	-0.21020334044929	-0.21020334044929	-0.0482149852029293	-0.21020334044929	-0.197731296673931	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.0229435265699841	-0.21020334044929	4.29863683402145	-0.174041834135462	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	2.97062847124869	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.0789046806181245	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929	-0.21020334044929
HS3ST4	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	2.56359350156497	1.06903505092822	-0.338707832419988	1.04956840549465	-0.338707832419988	-0.20898049601825	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	0.276262937363883	1.39522881692133	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.167677350755775	4.28410790008652	-0.0511813635273248	-0.338707832419988	3.26250145655154	-0.338707832419988	-0.304674417028979	-0.338707832419988	-0.338707832419988	0.0593306217829405	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.348565507880878	-0.338707832419988	-0.133714262238658	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	0.601356541378477	-0.338707832419988	-0.324555829763637	-0.100168959889534	0.36797822216459	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.25650026927178	-0.338707832419988	-0.246359515802534	-0.338707832419988	-0.289916006065931	-0.181536391686193	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.312095423724924	-0.120223417760724	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.348565507880878	-0.348565507880878	-0.338707832419988	-0.0442584786456468	0.177920344588641	-0.227564254520218	-0.338707832419988	-0.338707832419988	-0.338707832419988	1.38735173754121	-0.338707832419988	0.400446515225885	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	3.12139277254259	5.0121754283271	5.54967279965704	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.0570416621088186	-0.338707832419988	-0.338707832419988	-0.338707832419988	0.451055056628132	-0.338707832419988	1.03130252314632	-0.338707832419988	-0.338707832419988	0.124614081416589	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988	-0.338707832419988
HSD17B6	-0.723118965380942	-0.723118965380942	-0.485452158628317	-0.662771121679625	-0.723118965380942	-0.711007141353998	-0.723118965380942	-0.953770358816319	-0.723118965380942	-0.710099496173622	-0.658614101204459	-0.622393539459407	-0.723118965380942	-0.705391670841115	-0.711007141353998	-0.925742509663997	-0.953770358816319	-0.423013884801846	-0.681795981928362	-0.276826468228636	0.341656199619979	1.30696722857155	-0.711007141353998	-0.723118965380942	2.14909071012417	-0.214290087537596	-0.711007141353998	-0.575948945019668	-0.464186470778914	-0.452162707588531	-0.722299235973217	-0.515848556409749	-0.474903489799076	-0.469939712573409	-0.641010574349375	-0.0181544323597537	2.39537038385244	-0.418790884189278	2.64132941563308	0.903229442690464	-0.515848556409749	-0.586792999183564	0.0161502167799115	3.17154398016564	2.98098942662062	0.54720415631737	-0.474903489799076	-0.0186963714178091	1.68484556798239	-0.474903489799076	-0.723118965380942	-0.474903489799076	-0.515848556409749	-0.628254335581793	3.61526717009325	2.25071838569359	-0.407919136902053	-0.520506862837903	0.0186733739631467	-0.723118965380942	-0.418699634763425	-0.0318369591329926	1.1683494004442	1.27960779308279	0.015204271909976	1.67971058858112	-0.515848556409749	0.817314250677148	-0.484825614916614	-0.0707067118415037	0.421643354866698	-0.474903489799076	0.642581618030199	-0.474903489799076	-0.181196444611349	-0.714566340772049	-0.639546428792625	2.79424668369167	0.0711611239466148	-0.532222360989983	0.980990907685322	1.4421667537743	-0.262349605274221	-0.474903489799076	-0.0588981432185405	0.222491771663431	0.996890772972572	-0.474903489799076	-0.270730838983588	-0.474903489799076	-0.178413856817839	-0.953770358816319	-0.474903489799076	-0.472389663183001	-0.711007141353998	0.405425927775284	-0.851884352587263	-0.376185716027629	-0.723118965380942	0.427494482408926	0.298292278187235	-0.514041778343022	-0.474903489799076	-0.754848366717453	0.422669814432993	0.984710753414693	-0.515848556409749	-0.515848556409749	-0.434236061432225	-0.711007141353998	-0.474903489799076	-0.41910149560115	0.431158558810239	-0.714920109401955	-0.693438318575197	1.01620243443418	-0.15783016512101	-1.59830331179506e-05	2.00848669789734	-0.336593921076488	2.46317345775174
INHBA	-1.44852947854075	-1.40005589272634	-1.40005589272634	-1.56511150204794	-2.01524320736968	-1.98369835961247	-2.01524320736968	-2.01524320736968	-1.17898195080794	-1.82300095595447	-1.40005589272634	-0.804061194280639	-1.6358028503359	-1.3317918524357	-1.84243528612597	-2.33190174177553	-2.33190174177553	-0.559249541396852	0.971660631366677	-0.7188857460365	0.996789759046811	1.55645492088725	-0.760079643021095	-1.67716300125702	1.76247321470913	0.74048063339842	0.937832740499465	-0.694209636362794	-0.760079643021095	-0.519017543235801	0.630973818063139	-0.46677064380553	-0.856188291955226	-0.245943810429495	1.01949579284331	0.499324803509397	0.600296743445011	0.520680064284588	0.921011470462285	-0.378870126873781	0.730947948827909	0.513431099764881	1.26230010719284	1.18812281032725	1.02016154997585	0.762877280098738	0.155765467883475	1.12529556140864	0.331555928476546	0.500723549732571	0.0768918590969592	0.3148181715573	-0.465887664647897	0.483056036103141	1.13968300501157	1.0667903432126	0.73213382546193	1.05808359243842	0.911917142261613	-1.43619324782882	0.393907136066179	-0.362008898467133	-0.405634199674421	0.346264983406206	0.65229802863258	0.675874858224118	-0.51758081916656	0.511557857859295	-0.13747347424642	-0.118633169584007	0.209257723571425	-0.64414536960193	0.775554746609337	0.566349991308757	-0.327201734661048	-1.66436751493785	-0.657358105570133	1.77064862668352	0.656597487675762	-0.11014898091284	0.732955133321465	0.436367995875641	0.8702367899578	0.324313097292002	0.745353225000663	1.6741008249786	1.41114135167582	1.08818171605506	0.181093206956126	-0.858188853222248	-0.0660396937532083	-0.760079643021095	0.658250803984621	-0.454564071882811	-1.54730958004078	1.0826593262521	-0.882197581000707	-0.183559630792887	-1.2455636119187	0.611651774661308	0.228082538759427	-0.520275907550213	0.411839610717819	0.490393558835974	0.0766967502967526	1.11295691844017	-0.00247785193915775	0.871565974226155	0.437896617278543	-0.947707089436452	0.0821532725021721	0.0799649109854489	0.523486890864368	0.706320989143249	-0.235231511451334	0.890184515806243	0.640016770543705	0.513139311033765	1.5177323372437	0.381445537699076	0.838876984912021
