GSM898858	GSM898859	GSM898860	GSM898861	GSM898862	GSM898863	GSM898864	GSM898865	GSM898866	GSM898867	GSM898868	GSM898869	GSM898870	GSM898871	GSM898872	GSM898873	GSM898874	GSM898875	GSM898876	GSM898877	GSM898878	GSM898879	GSM898880	GSM898881	GSM898882	GSM898883	GSM898884	GSM898885	GSM898886	GSM898887	GSM898888	GSM898889	GSM898890	GSM898891	GSM898892	GSM898893	GSM898894	GSM898895	GSM898896	GSM898897	GSM898898	GSM898899	GSM898900	GSM898901	GSM898902	GSM898903	GSM898904	GSM898905	GSM898906	GSM898907	GSM898908	GSM898909	GSM898910	GSM898911	GSM898912	GSM898913	GSM898914	GSM898915	GSM898916	GSM898917	GSM898918	GSM898919	GSM898920	GSM898921	GSM898922	GSM898923	GSM898924	GSM898925	GSM898926	GSM898927	GSM898928	GSM898929	GSM898930	GSM898931	GSM898932	GSM898933	GSM898934	GSM898935	GSM898936	GSM898937	GSM898938	GSM898939	GSM898940	GSM898941	GSM898942	GSM898943	GSM898944
DLL1	0.826359186020919	0.723549067123472	0.649055690661007	0.686047136934077	0.510865026093995	0.520586212790729	1.41534815308438	1.27818169635331	1.26936094019661	0.309632585694068	0.187997703749377	-0.0575672662520256	-2.64285348721215	-2.22345722029409	-2.6304528330685	-0.641101122285928	-1.08977066619843	-0.389034948113704	0.516681557963475	0.544587286111777	0.703752532331436	-0.384238673415773	-0.623874162281675	-0.410098056743339	0.415171161805324	0.1397612529063	0.164140189319875	0.305655787302746	-0.100806653890714	0.104449580231434	-0.179559962240515	-0.639999979654612	-0.370131851873444	1.16551814666213	1.09675824641849	1.15841932999565	0.649186864945595	0.600576934948419	0.67183357103771	0.24877378806638	0.0155017696083288	0.104576016775346	-1.32334624851293	-1.53139862840841	-1.23881716050498	-0.225204975915045	-0.406664570226316	-0.524852440168506	0.222362363195243	0.375228637997293	0.226004661811803	0.873410338203543	0.810059218470552	0.945131899483497	0.25921934933132	0.153238790156549	0.270093793806806	0.446226196086776	0.44763195251901	0.427525324958211	0.305300884677008	0.5757327042589	0.474447832198446	0.882794847293107	1.02189208617999	1.03527635642013	0.12728392759963	0.0485411912889019	0.119676851462485	-0.0403505000317437	0.182586355688939	0.0426791159767942	-0.0840668711752677	-0.153318334938601	-0.0590987332840353	-0.537998027618289	-0.423294651320561	-0.458979084846907	0.309265296168918	0.32398681663941	0.482693663524112	0.975858975128926	0.734759096469166	0.582966622949821	0.14965333067337	0.111490781386385	0.0718692685469196
E2F6	0.269250198087038	-0.00098908442655163	-0.227037651132538	0.0719863958551063	-0.25415207836352	-0.0415196234518825	0.81868161324553	0.370314509467174	0.439140005336089	0.30457706338212	-0.670553419244384	-0.967449389847547	0.197202390420361	0.245183544382165	-0.00431630455429272	1.43514166115473	0.979349811693712	1.09122676724285	2.35339387883772	1.41168147426954	1.8236654728794	-1.16435850055891	-0.839762929644609	-1.73349972952856	-0.785108904317236	-1.2331515454727	-1.60737518565159	0.653609634819954	0.280772211218681	0.338769388849159	-1.20524719676357	-1.12583058200933	-1.34113257966535	-0.209762456737702	-0.638907590383857	-0.552829284943814	-1.06984062383307	-1.56761772082618	-1.29979750098036	-1.46372714947153	-1.87911812294266	-1.69570692014247	-0.479253091258374	-0.762166712576902	-0.731080316595681	0.665350944138577	0.424514268351154	0.297062801868804	-0.116859117098476	0.126891049083399	-0.433074420084884	-0.00603836153365121	-0.187844006987307	0.0386443956939578	0.189589673225409	-0.0254349027873502	-0.00816419474292644	1.05379420334775	0.729354152990617	0.601197799203207	1.38057041743956	1.5034457595733	1.47179772508025	0.652311760864201	0.532387953939547	0.657469702915825	-0.19737222217329	0.0345672722398942	-0.309072398621991	1.19787637370837	0.786718079444738	0.894936336454681	-0.0731094902531384	-0.122990465790124	-0.479618968151546	0.152342851745895	0.506103712712369	0.580277374706079	-1.74124335336027	-1.84919313327077	-2.29283305033674	0.592226811264004	-0.229018027569642	0.281208574495941	-1.51365621718323	-1.01121465321963	-1.49378980346281
EGR2	0.940207533604903	0.95835147021236	0.912722551188938	-0.283499414761	-0.252120876355302	-0.373747394315931	-0.0634997870682255	-0.157768283899293	-0.311482389403584	0.034206146010969	0.170933904938132	-0.0614468228803596	-0.220222262071197	-0.204153407193118	-0.134018205143486	0.00948054113013665	0.0401513375730006	-0.156050392961184	0.274469928313653	0.173667892844167	0.201852047963786	-0.72146382866234	-0.598304436916419	-0.802301454461832	-0.240982762143714	-0.507444035439031	-0.421081997059985	-0.521112315064279	-0.684764741667086	-0.568341036622863	-0.963019743205878	-1.12928944564961	-1.12452551851191	2.49843553668912	2.46446945548949	2.39730963301976	-0.18505902977383	-0.123076979171444	-0.221462287129915	0.736267187980173	0.856205831616773	0.733603109736606	0.303772734860543	0.429427351021432	0.372060435062426	-0.773553076909045	-0.817164934796524	-0.755612962793963	0.896848257917001	0.937108767758833	0.93581203619808	-0.571233995006918	-0.590224496959189	-0.453963074488452	-0.0588783911251385	-0.0061549679019209	-0.0520615599711306	0.275279242625419	0.187860225203373	0.124757867418551	0.729586900605381	0.785259351034546	0.810694350866868	0.505539089171115	0.438297481802426	0.455878122756965	0.536837772317331	0.646349653998391	0.691993719654263	0.218997351186393	0.205799011394514	0.26257889506016	0.770458186297285	0.824079962515755	0.809075736075876	1.19630665674393	1.26416958727524	1.31525461379051	1.11413465412321	1.02245015134768	0.955845705401113	1.2040864928068	1.13146731219808	1.02957432496477	0.0397390932683514	0.0754135140364997	0.108429797637462
ELK1	0.465563927366792	0.336761435663966	0.650783703549161	-0.533078833208269	-0.57348350568929	-0.884990553150685	1.1697065670767	1.28581281164588	1.27926137968736	1.80824725703103	1.54536981573053	1.77760270926622	0.163007694157353	0.106885218039398	0.250087883962956	0.533886463434562	0.581672197450854	0.657215161062704	-0.182555904350358	-0.12130533411389	-0.456726580453379	0.782136019998551	1.3578279679598	1.10122540121142	0.567766142256651	0.436259289681941	0.263040326748075	1.68206173056299	1.69843215509671	1.59097377171594	1.58573180315044	1.45303548294889	1.15442192512878	-0.8984858765681	-1.06548687125758	-0.807174279556243	1.57743578455863	1.39765513416455	1.35548146226553	-0.0737839340546718	0.0204597599303065	-0.0765411566008804	-1.17493597331231	-1.24090388030505	-1.39349862422914	-0.298149766145081	-0.100511622150431	-0.0975565025354618	0.190407068575294	-0.368719173895858	0.117456601978388	-0.991950787796367	-1.07629005085606	-0.876145449454652	-0.303062332686828	-0.470945780249206	-0.170744180379037	-1.10510261635048	-0.59345506115987	-0.522062143019421	-0.331254717504475	-0.468367513009378	-0.0321206151509764	-1.84223630951947	-1.74119923475659	-1.42891954931102	-0.166250479655442	-0.240197282100714	-0.167521326074102	-0.0384544961499604	-0.0341112634649428	-0.0916326710345665	-0.230896744580385	-0.159690896598593	0.355392995769743	0.0690181639125925	-0.193649856205504	-0.127795783149444	-1.96177281685383	-2.03195592693373	-2.47742605160738	-1.27191442794945	-0.614215565339776	-0.150595724966657	-0.986448551228419	-1.02632049197279	-0.989122401449733
FGF1	-0.700467626768719	-0.395235899542895	-2.24394549307495	1.69517320388766	0.333816510754742	1.35881350225119	-1.06820418719039	-0.558416122447835	-0.379114275219925	0.16040522668992	-2.22591765696172	1.72900761012999	-0.829585967479076	0.0828700190106646	-2.22311988619728	-0.253928810275779	0.0878569669741072	-0.577838202700067	-0.678270853554302	-0.390393285071161	-0.784538978032543	-1.10026024514142	-2.24017214399268	-0.915490774918108	-0.379212236638075	-2.21157089541141	-1.20790039816365	0.609169436754845	1.00716044558565	0.562616116228319	-0.917958448724083	-1.28676438460422	-0.304522580680133	1.50736612252896	1.36260024306291	1.29913977238472	-0.545256381781957	-1.20434021606244	-0.336611035609529	0.227600008641796	-0.129751944352215	-0.495315173843229	0.117875759469126	-2.23859412129805	-0.544103463945536	0.0199964949927802	-0.306328959879089	-0.167360928780747	-0.00725721173006905	1.25826271066046	0.786980692771073	0.773216508141406	1.07959245775193	-0.0454461681126874	0.502043177591541	0.147603259834859	-0.746565224907663	0.424007607203556	0.347659431415626	-0.119217331209912	0.739314702975807	1.15053028311889	1.18163811490086	0.644593312868744	0.504792499647115	1.19236604591292	1.41058812967545	-0.603965228369311	-0.399411092232767	0.436843689948006	1.56836508326568	0.0994867667575289	-0.759789649461255	0.344938085233213	-2.24987179197635	0.847333199872178	1.11472758616514	-0.63129240982474	0.259118122655407	0.111271398781649	0.483303396782242	-2.23337318129701	0.438258150095021	0.35368734235731	1.06069256322397	1.2931634654635	1.58369852175891
FGF8	-0.856689192346675	-0.735817251977563	-0.193029138473959	-0.843289074049858	-0.633774640059776	0.5905403517123	-0.853801887192346	-0.735422479371052	0.0235185410883268	-0.44886383431111	0.824140365465667	3.85477147186284	-0.697690126061522	0.19132764019355	0.982004279371271	-0.764196786009619	-0.373520126427501	0.183850249562474	-0.790602042984364	-0.530053778786468	-0.400949266628151	-0.725107156038008	0.0198662216878734	0.529265412109267	-0.641103913333769	1.63362149160925	0.593674415622245	-0.434899296763296	1.49046560021018	1.12678894416731	-0.478724024383054	0.120921798583194	0.0345248717420483	-0.824928835649058	-0.435313321521042	-0.250865291945346	-0.196039823006096	0.767504883791743	1.00307907109623	-0.459277902548877	0.487485863286583	0.618204140444403	-0.680884550626057	0.108903798433921	0.0360055277819362	-0.779003449914688	-0.161046657493811	-0.412645466034466	-0.48383226184412	0.924159534886161	0.637675000257856	-0.726069556587388	-0.405296526584481	0.387219935110473	-0.400535241870405	0.253022090382369	-0.205738145943909	-0.672740890653578	-0.340408496426791	-0.193621400889914	-0.564257192073353	0.0594741071499918	1.26681077165643	-0.599274992058724	-0.505400674586502	1.18752099380675	-0.446470150174204	0.33120135032559	0.156408481606712	-0.344942067524106	-0.0739093508796264	-0.0578687896902859	-0.619683617948471	0.138467753791698	-0.527413335893945	-0.0305011321661605	0.145649013214797	-0.47252990348861	-0.378177904952139	-0.749044618444211	-0.334850214054055	0.403482620582344	-0.486028663183961	-0.408815737025319	0.560087899224401	-0.431276580133021	-0.353336419487399
HEYL	0.165062757323944	0.0203338365790107	0.104451578647682	0.898690464640281	0.764284482367771	0.784537214700143	-0.663980425364089	-0.780841917174558	-0.932117809248022	1.49198025922922	1.39018884466072	1.35179252260583	-1.40139376374017	-1.7476372340699	-1.51362644630614	-0.274172496362054	-0.478705225759946	-0.435785577855012	0.286542572340026	-0.00514739061652023	0.14238129396048	0.539719448560056	0.47259277866036	0.356363869605927	-0.794802006155143	-1.14875651418004	-0.954662670699485	1.72495600263723	1.55445055494179	1.56083990463894	0.0633466910038837	-0.0196526705518761	-0.0453467885241107	-0.144788226073766	-0.40766041884475	-0.339075201281749	0.135217194078847	0.0663509032763586	-0.0188185332773938	0.877742207665373	0.857118951930701	0.909091481591452	0.434938004257692	0.396411816080463	0.473189837882978	0.492420309689614	0.364076959554744	0.348306795070613	0.630666076865057	0.647946357993348	0.596872055778359	0.503100921769013	0.502875503693987	0.589426620017634	0.936914299662199	0.936132000116074	0.955742261005923	0.517345247880128	0.432212513684064	0.491863428218514	0.784060187884462	0.771905257549722	0.836157929449458	0.183176298021809	-0.176441856545624	0.135848618166676	0.752004352344581	0.646335766430904	0.847231731339774	0.0972944723089936	0.116510673623284	0.169085463992392	0.176194810235274	0.314172325870224	0.384191665613355	0.434310075719755	0.455201242174225	0.533464625311247	-0.737862595108432	-0.993266600199505	-0.888227738545709	0.975496423967187	0.726414184684461	0.782684903083531	0.555439228995498	0.54075977624739	0.603066893363188
HNF1A	-0.235906534565442	-0.231126367672619	-0.209658478653501	-0.235376598819218	-0.227090843578809	-0.178672368754995	-0.235792349153303	-0.231110751349002	-0.201096607163211	-0.219778106055092	-0.169434095548531	-0.0495805187321932	-0.229618534876086	-0.194460197674456	-0.163190992277899	-0.232248700366138	-0.216798552442877	-0.194755909033421	-0.233292959628371	-0.222988957273076	-0.217883798926179	-0.230702807130025	-0.201241046899821	-0.181095637400769	-0.227380697281393	-0.137421221582325	-0.17854842467562	-0.219224743776741	-0.143082664895662	-0.157465135211365	0.616023174838306	-0.197244561568354	-0.200661335401253	-0.234650495031913	-0.219240360100358	-0.211946689637037	-0.209781280674084	-0.171673885695351	-0.1623575349642	-0.220189951284923	-0.182747905840512	-0.17757833783382	-0.228953918060486	-0.197719846322019	-0.200602779304439	-0.232834265427687	-0.208397711242178	-0.218347372460481	-0.221161016449487	-0.165478601531535	-0.176808320043954	-0.230740871663005	-0.21805556620577	-0.186713162618144	-0.217866234143835	-0.192020338475701	-0.210161966937892	-0.228631857481305	-0.21548883614615	-0.209683039057617	-0.224341613343	-0.199674658006473	-0.151927635977403	-0.225726476289522	-0.222013991097658	-0.155063340545591	-0.219683437977424	-0.188928552003475	-0.195841155516724	-0.215668409540849	-0.204951067864473	1.46123747212006	-0.226533580289604	-0.196550664657648	8.62284819799829	-0.203232944794491	-0.196266668611446	3.81367137451292	0.892242332812504	-0.231649471533099	-0.215269249759744	-0.186070015689144	-0.221247874318646	1.59616545542388	-0.179876684077455	-0.219083234915022	-0.216001207110031
HPD	-0.71240710184083	-0.839805135828676	-0.0199587046931913	-1.19667318043747	-0.47055880470507	-0.451568014528775	0.83157608599591	0.050178144954242	0.314788626724395	0.224570358834452	1.4971712386175	2.00899234277577	-1.03496805166622	-0.0176523441859218	-1.16454694099778	-1.19528105906228	1.21934803734195	-1.17859487685352	-0.702599200862946	-0.314626600113294	-1.18888796900322	-1.19459308701961	-0.0575189577335361	1.23151488959325	-0.796613630131654	-1.1530781169423	0.966976486029507	-1.1894847616138	1.00128782552973	-0.564000324726932	-1.19025655315038	-0.561832531451708	-1.18122313992406	-1.19634999899385	-0.515710932348292	-1.18624586050442	-0.658170260016089	0.695915118646184	-1.16417601104436	-0.878582427516924	0.0115876299148518	-0.495760690429615	-0.891253963845602	-0.192789460323645	-1.18119708865775	-0.821864138814093	0.868762847678612	-1.18909426588414	0.261182881380488	0.995127976283677	0.558238785255664	-1.19461002945155	0.344604537848562	-1.17501546929754	1.49835181642317	0.299513658007677	-0.928626563967222	0.290754693961075	0.950037952673224	1.41611070132543	0.231888177759256	0.813773233563457	1.15696334316882	0.984615142613517	0.662944144124231	0.715851460483605	0.700342813729832	1.96370868356418	1.50949611092754	0.405419524811524	1.45902114482897	1.20726547824396	-0.560623315470765	0.974924126198333	0.898952257447489	-1.18236757387493	0.888026757144806	-0.352138201047475	-1.18848750820876	-1.12669182770165	-0.0572236019571616	2.91700394696843	-0.926227242339856	0.79574369867875	0.0808488454920549	0.182251443035212	-1.18805012019974
HS3ST4	-0.278342641884884	2.14210081899726	0.752087881712194	-0.277658504404013	-0.26696174398037	-0.204454367134055	-0.278195230579326	-0.272151372335935	-0.23340365406997	-0.257521131862031	-0.192527923213073	-0.037799124674275	-0.270224947810002	-0.224836169234284	-0.184468189604201	-0.27362044397243	-0.253674581941774	-0.22521792725991	-0.274968563826827	-0.261666282815469	-0.255075615558586	-0.271624723714294	-0.233590123162206	-0.207582763205852	-0.267335939877362	-0.151199880885829	-0.204294357565279	-0.256806751151129	-0.158508701991172	-0.177076211506413	-0.259045637970486	-0.228430732752166	-0.232841726083716	4.76226382268863	5.05143148352496	5.60964868939691	-0.244614676232291	-0.195419451855258	-0.183392211259524	-0.258052816618254	-0.209715811931367	-0.203041992966544	-0.269366939500111	-0.229044316788316	-0.232766131219904	-0.274376397895048	-0.24282851307478	-0.255674080621973	-0.259306444214014	-0.187421451849954	-0.202047913901794	-0.271673864339151	-0.255297364015436	-0.21483488684221	-0.255052939741696	-0.221686355058115	-0.245106135325926	-0.268951165106896	-0.251983761848428	-0.244487848079095	-0.263412537380774	-0.23156794338061	-0.169927399969846	-0.265200370442302	-0.260407619085126	-0.173975537955101	-0.257398917082907	-0.217694914541845	-0.226618960876722	-0.252215587858951	-0.238378958700153	-0.237558887861587	-0.266242327134884	-0.227534924368117	3.10255520377249	-0.236161627382333	-0.227168290599759	0.457105519967269	-0.253913964796425	-0.272846850367504	-0.251700279788009	-0.214004595768299	-0.259418576154959	-0.255475013266519	-0.20600911647254	-0.256624065765463	-0.252645223512409
HSD17B6	-0.404415662959518	-0.327978556579781	-0.205084284908032	1.36078346410665	1.12417411568702	1.200077413214	0.931203882370647	0.986210825090394	0.896445094090179	-1.729801549136	-0.902897231306124	-1.88151113275208	0.471048754863684	-0.0166212959073486	-0.172478230533649	0.24138430498158	0.267761295921235	-0.079203830839387	-0.640085503425943	-0.547708069664394	-0.516365085992936	0.363021991597705	0.595154439786326	0.30926421916265	-1.09263242921391	-1.90105834539381	-0.6718384856719	0.388478157256365	0.180462743412568	0.514050646010509	0.057263988818121	-0.179487393455605	0.155185971486994	-1.80512323348853	-1.72270841894322	-1.4742385341114	-0.566287080829038	-0.372601422317348	-0.6992331949127	-0.913042851441309	-0.508649670694248	-0.609866221912868	-0.617832263756297	-1.54879533109888	-1.28350821746841	-0.205047794032905	-0.508190118859467	-0.352463068429436	-0.587440128811769	-0.653776759533887	-0.327321374683406	0.490668111222587	0.390874913642171	0.402145092186928	0.984483383862487	0.848930349271472	1.00013009906808	-0.808655538307582	-0.317108857646841	-0.986539354403648	-0.457873729260421	-0.154448208462255	-0.454067492327478	0.619551222325361	0.539122819447262	0.514030232617808	1.30516575923583	1.26763198837958	1.12876088934184	-1.70945237527457	-1.91608546266478	-1.91594436339975	-0.840134000957012	-0.75691185084943	-1.30747869622414	1.10218367225986	1.2069172205817	0.916184781068259	-0.65816069274754	-0.38281265497713	-0.397308768984333	1.34175838250892	1.24782024877488	1.18317146221772	1.70112117660693	1.60640130375573	1.58486603981685
INHBA	-0.260068220026271	-0.237303518587951	-0.135076134400193	-0.25754449453409	-0.218085047098876	0.0124993965359006	-0.259524432147262	-0.237229148601989	-0.0942920824627104	-0.183259424865023	0.0564950427269455	0.627276594937041	-0.230122730928939	-0.0626873531674268	0.0862267400454967	-0.242648430022064	-0.169076434983801	-0.0640956263406656	-0.247621530514563	-0.198550537284133	-0.17424237109914	-0.235286386234749	-0.0949799512240911	0.000959007159808312	-0.219465424217092	0.20895070679956	0.0130896583458492	-0.180616941324484	0.181989081896547	0.11349510458917	-0.188883199378871	-0.0759473949528723	-0.0922191774935608	-0.254086553357171	-0.180694917718678	-0.145956434105337	-0.135643159244672	0.0458284373300904	0.0901959139568485	-0.185220765108179	-0.00690962976648597	0.0177095257726497	-0.226957610606317	-0.078210854735333	-0.0919403144138252	-0.245437080313519	-0.129052652889707	-0.176445204235116	-0.189845291624533	0.0753323850953001	0.0213765996387961	-0.235467642363052	-0.175061123238175	-0.0257934655598787	-0.174144900606398	-0.0510679542099177	-0.137469736784564	-0.225423853920722	-0.162832475218732	-0.135187679632088	-0.204992323161272	-0.0875203004853434	0.139866467682235	-0.21158748860579	-0.193907432891862	0.124933227924277	-0.182808584847893	-0.0363438666352864	-0.0692639212419297	-0.163688266145009	-0.112641429062102	-0.109620389621851	-0.215431179004785	-0.0726428333433329	9.77280855659456	-0.10446601350695	-0.0712903327860413	-0.187716614039436	-0.169953669418481	-0.239794708429655	-0.161787591536534	-0.022730591784143	-0.190258936901633	-0.175704428490274	0.00676405729605909	-0.179954141973837	-0.165275085766853
JUN	-0.300468279405484	-0.0409232841816304	-0.290185236978295	-0.948700677232278	-0.991364910467383	-0.813391657236498	1.02297970345863	0.961081512489026	0.674714495868218	-0.632182543690763	-0.504047277719503	-0.73618012275245	0.196001378441085	0.2369324662962	0.274662322660027	-0.0370439912697516	-0.0793139057137959	-0.0768360604288243	0.4143621908765	0.267705700718383	0.0773458849257507	-0.884298007934132	-0.784472790030074	-0.80898348761959	-0.563759368798096	-0.522997471871172	-0.411592998379458	-0.472059101010384	-0.386901138541948	-0.515460024401608	-2.66558521936649	-2.60369642944499	-2.56718013245017	2.11639828738936	1.92339686508252	1.83873714419489	0.558777962870055	0.588842486778554	0.615438037904432	1.93211455617112	1.93829452302554	2.06223344329296	-0.633898381643406	-0.681201256847154	-0.850182344703774	-0.607465358295723	-0.75088464712767	-0.732067688038178	0.98942089517885	0.863538346629691	0.730587271538019	-0.0286019981396518	-0.0605821916407568	-0.095939453948694	-0.104460044311006	-0.21494665142974	-0.324669901823505	0.637323007391903	0.623479021155739	0.546497986961162	0.592087664328303	0.389547768191901	0.50498740062058	-0.501031231510169	-0.570027241738307	-0.559281927565196	-1.23644514994935	-1.25163196345821	-1.05912867098124	0.493984961495752	0.348227689271948	0.420254399051864	1.21507133339814	1.13456665227192	1.10249455060437	1.1620881158387	1.01358116974784	1.33944053670396	0.235191316754894	0.159042855025806	0.235191316754894	1.61782257126493	1.1704194978851	1.39651631127863	-0.548476659010993	-0.626945754797986	-0.473628391569728
KRAS	-0.404339568305306	0.304938510904269	-0.0829253064977655	-0.498735766044905	-0.0971325413438917	-0.273387808963232	2.76412750784241	2.83517587714208	2.65877103039748	-2.46926819228818	-1.77570545774075	-1.37427311494383	0.630838798322784	0.628751589101846	0.815623647127567	0.815623647127567	0.707785738989467	0.901550772492624	-0.159992463788043	-0.0807522240944893	-0.00334156206846186	-0.0965232286983168	-0.0260342048499621	0.277633082401788	-1.09865066158293	-0.932006981362968	-1.03845779044605	-1.4103869852104	-0.860799047046064	-0.8142466436354	0.0533205329917759	-0.0156137156054924	0.0719221897847311	-1.6080631368674	-0.76352393826186	-1.22600869016285	-0.373807626410667	-0.0369756842526637	0.0183271099921996	1.69768604404131	1.87346106949892	2.09757247745379	-1.40226225630421	-1.34481667179591	-1.59791249997337	1.09304381832373	1.128467440822	1.26170838099674	-1.03902128496515	-1.08365981722477	-0.99627199359057	1.29307217753729	1.2550607819717	1.4195411495652	1.18005709382492	1.03024768586728	0.906664125490397	-0.0685667653203973	0.169428756176705	0.0418212689693813	0.0512464107436585	-0.330902937953836	-0.129274050540306	-0.278407899698863	-0.321244700556186	-0.286088529128948	0.95525384296612	0.943501038141321	1.12154330016813	-0.637227498160034	-0.398153203600207	-0.279497308714204	-0.921958604668098	-0.956935726410835	-0.737837881141974	-0.704130144306855	-0.823629265612007	-0.88749026257776	0.254433344293881	-0.0977770241569225	-0.210748713319834	-0.0927487536344793	0.145334284206162	0.0252896436735372	0.164001367287222	-0.103453048378002	0.226272408543235
OVCH2	-0.292344993374442	-0.3457309731973	-0.334673202209271	0.860653389475596	-0.343652142185877	-0.318710195452383	1.32695643563095	-0.345722928716071	-0.330261943978046	4.34877882756891	4.60940652404892	5.7366053488812	-0.344954238997575	-0.32684383019779	-0.310735227819567	1.18395803252042	-0.338350244961477	-0.326995652648239	-0.34684705587752	-0.341539125819361	-0.338909291070999	0.876844621222477	-0.330335746558125	-0.319958500726429	-0.343801455348603	-0.297460374609819	-0.318646347786034	-0.339600055808157	-0.300376770016114	-0.307785652881914	-0.340493425496794	-0.328277287167449	-0.330038427592662	0.137717053338657	0.907703377734367	-0.335851123017017	-0.334734536370607	-0.315105046956399	-0.310305888690212	-0.340097265898798	-0.3208096384701	-0.31814662419038	-0.344611873045876	-0.328522100868799	-0.330006797915485	-0.346610767428493	-0.334021651945877	-0.33914809302504	-0.340597493460642	-0.311913652593503	-0.317749962734839	-0.345532389432112	-0.338997774038579	-0.322852272478961	-0.338900240766036	-0.325586173082525	-0.334932114312061	-0.344445969063148	-0.337675567078132	-0.334685267876791	-0.342235923390279	-0.32952813546754	-0.304933105141969	-0.342949311781199	-0.341036886610049	-0.306548407451654	-0.339836344257185	-0.323993492317957	2.42336145022181	-0.337768071232004	-0.332246476378578	-0.331919695423147	-0.343365077561754	-0.327919239221806	-0.341485332173063	-0.331362154886259	-0.327773742706792	-0.340367237845374	-0.338445764477907	-0.346000441177686	-0.337562450917967	-0.322520966371049	-0.340642236801976	-0.339068660362423	-0.319330577831887	-0.339527157836845	-0.337939506190948
OXTR	0.667261058882683	0.523444795285514	0.70423498772008	-1.37591082828357	-1.16177896537603	-0.994030882091923	-0.763857372122046	-0.811576240154576	-0.517870268356203	-0.538178135306296	-0.522225914771214	-0.397831523763895	-0.00184876080259959	-0.205830452502132	-0.0735400219901279	-0.753044998521168	-0.74908251118139	-0.893182632836299	0.607713007084945	0.797766595273773	0.593484434261341	-0.651296677864617	-0.975643194657433	-0.883454113258744	-0.692938742591051	-0.806926737684989	-0.697565037904788	-0.057275355375104	-0.35043794646002	-0.335143723431118	0.0817738772167549	0.0628809177529271	0.0507331085902877	3.06722482852025	3.02823133903724	3.02917819793898	0.304745357938015	0.318752933373222	0.0800539700752742	1.25008013796761	1.37641671796968	1.19861605677134	-1.56497077874865	-1.30854298906465	-1.33387072698692	-1.07340711396204	-1.14183651132418	-1.43081935825092	0.433922479930051	0.388156128684139	0.647703866182879	-1.2412309546371	-1.343238294578	-1.30131735343462	0.788076956795025	0.602799147858738	0.817301396626497	-0.445006603178583	-0.440085236775933	-0.445019847052864	-0.681448102107597	-0.492756081397608	-0.331940202950983	-0.720042235840248	-1.07613472718914	-0.984012698328258	-1.08453318339247	-0.97845730097174	-0.752558342553648	0.444933902191895	0.620253984001634	0.610299468037265	-0.457316220199739	-0.117696982146391	0.291171480330837	0.118163496041146	0.178520561095017	0.168444420193442	0.770435873245791	0.827301389590364	0.666309166267253	-0.41096054258477	1.60125916931587	1.6197155409057	0.57524824425113	0.446114134474648	0.470639862945856
PDE1C	1.21896445643442	0.73470004545552	0.937824175658765	-0.37606642837488	-0.490240483507077	-0.618289025357693	1.81703783268665	1.97333654868385	1.80809926220787	-0.476170153904813	-0.615951297177699	-0.585622571340402	2.13992082533883	1.85436491519219	1.81783003361628	-0.631846423502916	-0.627936789687526	-0.622358936917128	-0.632110669332355	-0.629503257228151	-0.628211409330132	-0.234360228556367	-0.623999988186489	-0.0990112806448798	2.42207673505212	2.21742248035456	2.01855114742746	-0.490141452175907	-0.60928311572824	-0.61292257878046	-0.513120636435469	-0.622988689008118	-0.623853294285268	1.30866650296373	0.977845134939532	0.842679580300262	-0.626160652000752	-0.616518075095417	-0.61416058954025	-0.628794979048674	0.253435732957953	-0.300795329639058	-0.631012685887512	-0.623108958947892	-0.407167653701326	-0.631994598637571	-0.151024378305198	-0.493816719644097	-0.629040703245238	-0.614950366633356	-0.617817334339738	-0.148411285722571	-0.628254877834332	-0.620323736682103	-0.431054908634754	-0.200052469491958	-0.626257704901253	0.508781597211744	-0.62760536836817	-0.48350438802264	-0.449006223133329	0.367326031412501	-0.611521321594794	-0.630195987635722	-0.629256543816253	-0.61231480695062	-0.274311528432692	-0.0481611169616895	-0.0884680371611857	-0.627650809088074	-0.341722120134475	-0.237388946953605	-0.630400221758755	-0.0114284544685448	-0.629476833266704	-0.624504038457899	-0.402679640699374	-0.628927596053147	0.258908880133723	-0.63169478870416	-0.381122204366574	-0.620160993668428	-0.62906268247056	-0.62828969614245	-0.618593776188639	-0.383711089658765	-0.627735022905778
