GSM952871	GSM952872	GSM952873	GSM952874	GSM952875	GSM952876	GSM952877	GSM952878	GSM952879	GSM952880	GSM952881	GSM952882	GSM952883	GSM952884	GSM952885	GSM952886	GSM952887	GSM952888	GSM952889	GSM952890	GSM952891	GSM952892	GSM952893	GSM952894	GSM952895	GSM952896	GSM952897	GSM952898	GSM952899	GSM952900	GSM952901	GSM952902	GSM952903	GSM952904	GSM952905	GSM952906	GSM952907	GSM952908	GSM952909	GSM952910	GSM952911	GSM952912	GSM952913
JUN	-0.316360815690948	0.319050573336554	-0.0327600619644529	1.09623297314538	1.11917211065423	0.248798886769042	-0.573237390129885	0.476843757074411	-0.0599456025475706	1.60539347603457	-0.224687461821018	-0.804649594981627	-0.607403321530213	-1.40797257176752	-0.276214821293716	0.265701175555324	-0.157255337863448	-0.445513208963639	0.494322558926418	0.419143221327625	0.817996663834484	-0.78440931506114	1.17763343142239	0.833807853411256	-0.846180203853902	-0.302829568760413	-0.205919264184423	0.370136497036026	1.17369146945093	1.43210627590759	-0.302829568760413	0.979135813995253	1.09623297314538	-1.13219453723137	-0.59019919598186	0.578102390285183	0.451939241324502	1.07713404462606	0.812679797330398	-2.6543279795521	-0.835662509864013	0.836422986484537	0.483865749605367
KRAS	0.858903316620766	1.15570987384184	1.1606196802064	0.551015648193657	0.231076540220344	-2.13831338590114	0.212981164641807	0.567760570447883	-0.120458188644019	0.096550501748682	0.826382518917641	0.79289080902609	0.624474614530851	0.220933828571413	0.927294452934614	0.559419350137344	1.39418020971277	0.685963370174777	0.722749910521768	-0.0636036497408072	1.93088106149188	0.962912967185774	0.640165625046034	0.109127864012763	-0.118924505611312	0.516756834707292	-0.697647919604126	-0.140589241588041	-0.833966967068212	0.632347551848592	0.584259234903017	0.0152566369319149	0.584259234903017	0.338003979071656	-0.385864799472632	0.095284975428694	-1.54683172195939	-0.662270111013901	-1.680340201968	-1.68652142401615	0.211840453853438	-0.175502323725598	-0.74483712190959
OXTR	-0.976251806374344	-0.586301222919215	0.0686310567673053	-1.08544019000626	-0.331261584564762	0.898360947526915	-0.387631287070669	0.683124847475335	-0.0835055105526508	-0.8387024463958	-0.0180632581841234	-0.75949127687301	-0.48196159271125	-0.345287133855477	0.0312641953102992	-0.186098339223847	-1.23855348330806	-1.78831521877171	-0.305257514741143	0.026394350858653	-0.146108471577162	-0.613091348391956	0.282421176451339	-0.877653298359376	-0.625270610143915	-0.663661489712378	-1.21895601609397	-0.180924345443108	-0.193582222066231	0.19552191613445	1.06592289678314	1.87340587723572	1.62584638601031	1.59314381788209	1.57713232172298	0.709362351895562	0.28830441956856	1.7057989276822	1.31172468005827	1.29176546066138	1.63214207284153	1.69669502010204	0.205943335510848
PDE1C	0.199637000265341	-0.15753368455446	-0.417796837606746	-1.26981926868883	0.948895259797356	1.64596697564033	-0.385181228419083	-0.518744947584395	-0.578250743098838	-1.2724190661754	-1.37955023617597	0.701005215180299	-1.12618160086533	0.254872472771128	-0.503020245356822	0.239997033692139	-0.0447245791058008	-0.829243696032521	-1.19574192573367	0.320983820807684	-1.14792343690524	0.682015825619839	-1.18794517336449	-0.838921776427057	-0.475520760310456	-0.393203131880302	-0.824451086601818	-0.937685520013797	0.892965693987545	1.07280944155518	1.19222642763235	1.17248737201856	0.853219133019195	-0.55121931944485	1.17912494475231	1.27513734618519	1.26930042315614	1.45518766372904	1.38324365648432	1.18242183280319	0.464102608759971	1.09899806580376	-0.147780090359315
PENK	2.20702599616667	-0.47447420713944	-0.276330402663916	1.45753204907716	1.20512940921108	-0.381416847509358	0.704629413369195	1.80123257018475	-0.584699069879357	1.01037489648916	0.389259805496794	-0.086489124685856	-0.528816333403382	-0.73515214430444	-0.276330402663916	-0.0381708541292838	-0.375744075981718	-0.898044032220305	-0.342046046079083	-0.375744075981718	-0.270951717893215	-0.565894920182478	0.698069384867774	-0.522703811465579	0.306865679733931	-0.375744075981718	-0.16634963491626	-0.584699069879357	0.208280800519352	0.522957590703256	-0.260238176601724	-0.191984414176796	0.464652808442893	-0.492422313633241	-0.688134558690656	-0.462598949868558	-0.0816036531754329	-0.0525423885887908	-0.254903161855624	-0.547268450147109	4.51515213764077	-0.276330402663916	-0.106152995920578
PITX1	2.16594090011509	1.50718810727382	0.0216894558422058	-1.117045579901	0.222769903945312	0.893609051168746	0.00559018127137941	0.367954095064163	-0.356487116945684	0.870185567222535	0.822726647099296	-0.195395286962774	-2.41523844678739	-1.19113571811748	0.237640889656857	0.410044684676432	-0.160852811491187	0.192782578826662	0.325204096082958	0.410044684676432	-0.0597738809282854	-0.393614480478903	1.13881072054783	0.662524223200533	0.310803961744276	-0.689443847535815	0.737634078347311	-0.160852811491187	-0.374987656450565	-0.648097312222541	0.0694251184356035	0.996595579939116	0.296327433762593	-0.731426508296261	0.505802549286833	-0.338111161143186	1.00780224507231	1.32423578629678	-0.0930525753770945	-0.212831890217389	0.662524223200533	0.585288337507369	-0.0432854976836704
SLC24A2	0.574443817723445	0.821976371317409	-1.16472464929949	0.0013242794872792	-0.113267040136419	-1.21789893104231	1.0333657188089	2.65154463450623	-0.0104090610909321	-0.195020265150854	-0.497868356395049	1.43215663968288	-1.37721129345081	-1.09554220381792	0.76393919841012	1.23932706572939	0.445142952660914	-0.304149578708668	-0.339611458452747	0.517095012964208	0.129084308504594	0.802887466371911	0.145803293222908	0.850146884507699	1.34886857870604	-0.469879015336721	-0.0496435797777543	-0.0341643308449401	0.0586083761618836	-0.585230015119932	-0.0171566818358621	0.0327016904969803	-0.000346113149537557	0.469525641650273	0.233753605169419	-1.37721129345081	0.481565012362474	1.12083381840436	1.0737788012333	0.0505621223419926	0.773774733336329	-0.0496435797777543	-0.0104090610909321
WNT10B	0.540009529133987	1.14717714781265	3.12105586810088	-1.37221592620489	0.0488301135558984	-1.08209772286791	0.423056809752383	0.67290037789925	-0.758731412314995	-0.252116110435283	-0.629750186854711	0.916328528019353	0.326236794779974	1.92417213711069	-0.344268294778567	1.22051892238724	-0.28228653999286	-0.693028284291534	-0.927520879969631	0.23115766789657	-0.05459672260533	0.74684332416496	0.185431175629345	-0.05459672260533	1.84387323121442	-1.14805361743429	-0.174164421662266	-0.386870283530893	0.297539190326813	-0.232293440632618	0.114470352406956	-0.164664996584789	-1.39924912779432	0.613768937479255	-0.486780591416594	-1.22015128262822	0.304758745585576	-0.212697320587932	-0.1458225889379	-0.27217062958463	0.106401434736076	-0.222467386000715	-0.464069771440444
WNT4	1.15958626009238	-0.271561626710191	0.105202777770423	0.150486747543731	0.00666591848557708	-0.76153478815856	-0.252488348965625	0.396551704228664	-0.565930955869104	-0.0351569391024223	-0.297544983920127	-0.618193727253113	-0.828484921138724	-0.606352451877784	-0.72135318653744	-0.52428540748514	-0.758126844600162	-0.256696955910001	1.26342775110963	1.61320259129931	-0.737908692320044	-0.458355385032036	-0.215352670060997	-0.846838134910789	-0.410883877400103	-0.78221851988535	-0.679494342734236	0.0702934534508762	-0.425643863946609	1.01339675568096	1.79179991299772	1.77068958174514	2.1709347948538	0.631522997755719	2.26436774980498	-0.799772392984127	-0.627163325984006	-0.583063899677488	1.10353323554981	-0.85800635841928	1.78581165829943	0.527116730804214	1.38024586653793
ZBTB33	0.518173649623477	0.621458622717523	1.09577101028675	0.0844827192641572	0.379226853651828	0.011627961569643	0.443684389026503	0.578023437346367	1.1322329599545	0.28526864471942	0.573560453993934	0.0283435578872695	-0.321387555774119	0.129923465269617	0.591279051066112	0.221044856132863	0.717759709899618	0.608650202179596	0.658808898595207	0.0528400583919582	-1.14053291986535	-0.0315952605700126	0.851601855924722	-0.157006467761557	-0.144842885530756	0.578023437346367	-0.281740654273842	0.266485602138323	0.40665629927884	-0.19559798653609	0.315714951160208	-1.8255020906842	0.158971979861132	-0.0315952605700126	0.321680632436849	1.39597633521662	0.345149563087023	0.339340359832837	-0.252843757057647	-0.163151465730526	0.831767438143222	-0.0531161647349559	0.28526864471942
