GSM1588970	GSM1588971	GSM1588974	GSM1588975	GSM1588976	GSM1588977	GSM1588978	GSM1588979	GSM1588980	GSM1588982	GSM1588983	GSM1588984	GSM1588985	GSM1588986	GSM1588987	GSM1588988	GSM1588993	GSM1588994	GSM1588995	GSM1588996	GSM1589003	GSM1589004	GSM1589005	GSM1589009	GSM1589010	GSM1589011	GSM1589012	GSM1589014	GSM1589015	GSM1589016	GSM1589017	GSM1589024	GSM1589028	GSM1589029	GSM1589031	GSM1589032	GSM1589035	GSM1589036	GSM1589037	GSM1589038	GSM1589039	GSM1589040	GSM1589041	GSM1589042	GSM1589043	GSM1589045	GSM1589054	GSM1589055	GSM1589056	GSM1589058	GSM1589059	GSM1589060	GSM1589061	GSM1589062	GSM1589063	GSM1589130	GSM1589132	GSM1589135	GSM1589136	GSM1589139	GSM1589142	GSM1589144	GSM1589145	GSM1589148	GSM1589150	GSM1589151
DLL1	0.260957169441279	0.522802236748276	0.610720061481212	-0.982194878273181	-1.16096133717051	-1.04514362540579	-0.985199846990092	1.19391819909914	-1.50565783214457	-0.226732438659259	-0.307539183301662	0.134776524540885	0.259344574610164	-1.25483523485855	-1.13741473567895	-0.558377955246366	1.23271927491786	0.955450043087013	-0.466493521122907	-0.243104846038559	2.21104437326126	-0.958127712697947	-0.439990436009146	1.01671027824346	0.831800742476507	-0.699412206948494	-0.492327481964746	-0.197020739086061	-0.49232941347987	0.841830693019165	-0.985408516166885	1.14820708863024	-1.12090083773303	-1.50478811453234	-0.402203928654737	0.0750210032325443	-1.05954077611325	-1.11907417868251	-0.0731469300083648	0.522886989121421	1.19408143440142	1.34657945057369	-0.405116318382671	0.842379007224355	-0.999215635117361	0.663114915541771	-1.11164688396726	-1.49914434897825	-1.0136628760704	-0.689664459879829	-0.997941938295247	-0.272027704505913	-0.23451675293503	-1.10716152260897	-1.22701832189239	-0.651625589567413	-0.00638875917442084	1.8198145183889	1.28747774185277	-0.0586247878741084	-0.1662380406668	0.279742464760359	0.384883910338099	-0.869141038842663	1.08850968375194	1.96635126362028
E2F6	1.26314608248259	2.27060109646041	0.0847533749809776	-1.10996085310008	1.2012858992393	0.804212518717081	0.726330127158385	1.1842286349124	1.2228817808524	1.26282010524842	0.939398612693946	0.410567222928819	0.663289915020988	0.475573214654506	0.854821180121529	1.09594199811345	0.0112203045027852	0.252526107147843	0.558469977666657	0.890306914001602	-0.387530676818349	1.44069652077287	1.03473043104683	1.2322583151391	0.976184179385029	-0.278843534049415	0.579014603875199	0.777848637335877	0.993642408326147	0.919685480513327	-0.337978128840247	0.207910718294393	1.32082216881907	1.03481211713331	0.362323704958508	0.687615586324257	-1.55671294938007	-1.58473382964822	1.2132422969023	-0.455127666413296	0.880054966667567	0.607259334387101	1.1398106922369	0.402315600494687	-0.309623110263311	-0.0443193018999259	0.55396305157761	0.787983781171169	0.516084003543909	0.312538461704685	0.405492649077563	0.191947416645496	0.327131877034276	0.328777419771369	0.661023927754967	-3.77413549583793	-1.69287991445508	-0.512580801524473	-0.892775017179877	-1.16288412979594	-2.43778300924578	-1.98960916507868	-0.418693262882743	-2.47435729164416	-0.916769274681169	-1.66407266150925
EGR2	-0.441101318637855	-0.13586704171814	0.294536473022595	0.765327836866395	-0.537707093957233	0.133377846136089	0.307112880101168	0.112070631760317	0.824639625260651	-0.31185329325242	-0.0600752779288293	-0.661042570131328	-0.582331241897709	-1.97679034189183	-2.14911344885448	-0.386741266687477	0.800101375025739	0.467158573849335	0.4533968629221	0.743789322690115	0.733576344013924	0.47763183547336	0.613778841134734	0.318618109049849	0.200814086711929	-0.515651273008559	-0.458412991529523	-0.314712782012006	-0.286368889473122	-0.427802464269415	0.234432803779123	0.149797300114598	0.0589993632061564	-0.335693719064064	-0.461926654028182	-0.465857395732813	0.49446497197557	0.559999005258067	1.89909194052318	-1.87061159828097	1.20930258082974	1.28569884211005	-1.85331518662749	0.36479474241384	0.0814921213163839	0.0637638196435553	-1.44182202203183	-0.825896729759091	-0.434134626471533	-0.634254405747084	-0.566103263568289	0.537842276121622	-1.05894628824974	0.313031013909585	-0.118088465656411	0.216578006103749	-1.10481844350069	1.62412386613162	0.981558150810956	1.32765464662201	1.45014740187059	0.258747395974327	1.71888411330299	0.0965227274569874	0.239369178129343	0.187057085375233
ELK1	0.985581469526814	0.386311839422088	-0.884836349212499	0.608177162586838	0.669091461166102	0.69486627316993	0.626087202977321	0.549985895654521	-0.403652843062752	1.89009019755949	1.32585850481282	0.590669798920369	0.337772060087124	0.574790272962417	0.370449475230013	-0.0487004344952873	-0.45838456747266	-0.974677266385678	1.09183420671284	1.15748951019064	0.292416222418193	2.69603700575669	-0.0731217168032692	-0.832441167669971	-1.0027804132518	0.761237730368238	-0.147979837282149	0.669088193174679	0.16635460108968	1.04525838825775	1.12437220880802	-1.56669834387957	1.18708140628278	1.29181544110868	-0.961376211597572	-0.476074883054285	0.89373888456691	0.73301824843239	-0.25909641768274	-0.446564868472597	0.712867184184685	1.14835036787332	0.245145265816701	-2.42039357535857	0.581700803203696	0.170174574136714	-0.00196029561940965	0.964306568575048	0.97465176960599	1.81181320799344	1.32975653732115	0.654760515745793	1.18392025100851	0.925506611531048	0.045726817692743	1.65596715233096	0.623201222452347	-1.85596942393755	-0.290811628587935	1.44710609108221	0.423916111623989	0.264028757003249	1.60720228736213	0.745166337702323	0.0778186787516845	-1.75026827698272
FGF1	-0.419738660185028	-0.550401155308029	-0.240302489407294	-1.13291285504102	-0.859209782668955	-0.993446755651724	-0.504438283089003	0.163573989287799	-1.13485453495936	-0.846897590188027	-1.09731815394776	-1.05033065220907	0.23294991549753	-0.670621197137011	-0.850488026319607	-1.07439547794792	2.01103435936709	1.83012043745921	-0.753319937049718	-0.559476662926143	-0.777909495697956	-0.785427403221057	-0.907012666446891	-0.746220082812956	-0.856425785828399	0.407515378613931	-1.29760006929404	-1.0176513746927	-1.06310687053362	-0.221759403547161	-1.14027295948529	0.198817844912395	-0.219175118349884	-0.533550107645593	-0.523842006128931	-0.498058391813241	-1.04742656305176	-1.13389336506852	-0.380227977510906	-0.019507903682762	2.29350384359211	1.91822331227158	-0.542462120718341	-0.614315454880876	-0.188743424000589	0.00127439200520969	-0.886806456664445	-0.533276291694195	-1.1232132376687	-0.889630520385925	-1.14755500311157	-1.1414896673033	-1.14231804536615	-0.883596358737682	-0.553479858373469	1.4822256126712	1.80161414675379	2.43732614396	2.52799316293694	2.12064844915649	2.86112834582177	2.35408792898772	2.68329873646002	0.90835111967265	2.06294883306595	1.68746434494361
FGF8	-0.165129289903171	-0.0880138697550218	-0.457968499610741	0.0362790438688942	-0.47175208667738	-0.145392195112213	0.0762056385471052	-0.409581476972451	0.492227852591296	0.19269796928492	-1.01280680734916	0.350582943871683	0.179107127019824	2.04606020242074	0.423439779705588	-0.873346472506788	-2.04815343460075	-2.12363571911521	-0.638316071721789	-0.367441013087231	-0.710112702648997	0.44640818170536	-1.24850921634853	-1.34402702360095	-0.246234684172234	0.146682304479079	-0.085698918689096	0.203250187435342	0.256527593705952	0.816806551181432	0.0898150779938039	0.427548181731205	0.188666301735626	0.36956602312505	-0.83588124781866	-1.57945217414687	0.672354211745751	0.460419976731185	0.911046803724093	0.103904864191249	-0.405763886926427	0.432984847152333	0.156657606437881	0.586475564969313	-0.429046141698576	-0.619670046482782	-0.112508627404492	0.690737930037036	0.220167466506412	0.16440383045859	-0.573618495091138	-0.605023819628648	-0.0402932492582164	0.541450079884069	-0.240469601585673	2.27454291118528	1.57106432722445	-1.69092865135185	0.483770657785588	3.33577360633272	0.383105927458189	0.809473818608034	0.170309417266362	2.26134610743221	0.370194910595329	0.738765344316083
HEYL	-0.766890279864849	-0.554336939593295	-0.0870792800236359	-1.55674696180527	0.617105904242769	-1.12402099262223	-1.21315039269082	-0.306388391484693	-0.968816507272646	0.772717353826032	0.742496042062241	-0.480189440673291	0.0141075214943453	-0.382493759107448	-0.868555030516832	-0.747138850890725	0.0203947498553934	0.160525023675689	0.137709234111398	0.1813375630953	-0.287070398594075	1.40225849688745	-1.10020963734097	-0.746153234957317	-0.749303629627351	0.0163604804386161	-0.184922336377462	1.10596233947773	0.945248076998691	-0.95740493098217	-0.749625572405856	-0.532810079043871	-0.701489012642825	-0.641571556482958	-0.662550009637463	-0.825058137626813	-0.748408113867028	-0.777727340195056	-0.948367468600453	-0.979473275378165	-0.764854604613913	-0.750412502075644	-0.533121677805278	-0.730390834459512	-0.692324883673182	-0.820643381918906	1.30081386780093	1.59212942673292	-1.5815812240016	-0.743963726297791	-1.30726454134677	-0.75596008809636	-0.170065533475679	-1.05611734841681	-1.35242715327871	-0.3476423205302	-0.686471880761922	-0.910546214439783	-0.229863145259813	0.263207412597901	0.324609786467631	-0.470664680252825	-0.424878204592421	0.569548120970609	-1.01374525393589	-0.575958598176417
HNF1A	-0.177764623105424	-0.144881191661043	-0.210494474414486	-0.094439744521442	0.0720121082678528	0.294959772309455	0.00300361135854225	0.143774695417304	-0.0543065811381577	0.0310992403026325	-0.193678601128982	0.12519426029316	0.140516237576142	0.653098460924731	0.226854896727276	0.0214442970869303	-0.144611866400274	-0.294050232674882	0.206299907574221	-0.151527160375929	-0.186229414305421	0.157066283091965	-0.00332440065454484	-1.34583642111786	0.244718269168276	0.152453389766822	1.92689074721444	2.59902275481077	0.211505883673765	0.0214779670171564	0.0959006524798482	-0.0397774756164137	-0.209182625399006	0.0132377930573606	-0.582439572264748	-1.0777355184916	0.666296871578674	-0.0429750407631552	0.0308459295845801	0.211866628766411	-0.574370502994698	0.127545524905424	2.99173774461793	-0.0770340180329232	-0.191449957846258	-0.397452119810718	-1.08331626451899	0.0227386114000079	1.30086136926642	0.161535219522556	-0.209029147000639	-0.120864326557483	-0.150428229759004	0.126172198622571	-0.155412252945605	-0.0626966921818388	3.87508078633356	-0.0232569323387731	0.31131234267059	0.365817470144939	8.10324469909182	0.440346893015347	0.766396393036731	1.07413332407654	-0.19974258058709	-0.0608757659821749
HPD	-0.145690028433112	-0.138274116147698	-0.167456186158678	-0.10542592003698	-0.106623020827075	-0.124911698339282	-0.12113584447533	-0.114453354611041	-0.0848740720121842	-0.0889613001297863	-0.161335515924139	-0.0501529233716538	-0.0532901624488992	0.0138938562917273	-0.053887456433794	-0.150380896925387	-0.245433281058398	-0.250704226295916	-0.194232245604436	-0.13741432374072	-0.158141265334933	-0.115828511012594	-0.133437894258213	-0.167097615175643	-0.12100808224646	-0.0637612880346419	-0.12300591846697	-0.080964445459529	-0.0817538445672511	-0.0477575340591927	-0.122452850583631	-0.0788191294776871	-0.065510667113716	-0.0801620358671432	-0.145684650097191	-0.192900877828568	-0.0958943560128961	-0.0839915474659586	-0.0494965968839311	-0.111340445908479	-0.144344366174254	-0.117443453056271	-0.0891101240376191	-0.0765009223547669	-0.16767827656337	-0.113904617407637	-0.107587468076094	-0.0610157676921603	-0.121912516264886	-0.110802714857731	-0.15981919869739	-0.131238147855845	-0.127362362661059	-0.119930471346762	-0.149415345222618	0.0125903446846683	0.0320520524687707	-0.289108966025578	11.6320232567972	-0.00576975064543798	-0.0634865341992774	-0.106673281946308	-0.156658526947725	0.00239921448401573	-0.0817786625751031	-0.0366138860030311
HS3ST4	-0.200582247059948	-0.194756680790141	-0.252389139376655	-0.183711581432922	-0.18592091999178	-0.193624124748288	-0.288402687936561	-0.199448988145543	-0.154736857368223	-0.158347780611596	-0.231655752595546	-0.151326252128514	-0.143499875769128	-0.0767977992088827	-0.152232249661229	-0.262052475704068	-0.342430814928488	-0.340913613458463	-0.305266583410517	-0.222055103362383	-0.242380478503376	-0.164772684620225	-0.229986186176622	-0.256206980955144	-0.171453271213119	-0.160643102850179	-0.161209946428491	-0.105008440315648	-0.14333515801063	-0.116549230523261	-0.199188389030393	-0.15246304235125	-0.125481430478441	-0.157811570709831	-0.191520718544804	-0.196758978472801	-0.18861902369299	-0.161413557688162	-0.116558215968883	-0.18091853296623	-0.237577709087793	-0.197245148471638	-0.153824501494025	-0.157552102024105	-0.251906374757349	-0.227824293317242	-0.161461840208255	-0.133653192907778	-0.186679223993048	-0.165928271308363	-0.239994982553158	-0.166561837428706	-0.207287484170445	-0.22321403559599	-0.23225923213912	3.77252710436174	5.78485104173577	3.80472960444937	0.664054869443206	3.94068581166511	0.172394028407389	6.89419453741952	6.66097398331692	0.245093533693735	-0.114856376619255	-0.15028164028397
HSD17B6	0.068187587521274	0.575711567043933	2.0247018550555	-1.12627944597584	-1.11247022260302	-1.27944503805152	-1.2537216976989	0.341866800244723	-1.24204862487318	-1.04648209026024	-0.931804004748509	-1.29943904692425	-0.24589782028573	0.202640406527628	0.672606833765611	-0.00272870098924175	1.01282742991118	0.767472927876577	1.34731442916962	1.20172843519385	0.749871233699256	-1.24554635528313	-0.297485755580205	-1.18196369284643	-1.11702906561102	-0.640200106625366	-0.758640148306682	1.69196027523797	1.85580753795067	0.729879295195893	-1.03034349718787	0.746627098497791	-1.01216314070544	-0.758656332195964	0.539491802147774	0.855356316109968	-1.22786083370545	-1.26387091486105	-0.487602850483251	-1.12261172327448	-0.747769624271546	-1.10745192024813	-0.263945947660106	-1.11539228161436	0.51033098748462	0.103350448155726	0.955207476141836	1.13158865776929	-1.12498147295724	-0.574716044664717	-0.5199031496136	-1.13195629774058	-0.141650124019988	0.60320762363181	-0.470692532757169	-1.1236108165645	-1.04421885031903	-1.35328820890545	-1.27432276869317	-1.33507441193079	-0.740513793583004	-0.972156041205383	-0.981223338905727	-0.752949416451551	-0.866099994472969	-0.856672152687093
INHBA	0.815560292027671	0.951109797371105	0.577920070081963	-1.33302665929144	-0.0221212113044594	-0.0364471760515454	0.0186280211903898	0.622746235868536	-1.37596560103038	1.13119476090231	1.16109805384717	-0.440550449114456	1.0848436842054	-2.33794663523484	-2.05662900252493	-0.655489937394065	0.900513927958434	0.812874556933908	0.0313791045785182	-0.0358314383380633	0.748862111550632	-0.353912525776062	-0.159812763695899	0.324762738137547	0.300662809021584	-0.133828614588695	-0.0320290917772249	-1.01449863457336	-0.930947171869697	0.25574176706762	-0.130909930142128	0.92080674098761	-0.376846439613308	-0.367162006598229	0.166759018949479	0.13609200960428	-0.059009065061803	0.027912962600287	0.811753555566695	0.502925765303943	1.18911801519342	1.08746251415567	-0.0470979667841463	-0.0127614072238209	0.680151683413388	0.682501291837954	-0.86306873474173	-0.860065852988855	-0.645999852159487	-0.169598262268099	-0.111061439497445	-1.04283986108016	-0.381014277535421	-0.689882022688854	0.280735090711328	-2.01137735352305	-1.3756985342452	-1.94764914341703	-1.96604046953861	-1.84976721614998	-1.06446219852598	-2.41885681237719	-2.18434658151804	-0.815808716638066	-1.7951690256384	-2.30908989382492
JUN	-0.0903394798213693	0.0188142875797284	0.591624144381116	0.0127710845861694	-1.37714254356879	0.260582609971161	0.565489519079033	-0.147368718159607	-1.5004629107945	0.94225108762355	0.808926073749586	0.168437065134926	-0.902619358264979	-3.90169571014134	-4.47121922423974	0.0572676927145275	0.77547702101255	0.845356109597147	-0.575080540251435	-0.458207143370744	0.718284932185287	-0.0476558260787239	0.266497146723084	-0.73371055733796	-0.621606299794131	-1.07938520656514	-0.0254313347369746	-0.823347914453692	-0.990091782164785	-1.06870243416704	-0.949565901976425	0.269761589809107	1.19286486541435	1.11291537360403	-0.218527351036094	-0.118221314778058	0.791876233341057	0.929875291122031	0.0240560100593306	-0.0239759251530622	-0.645648663575836	-0.465768879149086	-0.0234701542695833	-0.211071472148817	-0.418703694573544	-0.0296312147552175	-0.983652439998919	-0.686814139781607	-1.60405939702151	-0.307004201046663	-0.29277880999668	-0.633359181453345	0.546302181022648	0.0160846418806631	-1.15512705593328	-0.32998987496566	-2.64857116697387	1.8503264687789	1.27280652956714	-1.3319791093775	1.18731701685845	-1.09918270167738	-0.189565031329144	0.648454474550625	0.464228483670992	-0.062423519721548
